id,subject,chapter,group,case_stem,image,question,option_a,option_b,option_c,option_d,option_e,option_f,correct_answer,explanation
sly-than-011,sinh-ly,Cân bằng nước - điện giải & lọc cầu thận cơ bản,Thận,,,Độ thanh thải nước tự do âm (-CH2O) sẽ xảy ra ở một người?,uống 2 L nước cất trong 30 phút,bắt đầu bài xuất một lượng lớn nước tiểu với độ thẩm thấu 100 mOsm/L sau một tổn thương đầu nghiêm trọng,đang được điều trị bằng lithium trong trầm cảm và đa niệu không đáp ứng với ADH,"bị ung thư biểu mô tế bào yến mạch của phổi, và bài tiết nước tiểu với độ thẩm thấu 1.000 mOsm/L",,,d,"CH2O âm xảy ra khi nước tiểu ưu thẩm (độ thẩm thấu > huyết tương, ví dụ 1.000 mOsm/L do SIADH cận ung thư). Các trường hợp còn lại đều tạo nước tiểu nhược thẩm/đẳng thẩm (CH2O dương)."
sly-than-012,sinh-ly,Cân bằng nước - điện giải & lọc cầu thận cơ bản,Thận,,,"Một cặp đệm (HA/A-) có pK là 5,4. Ở pH máu là 7,4, nồng độ của HA là?",1/100 so với A-,1/10 so với A-,bằng với A-,gấp 10 lần so với A-,gấp 100 lần so với A-,,a,"Henderson-Hasselbalch: pH = pK + log(A-/HA) → 7,4 = 5,4 + log(A-/HA) → log(A-/HA) = 2 → A-/HA = 100, tức HA = 1/100 so với A-."
sly-than-013,sinh-ly,Vận chuyển ống thận & điều hoà Ca-Mg-K,Thận,,,Điều nào sau đây làm tăng tái hấp thu dịch đẳng thấm ở ống lượn gần?,Tăng tỉ lệ lọc,Tăng thể tích dịch ngoại bào (ECF),Giảm nồng độ protein mao mạch quanh ống thận,Tăng áp lực thủy tĩnh mao mạch quanh ống thận,Thiếu oxy,,a,"Tăng phân suất lọc làm tăng nồng độ protein và áp suất keo máu rời mao mạch cầu thận, nguồn cấp máu mao mạch quanh ống thận, thúc đẩy tái hấp thu ở ống lượn gần. Tăng ECF, giảm protein quanh ống, tăng áp lực thủy tĩnh quanh ống và thiếu oxy đều ức chế tái hấp thu."
sly-than-014,sinh-ly,Vận chuyển ống thận & điều hoà Ca-Mg-K,Thận,,,Có thể dùng chất hoặc tổ hợp chất nào sau đây để đo thể tích dịch kẽ?,Mannitol,Chỉ mình D2O,Xanh Evans,Inulin và D2O,Inulin và albumin phóng xạ,,e,Thể tích dịch kẽ được đo gián tiếp bằng hiệu số thể tích ECF (marker: inulin) và thể tích huyết tương (marker: albumin phóng xạ).
sly-than-015,sinh-ly,Vận chuyển ống thận & điều hoà Ca-Mg-K,Thận,,,"Ở nồng độ acid para-aminohippuric (PAH) trong huyết tương dưới mức vận chuyển tối đa (Tm), thì?",tái hấp thu PAH không bão hòa,độ thanh thải PAH bằng độ thanh thải inulin,tốc độ bài tiết PAH bằng tốc độ bài xuất PAH,nồng độ PAH trong tĩnh mạch thận gần bằng 0,nồng độ PAH trong tĩnh mạch thận bằng nồng độ PAH trong động mạch thận,,d,"Dưới Tm, tổng quá trình lọc cộng bài tiết loại bỏ gần như toàn bộ PAH khỏi huyết tương thận nên nồng độ PAH tĩnh mạch thận gần bằng 0. Độ thanh thải PAH lớn hơn inulin vì PAH vừa được lọc vừa được bài tiết."
sly-than-016,sinh-ly,Vận chuyển ống thận & điều hoà Ca-Mg-K,Thận,,,"So với một người uống 2 L nước cất, một người thiếu nước sẽ có?",độ thanh thải nước tự do cao hơn (CH2O),độ thẩm thấu huyết tương thấp hơn,mức trong tuần hoàn của ADH thấp hơn,nồng độ dịch/huyết tương (TF/P) cao hơn ở ống lượn gần,tỷ lệ tái hấp thu H2O cao hơn trong ống góp,,e,"Người thiếu nước có độ thẩm thấu huyết tương cao hơn và ADH tuần hoàn cao hơn, làm tăng tái hấp thu H2O ở ống góp và CH2O âm. TF/P thẩm thấu ở ống lượn gần không bị ảnh hưởng bởi ADH."
sly-than-017,sinh-ly,Vận chuyển ống thận & điều hoà Ca-Mg-K,Thận,,,Điều nào sau đây sẽ làm tăng cả tốc độ lọc cầu thận (GFR) và lưu lượng huyết tương thận (RPF)?,Tăng protein máu,Sỏi niệu quản,Giãn tiểu động mạch đến,Giãn tiểu động mạch đi,Co tiểu động mạch đi,,c,"Giãn tiểu động mạch đến làm tăng cả RPF (giảm sức cản mạch thận) và GFR (tăng áp suất thủy tĩnh mao mạch cầu thận). Giãn tiểu động mạch đi tăng RPF nhưng giảm GFR; co tiểu động mạch đi giảm RPF nhưng tăng GFR; tăng protein máu và sỏi niệu quản đều cản trở lọc, giảm GFR."
sly-than-018,sinh-ly,Rối loạn toan-kiềm: bài tập khí máu,Thận,,,"Một bệnh nhân có trị số máu động mạch: pH 7,52, PCO2 20 mmHg, [HCO3-] 16 mEq/L. Phát biểu nào sau đây có nhiều khả năng đúng nhất?",Anh ấy đang giảm thông khí,Anh ấy có giảm [Ca2+] ion hóa trong máu,Anh ta gần như bù hô hấp hoàn toàn,Anh ta bị rối loạn acid-base gây ra bởi sản xuất thừa acid cố định,Sự bù trừ thích hợp của thận sẽ làm cho [HCO3-] động mạch của anh ấy tăng lên,,b,"pH kiềm, PCO2 thấp, HCO3- thấp phù hợp với kiềm hô hấp nguyên phát (do tăng thông khí, không phải giảm thông khí, không có bù hô hấp cho rối loạn hô hấp nguyên phát). Trong kiềm hô hấp, [H+] giảm khiến ít H+ gắn vào vị trí tích điện âm trên protein huyết tương, làm nhiều Ca2+ gắn với protein hơn, do đó [Ca2+] ion hóa giảm. Bù trừ của thận (giảm tái hấp thu HCO3-) sẽ làm giảm (không tăng) [HCO3-] động mạch."
sly-than-019,sinh-ly,Vận chuyển ống thận & điều hoà Ca-Mg-K,Thận,,,Điều nào sau đây sẽ phân biệt tốt nhất giữa một người khỏe mạnh bị thiếu nước nghiêm trọng với một người mắc hội chứng tiết ADH không phù hợp (SIADH)?,Độ thanh thải nước tự do (CH2O),Độ thẩm thấu nước tiểu,Độ thẩm thấu huyết tương,Nồng độ trong tuần hoàn của ADH,Độ dốc thẩm thấu vỏ nhú,,c,"Cả hai đều có nước tiểu ưu thẩm, CH2O âm, gradient vỏ nhú bình thường và ADH tuần hoàn cao. Người thiếu nước có độ thẩm thấu huyết tương cao (do mất nước thật sự), còn người SIADH có độ thẩm thấu huyết tương thấp (do pha loãng bởi tái hấp thu nước không phù hợp)."
sly-than-020,sinh-ly,Vận chuyển ống thận & điều hoà Ca-Mg-K,Thận,,,Nguyên nhân nào sau đây làm giảm độ thanh thải Ca2+ ở thận?,Suy tuyến cận giáp,Điều trị bằng chlorothiazide,Điều trị bằng furosemide,Tăng thể tích dịch ngoại bào (ECF),Tăng magie máu,,b,"Thiazide làm tăng tái hấp thu Ca2+ ở ống lượn xa, do đó làm giảm bài xuất và thanh thải Ca2+. Thiếu PTH làm tăng thanh thải Ca2+; furosemide ức chế tái hấp thu Na+ (và Ca2+ đi kèm) ở nhánh lên dày; tăng ECF ức chế tái hấp thu Na+/Ca2+ ở ống lượn gần; Mg2+ cạnh tranh với Ca2+ ở nhánh lên dày nên tăng Mg2+ máu làm tăng thanh thải Ca2+ — tất cả các đáp án còn lại đều làm TĂNG thanh thải Ca2+."
sly-than-021,sinh-ly,Vận chuyển ống thận & điều hoà Ca-Mg-K,Thận,"Một bệnh nhân đến phòng cấp cứu có huyết áp động mạch thấp, giảm độ đàn hồi mô (véo da mất chậm) và các chỉ số máu động mạch: pH 7,69, [HCO3-] 57 mEq/L, PCO2 48 mmHg.",,Đáp ứng nào sau đây cũng sẽ xảy ra ở bệnh nhân này?,Tăng thông khí,Giảm bài tiết K+ ở ống lượn xa,Tăng tỷ lệ H2PO4- so với HPO4-2 trong nước tiểu,Đổi H+ nội bào lấy K+ ngoại bào,,,d,"pH kiềm, HCO3- và PCO2 đều tăng, phù hợp kiềm chuyển hóa có bù hô hấp (giảm thông khí, không tăng). Huyết áp thấp và véo da mất chậm cho thấy giảm ECF. [H+] máu giảm khiến H+ nội bào rời tế bào để đổi lấy K+ ngoại bào (gây hạ kali máu). Bài tiết H+ (và tỷ lệ H2PO4-/HPO4-2) trong nước tiểu giảm; bài tiết K+ ở ống lượn xa tăng (không giảm) do aldosterone tăng thứ phát vì giảm ECF."
sly-than-022,sinh-ly,Vận chuyển ống thận & điều hoà Ca-Mg-K,Thận,,,Nữ có độ thẩm thấu huyết tương là 300 mOsm/L và độ thẩm thấu nước tiểu là 1200 mOsm/L. Chẩn đoán chính xác là?,hội chứng tiết ADH không phù hợp (SIADH),thiếu nước,đái tháo nhạt trung ương,đái tháo nhạt do thận,uống một lượng lớn nước cất,,b,"Độ thẩm thấu huyết tương ở mức cao hơn bình thường kích thích ADH; nước tiểu ưu thẩm là đáp ứng phù hợp, cho thấy tình trạng thiếu nước. SIADH cũng cho nước tiểu ưu thẩm nhưng độ thẩm thấu huyết tương sẽ THẤP hơn bình thường (do giữ nước quá mức); đái tháo nhạt và uống nhiều nước cất đều cho nước tiểu nhược thẩm."
sly-than-023,sinh-ly,Vận chuyển ống thận & điều hoà Ca-Mg-K,Thận,,,"Một bệnh nhân được truyền acid para-aminohippuric (PAH) để đo lưu lượng máu qua thận (RBF). Cô ấy có tốc độ dòng nước tiểu 1 mL/phút, [PAH] huyết tương 1 mg/mL, [PAH] nước tiểu 600 mg/mL, hematocrit 45%. RBF ""hiệu quả"" của cô ấy là mấy?",600 mL/phút,660 mL/phút,1091 mL/phút,1333 mL/phút,,,c,"RPF (độ thanh thải PAH) = (600 mg/mL × 1 mL/phút)/1 mg/mL = 600 mL/phút. RBF = RPF/(1-hematocrit) = 600/(1-0,45) = 1091 mL/phút."
sly-than-024,sinh-ly,Cân bằng nước - điện giải & lọc cầu thận cơ bản,Thận,,,Chất nào sau đây có độ thanh thải qua thận cao nhất?,Para-aminohippuric acid (PAH),Inulin,Glucose,Na+,Cl-,,a,"PAH có độ thanh thải lớn nhất vì vừa được lọc vừa được bài tiết chủ động. Inulin chỉ được lọc (không tái hấp thu/bài tiết). Glucose, Na+, Cl- đều được lọc rồi tái hấp thu một phần/toàn bộ nên độ thanh thải thấp hơn độ thanh thải inulin."
sly-than-025,sinh-ly,Cân bằng nước - điện giải & lọc cầu thận cơ bản,Thận,,,"Một người phụ nữ chạy marathon trong thời tiết 90°F và bù lại lượng mồ hôi đã mất bằng cách uống nước cất. Sau cuộc thi marathon, cô ấy sẽ có?",giảm tổng lượng nước trong cơ thể (TBW),giảm hematocrit,giảm thể tích dịch nội bào (ICF),giảm độ thẩm thấu huyết tương,tăng độ thẩm thấu nội bào,,d,"Đổ mồ hôi (mất NaCl và H2O) rồi chỉ bù lại bằng H2O khiến cô ấy mất NaCl mà không mất H2O ròng, làm giảm độ thẩm thấu huyết tương/ngoại bào; nước sẽ dịch chuyển từ ECF vào ICF (ICF tăng, không giảm). TBW không đổi vì lượng mất qua mồ hôi được bù đủ bằng nước uống; hematocrit tăng (không giảm) do nước dịch chuyển vào hồng cầu."
sly-than-026,sinh-ly,Vận chuyển ống thận & điều hoà Ca-Mg-K,Thận,,,Nguyên nhân nào sau đây gây tăng kali máu?,Hoạt động thể lực,Nhiễm kiềm,Tiêm insulin,Giảm độ thẩm thấu huyết thanh,Điều trị bằng thuốc chủ vận ß,,a,"Hoạt động thể lực gây dịch chuyển K+ từ tế bào vào máu, gây tăng kali máu. Nhiễm kiềm, insulin, thuốc chủ vận beta và giảm độ thẩm thấu huyết thanh đều gây dịch chuyển K+ từ máu vào tế bào, gây hạ kali máu."
sly-than-027,sinh-ly,Vận chuyển ống thận & điều hoà Ca-Mg-K,Thận,,,Nguyên nhân nào sau đây gây nhiễm kiềm chuyển hóa?,Tiêu chảy,Suy thận mạn,Uống ethylene glycol,Điều trị bằng acetazolamid,Cường aldosteron,Ngộ độc salicylat,e,"Cường aldosteron làm tăng bài tiết H+ ở ống lượn xa và tăng tái hấp thu HCO3- mới, gây kiềm chuyển hóa. Tiêu chảy và acetazolamide gây mất HCO3-, dẫn đến toan chuyển hóa tăng clo máu; suy thận mạn, ngộ độc ethylene glycol và salicylat gây toan chuyển hóa tăng khoảng trống anion."
sly-than-028,sinh-ly,Vận chuyển ống thận & điều hoà Ca-Mg-K,Thận,,,Tác dụng nào sau đây là của hormone tuyến cận giáp (PTH) trên ống thận?,Kích thích adenylate cyclase,Ức chế bài tiết K+ ở ống lượn xa,Ức chế tái hấp thu Ca2+ ở ống lượn xa,Kích thích tái hấp thu phosphate ở ống lượn gần,"Ức chế sản xuất 1,25-dihydroxycholecalciferol",,a,"PTH tác động lên ống thận qua kích thích adenylyl cyclase, tạo cAMP. Tác dụng chính là ỨC CHẾ (không kích thích) tái hấp thu phosphate ở ống lượn gần, KÍCH THÍCH (không ức chế) tái hấp thu Ca2+ ở ống lượn xa và kích thích (không ức chế) sản xuất 1,25-dihydroxycholecalciferol. PTH không ảnh hưởng đến trao đổi K+."
sly-than-029,sinh-ly,Vận chuyển ống thận & điều hoà Ca-Mg-K,Thận,,,"Một người đàn ông bị tăng huyết áp và hạ kali máu. Khí máu động mạch: pH 7,5, HCO3- 32 mEq/L. Cortisol huyết thanh và VMA nước tiểu bình thường, aldosterone huyết thanh tăng, hoạt độ renin huyết tương giảm. Nguyên nhân có khả năng nhất gây tăng huyết áp của ông ấy?",Hội chứng Cushing,Bệnh Cushing,Hội chứng Conn,Hẹp động mạch thận,U tủy thượng thận,,c,"Tăng huyết áp, hạ kali máu, kiềm chuyển hóa, tăng aldosterone huyết thanh và giảm hoạt độ renin đều phù hợp với cường aldosteron nguyên phát (hội chứng Conn) — huyết áp tăng làm tăng tưới máu thận, ức chế bài tiết renin. Cortisol và ACTH bình thường loại trừ hội chứng/bệnh Cushing; hẹp động mạch thận có renin tăng (không giảm); u tủy thượng thận bị loại trừ vì VMA nước tiểu bình thường."
sly-than-030,sinh-ly,Rối loạn toan-kiềm: bài tập khí máu,Thận,Bảng giá trị khí máu động mạch (A) pH 7.65/HCO3- 48/PCO2 45; (B) pH 7.50/HCO3- 15/PCO2 20; (C) pH 7.40/HCO3- 24/PCO2 40; (D) pH 7.32/HCO3- 30/PCO2 60; (E) pH 7.31/HCO3- 16/PCO2 33.,,"Bộ giá trị máu động mạch nào mô tả một người nghiện thuốc lá nặng có tiền sử khí thũng và viêm phế quản mạn, và ngủ gà ngày càng nhiều?",(A),(B),(C),(D),(E),,d,"Tiền sử gợi ý COPD là nguyên nhân gây toan hô hấp. Do COPD, thông khí giảm, CO2 bị giữ lại, [H+] và [HCO3-] tăng lên; [HCO3-] tăng thêm do thận bù trừ cho toan hô hấp (tăng tái hấp thu HCO3-, thuận lợi hơn bởi PCO2 cao) — khớp với (D) pH 7.32/HCO3- 30/PCO2 60 (toan hô hấp có bù thận một phần)."
sly-than-031,sinh-ly,Rối loạn toan-kiềm: bài tập khí máu,Thận,Bảng giá trị khí máu động mạch (A) pH 7.65/HCO3- 48/PCO2 45; (B) pH 7.50/HCO3- 15/PCO2 20; (C) pH 7.40/HCO3- 24/PCO2 40; (D) pH 7.32/HCO3- 30/PCO2 60; (E) pH 7.31/HCO3- 16/PCO2 33.,,Bộ giá trị máu động mạch nào mô tả một bệnh nhân bị kiềm hô hấp có bù một phần sau 1 tháng thở máy?,(A),(B),(C),(D),(E),,b,"Kiềm hô hấp biểu thị giảm PCO2 (nguyên nhân) và giảm [H+], [HCO3-] do tác động khối lượng. [HCO3-] tiếp tục giảm do thận bù trừ mạn tính (giảm tái hấp thu HCO3-) — khớp với (B) pH 7.50/HCO3- 15/PCO2 20."
sly-than-032,sinh-ly,Rối loạn toan-kiềm: bài tập khí máu,Thận,Bảng giá trị khí máu động mạch (A) pH 7.65/HCO3- 48/PCO2 45; (B) pH 7.50/HCO3- 15/PCO2 20; (C) pH 7.40/HCO3- 24/PCO2 40; (D) pH 7.32/HCO3- 30/PCO2 60; (E) pH 7.31/HCO3- 16/PCO2 33.,,Bộ các giá trị máu động mạch nào mô tả bệnh nhân suy thận mạn (ăn chế độ protein bình thường) và giảm bài tiết NH4+ qua nước tiểu?,(A),(B),(C),(D),(E),,e,"Ở bệnh nhân suy thận mạn ăn protein bình thường, acid cố định vẫn được tạo ra từ dị hóa protein, nhưng thận suy không sản xuất đủ NH4+ để bài xuất hết acid cố định, dẫn đến toan chuyển hóa có bù hô hấp — khớp với (E) pH 7.31/HCO3- 16/PCO2 33."
sly-than-033,sinh-ly,Rối loạn toan-kiềm: bài tập khí máu,Thận,Bảng giá trị khí máu động mạch (A) pH 7.65/HCO3- 48/PCO2 45; (B) pH 7.50/HCO3- 15/PCO2 20; (C) pH 7.40/HCO3- 24/PCO2 40; (D) pH 7.32/HCO3- 30/PCO2 60; (E) pH 7.31/HCO3- 16/PCO2 33.,,Bộ giá trị máu động mạch nào mô tả một bệnh nhân đái tháo đường không được điều trị và tăng bài tiết NH4+ qua nước tiểu?,(A),(B),(C),(D),(E),,e,"Đái tháo đường không điều trị dẫn đến sản xuất acid keto (acid cố định), gây toan chuyển hóa. NH4+ bài xuất qua niệu tăng do phản ứng thích nghi tăng tổng hợp NH3 ở thận để đáp ứng toan chuyển hóa — khớp với (E) pH 7.31/HCO3- 16/PCO2 33."
sly-than-034,sinh-ly,Rối loạn toan-kiềm: bài tập khí máu,Thận,Bảng giá trị khí máu động mạch (A) pH 7.65/HCO3- 48/PCO2 45; (B) pH 7.50/HCO3- 15/PCO2 20; (C) pH 7.40/HCO3- 24/PCO2 40; (D) pH 7.32/HCO3- 30/PCO2 60; (E) pH 7.31/HCO3- 16/PCO2 33.,,Bộ giá trị máu động mạch nào mô tả một bệnh nhân có bệnh sử nôn 5 ngày?,(A),(B),(C),(D),(E),,a,"Tiền sử nôn (không kèm thông tin khác) cho thấy mất H+ ở dạ dày, gây kiềm chuyển hóa có bù trừ hô hấp — khớp với (A) pH 7.65/HCO3- 48/PCO2 45."
sly-than-035,sinh-ly,Sơ đồ nephron & vận chuyển dọc ống thận,Thận,"Sơ đồ nephron với 5 vị trí đánh dấu: A (khoang Bowman/đầu ống lượn gần), B (cuối ống lượn gần/nhánh xuống quai Henle), C (đáy quai Henle), D (nhánh lên quai Henle/ống lượn xa), E (ống góp).",/images/sinh-ly/than-so-do-nephron.png,"Tại vị trí nào của nephron, lượng K+ trong dịch ống vượt quá lượng K+ được lọc ở người có chế độ ăn nhiều K+?",Vị trí A,Vị trí B,Vị trí C,Vị trí D,Vị trí E,,e,"K+ được bài tiết ở cuối ống lượn xa và ống góp (vị trí E). Vì bài tiết này chịu ảnh hưởng của K+ trong chế độ ăn, người ăn nhiều K+ có thể bài tiết nhiều K+ vào nước tiểu hơn lượng đã lọc. Ở các vị trí khác, lượng K+ trong ống bằng (vị trí A) hoặc ít hơn lượng đã lọc (do K+ được tái hấp thu ở ống lượn gần và quai Henle)."
sly-than-036,sinh-ly,Sơ đồ nephron & vận chuyển dọc ống thận,Thận,"Sơ đồ nephron với 5 vị trí đánh dấu: A (khoang Bowman/đầu ống lượn gần), B (cuối ống lượn gần/nhánh xuống quai Henle), C (đáy quai Henle), D (nhánh lên quai Henle/ống lượn xa), E (ống góp).",/images/sinh-ly/than-so-do-nephron.png,Tại vị trí nephron nào mà áp suất thẩm thấu của dịch ống/huyết tương (TF/P) thấp nhất ở một người bị thiếu nước?,Vị trí A,Vị trí B,Vị trí C,Vị trí D,Vị trí E,,d,"Người thiếu nước có ADH tuần hoàn cao. TF/P thẩm thấu = 1,0 suốt ống lượn gần bất kể tình trạng ADH. Khi có ADH, TF/P lớn hơn 1,0 tại C và E do cân bằng với gradient thẩm thấu vỏ tủy. Tại D (nhánh lên dày), dịch trong ống bị pha loãng vì NaCl được tái hấp thu mà không có nước đi kèm, làm TF/P nhỏ hơn 1,0 — đây là điểm thấp nhất."
