id,subject,chapter,group,question,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation
noi-hrm-022,noi,Ho ra máu,Hô hấp,Động tác không nên làm ngay khi có ho ra máu nặng:,Để bệnh nhân nằm yên nghỉ nơi thoáng mát,Khám xét nhanh và đánh giá mức độ xuất huyết,Phải làm đầy đủ xét nghiệm cao cấp để xác định nguyên nhân sớm,Phải bảo đảm thông khí và thở Oxy nếu cần,Chuyền dung dịch mặn đằng trương để bảo đảm lưu lượng tuần hoàn,c,
noi-hrm-023,noi,Ho ra máu,Hô hấp,Nguyên nhân thường gặp nhất gây ho ra máu ở Việt Nam là:,Viêm phế quản,Áp xe phổi,Lao phổi,Ung thư phổi,Giãn phế quản,c,Lao phổi là nguyên nhân hàng đầu gây ho ra máu tại Việt Nam do tỷ lệ lao cao.
noi-hrm-024,noi,Ho ra máu,Hô hấp,Điều trị hồi sức nếu cần trong xử trí ho ra máu — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-hrm-025,noi,Ho ra máu,Hô hấp,Điều trị ngay nguyên nhân là ưu tiên hàng đầu khi ho ra máu nặng — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-hrm-026,noi,Ho ra máu,Hô hấp,Cần điều trị cả nguyên nhân và triệu chứng của ho ra máu — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-hrm-027,noi,Ho ra máu,Hô hấp,Cần làm đầy đủ các thăm dò chẩn đoán trước khi điều trị ho ra máu nặng — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-hrm-028,noi,Ho ra máu,Hô hấp,Chỉ định dùng thuốc an thần trong cấp cứu ho ra máu là cần thiết — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-hrm-029,noi,Ho ra máu,Hô hấp,Điều trị ho máu: Phải đánh giá đúng tình trạng ho ra máu để có điều trị chính xác — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-hrm-030,noi,Ho ra máu,Hô hấp,Điều trị ho máu: Mọi bệnh nhân ho ra máu phải chuyển đến bệnh viện — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-hrm-031,noi,Ho ra máu,Hô hấp,Điều trị ho máu: Chỉ dùng Morphin khi ho ra máu nặng — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-hrm-032,noi,Ho ra máu,Hô hấp,Điều trị ho máu: Không có chỉ định truyền máu khi ho ra máu do tăng áp động mạch phổi — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-hrm-033,noi,Ho ra máu,Hô hấp,Điều trị ho máu nặng trừ: Thuốc giãn phế quản — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
