id,subject,chapter,group,question,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation
noi-dtd-025,noi,Đái tháo đường,Nội tiết,Bệnh nhân hôn mê do tăng đường huyết,Tiêm insulin nhanh tĩnh mạch,Tiêm insulin tác dụng chậm TM,Tiêm insulin tác dụng nhanh dưới da,Tiêm insulin hốn hợp tiêm bắp,,a,
noi-dtd-026,noi,Đái tháo đường,Nội tiết,Thời gian bắt đầu tác dụng của thuốc,Insulin hỗn hợp tác dụng sau 2h,Insulin nhóm Regular bắt đầu tác dụng sau 30’,NPH bắt đầu TD sau 30p,Insulin nền bắt đầu td sau 10p,,b,NPH: 1-2h Nền: 2-4h
noi-dtd-027,noi,Đái tháo đường,Nội tiết,"Các vị trí có thể tiêm Insulin dưới da, TRỪ:",Vùng mông,Vùng bụng trong vòng bán kính 3 cm xung quanh rốn,Vùng mặt trước ngoài đùi 2 bên,Vùng mặt trước ngoài cánh tay 2 bên,,b,
noi-dtd-028,noi,Đái tháo đường,Nội tiết,Vị trí tiêm Insulin:,"Cánh tay, đùi, mông","Bụng, đùi, mông","Cánh tay, bụng, đùi","Cánh tay, bụng, đùi, mông",,d,
noi-dtd-029,noi,Đái tháo đường,Nội tiết,Khoảng cách giữa 2 mũi tiêm:,3 cm,> 3 cm,4 cm,5 cm,≥ 3 cm,e,
noi-dtd-030,noi,Đái tháo đường,Nội tiết,Khoảng cách tiêm Insulin cách rốn:,≥ 3 cm,≥ 4 cm,≥ 5 cm,≥ 6 cm,,a,
noi-dtd-031,noi,Đái tháo đường,Nội tiết,Dấu hiệu trên lâm sàng chứng tỏ mức kháng insulin cao?,Vòng bụng to,BMI trung bình,Tiểu nhiều,Sút cân nhiều,,a,
noi-dtd-032,noi,Đái tháo đường,Nội tiết,Bút tiêm Insulin loại analog hỗn hợp là: (ko nhớ rõ cái tên đằng sau mỗi loại),Insulatart flexpen,Mixtar,Lantus solostar,Novomix flexpen,,d,(aspart/ protamin) A: NPH
noi-dtd-033,noi,Đái tháo đường,Nội tiết,Insulin nhanh analog có tác dụng:,Đỉnh 1h và kéo dài 3-4h,Đỉnh 1h và kéo dài 5-6h,Đỉnh 30 ph và kéo dài 2-3h,Đỉnh 30 ph và kéo dài 3-4h,,a,
noi-dtd-034,noi,Đái tháo đường,Nội tiết,ĐTĐ đtrị thuốc nào ít gây hạ đường huyết trừ:,Acarbose,TZD,Metformin,Meglitinid,,d,
noi-dtd-035,noi,Đái tháo đường,Nội tiết,Thuốc có td làm hạ HA tâm thu,Metformin,SGLT1,DDP4,SGLT2,,d,
noi-dtd-036,noi,Đái tháo đường,Nội tiết,Thuốc điều trị cho bn đtđ/ suy thận:,Metformin,Sulfonylurea,Insulin,Cả 3,,c,
noi-dtd-037,noi,Đái tháo đường,Nội tiết,Bệnh lý gây mất nước nặng nguy hiểm tính mạng,Đái tháo nhạt,ĐTĐ tăng áp lực thẩm thấu,ĐTĐ nhiễm toan ceton,Cả 3 đáp án,,d,
noi-dtd-038,noi,Đái tháo đường,Nội tiết,"Cấp cứu nội tiết nào gây mất nước, đe dọa tính mạng, trừ",Hôn mê toan ceton,Hôn mê tăng áp lực thẩm thấu,Hôn mê hạ đường huyết,Đái tháo nhạt,,c,
noi-dtd-039,noi,Đái tháo đường,Nội tiết,Bệnh nhân ĐTĐ nên tập thể dục trong,150’/tuần,200’/tuần,300’/tuần,100’/tuần,,a,
noi-dtd-040,noi,Đái tháo đường,Nội tiết,Điều kiện nào sau đây là tốt nhất để làm nghiệm pháp tăng đường máu:,BN có ĐM cao khi đang TBMMN,"BN bị cắt 2/3 dạ dày do loét có ĐM lúc đói 7,3 mmol/l",BN có mẹ bị ĐTĐ hiện ĐM đói là 6.5 mmol/l,BN có đường trong nước tiểu và bị gày sút 10kg trong 3 tháng,,c,
noi-dtd-041,noi,Đái tháo đường,Nội tiết,Nghiệm pháp tăng đường huyết thực hiện tốt nhất trong điều kiện,Không uống đường hấp thu nhanh trước 3 ngày,Hoạt động bình thường trong thời gian làm nghiệm pháp,Chế độ ăn giàu glucid khoảng 200 (không nhớ đơn vị),,,c,3 ngày trc làm NP ăn khẩu phần giàu carb
noi-dtd-042,noi,Đái tháo đường,Nội tiết,Nghiệm pháp tăng đường huyết (hay nghiệm pháp dung nạp glucose) được thực hiện với lượng gluco là:,75gr với 250 -300ml uống trong 5 phút.,50gr với 200ml nước trong 5 phút,25gr với 250-300 uống trong 10p,75gr với 300ml nước trong 10p,,a,
noi-dtd-043,noi,Đái tháo đường,Nội tiết,Biến chứng thần kinh hay gặp nhất trong ĐTĐ:,TK thực vật,TK ngoại vi,TK lớn,,,b,
noi-dtd-044,noi,Đái tháo đường,Nội tiết,Các biến chứng NK thường gặp ở BN ĐTĐ trừ:,Lao phổi,Viêm màng não,NT ngoài da,NT tiết niệu,,b,
noi-dtd-045,noi,Đái tháo đường,Nội tiết,Biến chứng ĐTĐ do mạch máu lớn trừ,Mạch vành,Bệnh mạch máu ngoại vi,Tăng huyết áp,Suy thận,,d,
noi-dtd-046,noi,Đái tháo đường,Nội tiết,"Biến chứng nhiễm trùng răng miệng ở người đái tháo đường, trừ:",Sâu răng,Rụng răng,Viêm lợi,Viêm họng,,d,
noi-dtd-047,noi,Đái tháo đường,Nội tiết,BN ĐTĐ typ 2 mới phát hiện và chưa có BC cần được khám phát hiện BC mắt mỗi năm:,1-3 tháng,3-6 tháng,6-12 tháng,1-2 năm,,c,
noi-dtd-048,noi,Đái tháo đường,Nội tiết,"các BC cấp của ĐTĐ, trừ:",Hạ đường huyết,Nhiễm toan ceton,Hôn mê tăng ALTT,Loét bàn chân,,d,
noi-dtd-049,noi,Đái tháo đường,Nội tiết,Biến chứng mạch lớn trong ĐTĐ?,Tắc mạch não,BC thận,BC mắt,Viêm dây TK,,a,
noi-dtd-050,noi,Đái tháo đường,Nội tiết,Biến chứng mạch máu lớn của ĐTĐ,Biến chứng võng mạc,TMMN,Viêm cầu thận,Đục thủy tinh thể,,b,
noi-dtd-051,noi,Đái tháo đường,Nội tiết,Tổn thương thận trong ĐTĐ?: — Bệnh thận mạn — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-052,noi,Đái tháo đường,Nội tiết,Tổn thương thận trong ĐTĐ?: — Hội chứng thận hư — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-053,noi,Đái tháo đường,Nội tiết,Tổn thương thận trong ĐTĐ?: — Viêm cầu thận — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-dtd-054,noi,Đái tháo đường,Nội tiết,Tổn thương thận trong ĐTĐ?: — Suy thận mạn — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-055,noi,Đái tháo đường,Nội tiết,Biến chứng đầu tiên ở thận:,Microalbumine niệu,Macroalbumin niệu,Creatin,,,a,
noi-dtd-056,noi,Đái tháo đường,Nội tiết,Yếu tố nào ít gợi ý cần tìm biến chứng thận ở người ĐTĐ:,Bệnh nhân tiểu nhiều lần,Bệnh nhân có biến chứng đáy mắt,Bệnh nhân có tăng huyết áp kháng trị,Bệnh nhân kiểm soát đường huyết không tốt,,a,
noi-dtd-057,noi,Đái tháo đường,Nội tiết,"Biến chứng thần kinh tự động của bn ĐTĐ, trừ?",Đờ bàng quang,Tê bì 2 chân,Rối loạn tiêu hóa,Hạ HA tư thế,,b,
noi-dtd-058,noi,Đái tháo đường,Nội tiết,Biến chứng tk tự động trong ĐTĐ trừ:,Hạ HA tư thế,Huyết áp kẹt,Đờ bàng quang,Liệt dạ dày ruột,,b,(hạ HA tư thế)
noi-dtd-059,noi,Đái tháo đường,Nội tiết,Nguy cơ tim mạch của bệnh nhân đái tháo đường tăng gấp bao nhiêu lần?,1.5-2 lần,2-4 lần,5-10 lần,3-6 lần,,b,(slide)
noi-dtd-060,noi,Đái tháo đường,Nội tiết,Yếu tố nào gây bàn chân ĐTĐ:,Bc tk ngoại vi,Bc mạch máu,Nhiễm trùng,Tất,,d,
noi-dtd-061,noi,Đái tháo đường,Nội tiết,BC mắt của DTD — Đục thủy tinh thể — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-062,noi,Đái tháo đường,Nội tiết,BC mắt của DTD — Bệnh võng mạc — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-dtd-063,noi,Đái tháo đường,Nội tiết,BC mắt của DTD — Loét giác mạc — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-dtd-064,noi,Đái tháo đường,Nội tiết,Tiền ĐTĐ theo WHO,Đường huyết đói 5.9,Đường huyết đói 6.5,Đường huyết sau 2h 8.2,Cả B và C,,d,
noi-dtd-065,noi,Đái tháo đường,Nội tiết,Tiền đái tháo đường khi đường huyết đói?,>5.6,>6.1,>6.3,>5.9,,a,(≥)
noi-dtd-066,noi,Đái tháo đường,Nội tiết,TCCĐ ĐTĐ dựa trên đường huyết thời điểm bất kỳ là: ĐH thời điểm bất kỳ >: (mmol/l),10,7,11.1,7.8,,c,
noi-dtd-067,noi,Đái tháo đường,Nội tiết,XNo ĐM lúc đói là XNo máu cách bữa ăn trước đó:,9-14h,6-8h,10-12h,8-9h,,a,
noi-dtd-068,noi,Đái tháo đường,Nội tiết,Mục tiêu đường huyết sau ăn 2h đạt,<10mmol/l,"<7,8mmol/l","<7,2mmol/l",,,a,
noi-dtd-069,noi,Đái tháo đường,Nội tiết,"Mục tiêu điều trị ĐTĐ theo Mỹ, đường huyết lúc đói duy trì trong:","5-7,2","3,9-6,4","3,9-7,2","3,9-7,0",,a,
noi-dtd-070,noi,Đái tháo đường,Nội tiết,Tiêu chuẩn chẩn đoán ĐTĐ dựa vào,HbA1c,Đường huyết lúc đói và/ hoặc đường huyết ngẫu nhiên và/ hoặc NĐTDH,Glucose trong nước tiểu,,,b,
noi-dtd-071,noi,Đái tháo đường,Nội tiết,Chẩn đoán xác định đái tháo đường khi:,Đường máu tăng cao,Đường niệu tăng,"Gầy nhiều, ăn nhiều",,,a,
noi-dtd-072,noi,Đái tháo đường,Nội tiết,Mục đích điều trị huyết áp trên bệnh nhân DTD là,<140/80,<140/90,<130/80,<130/90,,b,
noi-dtd-073,noi,Đái tháo đường,Nội tiết,Mục tiêu huyết áp cho Đái tháo đường chung,130/80,140/90,125/70,120/80,,b,
noi-dtd-074,noi,Đái tháo đường,Nội tiết,Cách sử dụng thuốc viên điều trị ĐTĐ?,Không dùng cho phụ nữ cho con bú,Phối hợp các thuốc khác cơ chế để đạt mục tiêu,Dùng từ liều thấp nhất tăng dần,Tất cả đúng,,d,
noi-dtd-075,noi,Đái tháo đường,Nội tiết,Hba1c làm lại sau bao lâu:,3 tháng,6 tháng,9 tháng,12 tháng,,a,
noi-dtd-076,noi,Đái tháo đường,Nội tiết,Chế độ ăn của BN ĐTĐ ntn cho đúng?,"Ko gây tăng ĐH nhiều sau ăn, hạ ĐH xa bữa ăn",Duy trì cân nặng lý tưởng,"Phù hợp với tập quán, địa dư.",Tất cả đúng,,d,
noi-dtd-077,noi,Đái tháo đường,Nội tiết,Chế độ sinh hoạt ở bệnh nhân ĐTĐ là,Nếu G< 5.5mmol/L thì ăn trước khi tập luyện,Ăn thức ăn giàu carbohydrate trước khi tập luyện,Định lượng đường máu trước và sau tập để điều chỉnh chế độ ăn và tập luyện cho phù hợp,Cả 3 phương án trên,,d,
noi-dtd-078,noi,Đái tháo đường,Nội tiết,Lựa chọn thuốc hàng đầu trong điều trị THA ở bn ĐTĐ,ƯCMC,Chẹn Calci,Chẹn Beta GC,Lợi tiểu,,a,
noi-dtd-079,noi,Đái tháo đường,Nội tiết,"Điều trị biến chứng hôn mê tăng áp lực thẩm thấu do đái tháo đường, trừ:",Hạ đường huyết xuống < 7.8mmol/l càng sớm càng tốt,Khuyến cáo nên dùng chống đông,Bù đủ Kali trước khi truyền insulin,Bù đủ khối lượng tuần hoàn bằng dung dịch đẳng trương hoặc nhược trương,,a,
noi-dtd-080,noi,Đái tháo đường,Nội tiết,"Bệnh nhân đái tháo đường bị hạ đường huyết nặng, lơ mơ nên xử trí ngay bằng:",Đổ nước đường vào miệng cho bệnh nhân uống nếu không có Glucose tiêm truyền tĩnh mạch trong khi chuyển bệnh nhân,Cho bệnh nhân ăn hoặc uống sữa ngay,Chuyển ngay lên tuyến trên,Tiêm tĩnh mạch Glucose ưu trương và lặp lại nếu đường huyết vẫn thấp,,d,
noi-dtd-081,noi,Đái tháo đường,Nội tiết,"Các xét nghiệm máu cần theo dõi thường xuyên ở bệnh nhân đái tháo đường, TRỪ:",Đường máu tĩnh mạch,Creatinin máu,Siêu âm ổ bụng,Điện tâm đồ,,c,
noi-dtd-082,noi,Đái tháo đường,Nội tiết,Đái tháo đường là:,Tăng đường huyết mạn tính,"Rối loạn chuyển hóa Carbonhydrate, chất béo, protein do thiếu Insulin có hoặc không kháng Insulin","Tăng đường huyết mạn tính và rối loạn chuyển hóa Carbonhydrate, chất béo do thiếu Insulin","A, B","A, C",d,
noi-dtd-083,noi,Đái tháo đường,Nội tiết,Các loại đái tháo đường:,ĐTĐ typ I,ĐTĐ typ II,"ĐTĐ thai kỳ, ĐTĐ tự phát",Tất cả,,d,
noi-dtd-084,noi,Đái tháo đường,Nội tiết,Triệu chứng của ĐTĐ typ II:,Khát nhiều,Đái nhiều,Gầy sút cân,Mệt nhiều,Tất cả,e,
noi-dtd-085,noi,Đái tháo đường,Nội tiết,Biến chứng của ĐTĐ:,Nhìn mờ,Dễ bị nhiễm khuẩn,Tê bì chân tay,Các vết thương chậm liền,Tất cả,e,
noi-dtd-086,noi,Đái tháo đường,Nội tiết,Các bệnh hay đi kèm với ĐTĐ trừ:,Tăng Insulin máu,RL lipid máu,Tăng HA,Viêm cầu thận,RL đông máu,d,
noi-dtd-087,noi,Đái tháo đường,Nội tiết,Phương pháp điều trị ĐTĐ:,Bắt buộc tiêm Insulin ngay từ đầu,Chế độ ăn và vận động là cơ bản,Thuốc hạ đường huyết và Insulin,Thuốc hạ đường huyết,,b,
noi-dtd-088,noi,Đái tháo đường,Nội tiết,Phương pháp điều trị ĐTĐ typ I:,Bắt buộc tiêm Insulin ngay từ đầu,Thuốc hạ đường huyết và Insulin,Chế độ ăn và vận động,"Chế độ ăn và vận động là cơ bản, nếu không hiệu quả kết hợp thuốc hạ đường huyết và Insulin",,a,
noi-dtd-089,noi,Đái tháo đường,Nội tiết,Các triệu chứng của hạ đường máu:,"Đói, đau đầu","Vã mồ hôi, đánh trống ngực, run","Lẫn lộn, nói khó, kích thích",Tất cả,,d,
noi-dtd-090,noi,Đái tháo đường,Nội tiết,Các lý do khiến bệnh nhân ĐTĐ không kiểm soát tốt đường máu:,Bệnh nhân không biết mục tiêu điều trị,Bệnh nhân không biết theo dõi đường huyết thường xuyên,"Chế độ ăn, điều trị quá phức tạp, quá đắt",Tất cả,,d,
noi-dtd-091,noi,Đái tháo đường,Nội tiết,Chẩn đoán BN bị ĐTĐ trong TH:,"Đường huyết trước ăn sáng: 7, HbA1C: 6.4",Đường huyết sau 2h làm nghiệm pháp tăng đường huyết: 11,Đường huyết bất kì: 11,Đường huyết trước ăn sáng??,,b,
noi-dtd-092,noi,Đái tháo đường,Nội tiết,BN ĐTĐ type I điều trị bằng:,Chế độ ăn hợp lý,Chế độ ăn hợp lý + Insulin,Insulin + thuốc hạ đường huyết,Chế độ ăn hợp lý + Insulin + thuốc hạ đường huyết,,b,
noi-dtd-093,noi,Đái tháo đường,Nội tiết,Thuốc điều trị ĐTĐ type 2,Sulfonylurea,BIaguanid,Insulin,Cả 3,,d,
noi-dtd-094,noi,Đái tháo đường,Nội tiết,"Bn tiền sử ĐTĐ 10 năm, 1 tuần nay xuất hiện sốt cao 39-40 độ, ăn uống kém, khám thấy gan to 3cm DBS, siêu âm có nhiều ổ giảm âm. BN này được chẩn đoán:",Áp-xe gan do vi khuẩn,Áp-xe gan do amip,Ung thư gan,Nang gan,,a,
noi-dtd-095,noi,Đái tháo đường,Nội tiết,"BN nam, 52t, BMI 22, vòng bụng 98, tiền sử khỏe mạnh, có mẹ chết vì ĐTĐ năm ngoái (78 tuổi). BN mới được chẩn đoán ĐTĐ gần đây. Hiện tại, BN tê bì ngón chân, xuất hiện chai chân BN này khả năng là ĐTĐ loại nào?",Typ I,Typ II,,,,b,
noi-dtd-096,noi,Đái tháo đường,Nội tiết,"BN nam, 52t, BMI 22, vòng bụng 98, tiền sử khỏe mạnh, có mẹ chết vì ĐTĐ năm ngoái (78 tuổi). BN mới được chẩn đoán ĐTĐ gần đây. Hiện tại, BN tê bì ngón chân, xuất hiện chai chân Biến chứng xuất hiện ở BN này là",BC mạch ngoại vi,BC thần kinh ngoại vi,,,,b,
noi-dtd-097,noi,Đái tháo đường,Nội tiết,"Bệnh nhân ĐTĐ typ I 28t, có ho khan 2 ngày cảm cúm sốt 38 độ, có thể dẫn đến biến chứng nào sau đây",Hôn mê do tăng áp lực thẩm thấu,Hôn mê do nhiễm toan ceton,Hôn mê do nhiễm toan lactic,Hạ đường huyết,Sốc nhiễm trùng,b,
noi-dtd-098,noi,Đái tháo đường,Nội tiết,"Một người phụ nữ trung niên, đường máu lúc đói là 1.28 g/l (7,1mmol/l). Làm nghiệm pháp tăng đường huyết, đường máu tại thời điểm làm nghiệm pháp 1,35 g/l (7,5mmol/l), đường máu sau 120 phút 11.5 mmol/l. Nhận định BN này là:",Chắc chắn bệnh nhân này bị ĐTĐ,Cần làm lại NP tăng đường huyết,Rối loạn dung nạp Glucose,,,a,
noi-dtd-099,noi,Đái tháo đường,Nội tiết,"Bệnh nhân Nam 43 tuổi, tiền sử đái tháo đường typ 2 đã điều trị thuốc viên 5 năm, khám định kì 3 tháng/ lần. So với lần khám trước, lần khám này bệnh nhân phát hiện HA 2 tay 145/90 mmHg, M 80l/p. Cần làm gì:",Tư vấn thay đổi lối sống và khám lại sau 1 tháng,Dùng thuốc ức chế men chuyển,Đeo holter 24h,"Tư vấn thay đổi lối sống, dùng thuốc hạ áp",,d,
noi-dtd-100,noi,Đái tháo đường,Nội tiết,"Bệnh nhân Nam 43 tuổi, tiền sử đái tháo đường typ 2 đã điều trị thuốc viên 5 năm, khám định kì 3 tháng/ lần. So với lần khám trước, lần khám này bệnh nhân phát hiện HA 2 tay 145/90 mmHg, M 80l/p. Mục tiêu điều trị huyết áp ở bệnh nhân này là",135/90 mmHg,135/85 mmHg,140/90 mmHg,140/85 mmHg,,c,
noi-dtd-101,noi,Đái tháo đường,Nội tiết,"Bệnh nhân Nam 43 tuổi, tiền sử đái tháo đường typ 2 đã điều trị thuốc viên 5 năm, khám định kì 3 tháng/ lần. So với lần khám trước, lần khám này bệnh nhân phát hiện HA 2 tay 145/90 mmHg, M 80l/p. Lựa chọn thuốc hạ áp ở bệnh nhân này nhằm mục đích:",Giảm nguy cơ mạch máu lớn và mạch máu nhỏ,Hạ huyết áp đến dưới con số mục tiêu,Tăng tuân thủ điều trị,Tránh tác dụng không mong muốn của thuốc,,a,
noi-dtd-102,noi,Đái tháo đường,Nội tiết,"Bệnh nhân nữ đái tháo đường typ 2, thừa cân, rối loạn lipid máu. Ưu tiên điều trị thuốc:",Sulfonylurea,Metformin,Meglitinide,Acarbose,,b,
noi-dtd-103,noi,Đái tháo đường,Nội tiết,"Bệnh nhân nữ đái tháo đường typ 2, thừa cân, rối loạn lipid máu. Cần sàng lọc biến chứng gì cho bệnh nhân:",Biến chứng mắt,Biến chứng mạch máu lớn,Biến chứng thần kinh ngoại biên,Cả 3 đáp án,,d,
noi-dtd-104,noi,Đái tháo đường,Nội tiết,"Bệnh nhân nữ đái tháo đường typ 2, thừa cân, rối loạn lipid máu. Nếu bệnh nhân không có yếu tố nguy cơ tim mạch nào, khuyên bệnh nhân:","Kiểm soát đường huyết, huyết áp, lipid máu","Điều trị chống ngưng tập tiểu cầu, kiểm soát đường huyết, huyết áp, lipid máu","Thay đổi lối sống, kiểm soát đường huyết, huyết áp, lipid máu","Thay đổi lối sống, điều trị chống ngưng tập tiểu cầu, kiểm soát đường huyết, huyết áp, lipid máu",,c,
noi-dtd-105,noi,Đái tháo đường,Nội tiết,Loại insulin nền sử dụng được cho phụ nữ có thai:,Glargine,Degludec,Levemir,Cả ba đáp án trên,,c,
noi-dtd-106,noi,Đái tháo đường,Nội tiết,Trường hợp nào sau đây có chỉ định làm NP tăng đường huyết?,Đường huyết lúc đói > 7 mmol/l,"Đường huyết lúc đói < 5,6 mmol/l","Đường huyết lúc đói < 5,6 mmol/l và có đường niệu",Đường huyết lúc đói > 7 mmol/l và tiền sử gia đình có người bị ĐTĐ,,c,
noi-dtd-107,noi,Đái tháo đường,Nội tiết,Xét nghiệm tốt nhất để tầm soát biến chứng thận ở BN đái tháo đường:,Microalbumin niệu,Siêu âm thận,"Calci, phospho, PTH",Tỷ số albumin niệu/creatinin niệu (ACR),,d,
noi-dtd-108,noi,Đái tháo đường,Nội tiết,"Bệnh nhân có tiền sử ĐTĐ typ II 5 năm, đo HA 2 tay 140/95 mmHg. Mục tiêu kiểm soát HA ở bệnh nhân này là bao nhiêu:",130/80 mmHg,135/85 mmHg,140/90 mmHg,140/85 mmHg,,c,(chưa có tổn thương thận)
noi-dtd-109,noi,Đái tháo đường,Nội tiết,"Một người đàn ông 45 tuổi, tiền sử không có gì đặc biệt đi khám sức khỏe định kì phát hiện đường máu lúc đói là 6.8 mmol/l. Chẩn đoán đặt ra?",Tăng đường máu đói,Tiền đái tháo đường,Rối loạn dung nạp đường máu,Đái thao đường,,a,
