id,subject,chapter,group,case_stem,image,question,option_a,option_b,option_c,option_d,option_e,option_f,correct_answer,explanation
ngoai-00016,ngoai,Chảy máu trong ổ bụng,Tiêu hóa,,,Biểu hiện chướng bụng trong hội chứng chảy máu ổ bụng ở ngày thứ hai thường do nguyên nhân nào gây ra?,Thủng tạng rỗng kèm theo giải phóng khí,Tình trạng liệt ruột cơ năng do phúc mạc bị kích thích bởi máu,Khối lượng cục máu đông quá lớn chiếm hết thể tích ổ bụng,Tắc ruột do cục máu đông chui vào lòng ruột,,,b,"Máu nằm trong ổ bụng gây kích thích màng bụng, dẫn đến phản xạ ức chế nhu động ruột (liệt ruột cơ năng), làm khí và dịch ứ đọng gây chướng bụng âm ỉ."
ngoai-00017,ngoai,Chảy máu trong ổ bụng,Tiêu hóa,,,Cơ chế nào giải thích tình trạng nhịp tim chậm một cách nghịch lý ở một số ít bệnh nhân có tràn máu ổ bụng lượng rất lớn và nhanh?,Máu hấp thu vào tuần hoàn làm giảm nhịp tim,"Máu tràn ngập nhanh gây căng giãn phúc mạc, kích thích phản xạ phế vị quá mức",Rối loạn toan kiềm ức chế nút xoang,Bệnh nhân bị nhồi máu cơ tim đi kèm,,,b,"Máu chảy quá nhanh và nhiều gây căng giãn phúc mạc đột ngột có thể kích thích mạnh dây thần kinh X (phế vị), lấn át hệ giao cảm gây ra nhịp chậm nghịch lý, đây là dấu hiệu tiên lượng rất nặng."
ngoai-00018,ngoai,Chảy máu trong ổ bụng,Tiêu hóa,,,Khám lâm sàng túi cùng Douglas phồng và đau chói (tiếng kêu Douglas) trong chảy máu trong ổ bụng phản ánh cơ chế vật lý nào?,Máu kích thích trực tiếp cơ thắt hậu môn,Túi cùng Douglas là điểm thấp nhất của ổ bụng nên máu tự do luôn chảy dồn về đây và kích thích phúc mạc vùng chậu,Máu làm viêm niêm mạc trực tràng,Cục máu đông chèn ép vào bàng quang,,,b,"Theo trọng lực, máu lỏng trong ổ bụng sẽ đọng lại ở vị trí thấp nhất (túi cùng Douglas). Khi thăm trực tràng chạm vào lớp phúc mạc đang bị viêm kích thích này sẽ gây đau chói."
ngoai-00019,ngoai,Chảy máu trong ổ bụng,Tiêu hóa,,,Sự xuất hiện của các mảng bầm tím quanh rốn (dấu hiệu Cullen) báo hiệu tình trạng sinh lý bệnh nào?,Chảy máu tụ dưới da thành bụng đơn thuần do bầm dập,Máu từ trong khoang phúc mạc lan theo dọc dây chằng tròn gan thấm ra tổ chức dưới da vùng rốn,Tắc tĩnh mạch rốn do huyết khối,,,,b,"Dấu hiệu Cullen (tím quanh rốn) hay Grey Turner (tím mạn sườn) là những dấu chỉ muộn của tình trạng tràn máu ổ bụng lớn hoặc chảy máu sau phúc mạc, máu ngấm qua lớp mô liên kết ra da. D. Nhiễm trùng rốn cấp tính"
ngoai-00020,ngoai,Chảy máu trong ổ bụng,Tiêu hóa,,,Triệu chứng cơ năng nào xuất hiện sớm nhất và luôn luôn có mặt ở bệnh nhân chảy máu trong ổ bụng do chấn thương?,Nôn ra máu đỏ tươi,Đau bụng liên tục,Bí tiểu tiện,Sốt cao rét run,,,b,"Đau bụng là triệu chứng đầu tiên. Ban đầu đau khu trú ở tạng bị vỡ (VD: hạ sườn phải nếu vỡ gan), sau đó máu chảy lan ra toàn bụng gây đau lan tỏa liên tục."
ngoai-00021,ngoai,Chảy máu trong ổ bụng,Tiêu hóa,,,Sự khác biệt quan trọng nhất khi sờ nắn thành bụng giữa hội chứng chảy máu trong và hội chứng viêm phúc mạc toàn thể do thủng tạng rỗng là gì?,Chảy máu trong không bao giờ có phản ứng thành bụng,"Viêm phúc mạc có dấu hiệu gõ đục vùng thấp, chảy máu trong gõ vang","Chảy máu trong bụng thường mềm hoặc chỉ có phản ứng thành bụng, viêm phúc mạc thường có co cứng thành bụng liên tục như gỗ",Chảy máu trong luôn sờ thấy khối u đập theo nhịp tim,,,c,"Máu là chất kích thích hóa học nhẹ hơn rất nhiều so với dịch dạ dày hay phân, do đó trong chảy máu ổ bụng, thành bụng có sự chống đối khi ấn (phản ứng thành bụng) nhưng hiếm khi co cứng co thắt liên tục như gỗ."
ngoai-00022,ngoai,Chảy máu trong ổ bụng,Tiêu hóa,,,"Biểu hiện lâm sàng của ""Sốc mất máu"" trong hội chứng chảy máu trong KHÔNG bao gồm dấu hiệu nào sau đây?","Mạch nhanh, nhỏ, khó bắt","Huyết áp tụt, kẹt","Da xanh, niêm mạc nhợt nhạt, vã mồ hôi lạnh",Sốt cao 39 độ C kèm rét run,,,d,"Sốt cao là dấu hiệu của hội chứng nhiễm trùng nhiễm độc. Trong sốc mất máu cấp do chảy máu trong, bệnh nhân mất nhiệt nên nhiệt độ thường bình thường hoặc hạ thấp."
ngoai-00023,ngoai,Chảy máu trong ổ bụng,Tiêu hóa,,,Dấu hiệu gõ đục vùng thấp ở hai hố chậu thay đổi theo tư thế nằm nghiêng phản ánh tình trạng nào?,Bàng quang cầu căng đầy nước tiểu,Có dịch lỏng (máu) di chuyển tự do trong khoang phúc mạc,Tắc ruột chứa nhiều dịch phân,Tụ máu sau phúc mạc cố định,,,b,"Dịch lỏng sẽ chảy theo trọng lực. Khi nằm ngửa gõ đục hai hố chậu, khi nghiêng sang một bên thì bên cao gõ vang, bên thấp gõ đục rõ hơn. Đây là dấu hiệu lâm sàng kinh điển khẳng định có dịch tự do ổ bụng."
ngoai-00024,ngoai,Chảy máu trong ổ bụng,Tiêu hóa,,,"Một nam thanh niên vào viện sau tai nạn giao thông 1 giờ, HA 80/50 mmHg, Mạch 120 l/p, đau hạ sườn trái, gãy xương sườn 9-10 bên trái. Tổn thương tạng nào được nghĩ tới nhiều nhất?",Vỡ gan,Vỡ tụy,Vỡ lách,Vỡ bàng quang,,,c,"Bệnh cảnh sốc chấn thương, đau hạ sườn trái kèm gãy các xương sườn thấp bên trái (nơi che phủ lách) là dấu chỉ kinh điển của vỡ lách gây chảy máu trong."
ngoai-00025,ngoai,Chảy máu trong ổ bụng,Tiêu hóa,,,Tam chứng vỡ phình động mạch chủ bụng bao gồm các triệu chứng kinh điển nào?,"Đau bụng/thắt lưng đột ngột dữ dội, Khối ở bụng đập theo nhịp tim, Tụt huyết áp","Đau bụng quặn, Nôn, Bí trung đại tiện","Đau hạ sườn phải, Sốt, Vàng da","Da xanh, Tim đập nhanh, Sốt nhẹ về chiều",,,a,"Đây là cấp cứu mạch máu khẩn cấp. Máu vỡ từ phình động mạch xé rách lớp sau phúc mạc hoặc vỡ thẳng vào ổ bụng gây đau chói lói, sờ thấy khối phình đập và sốc mất máu tức thì."
ngoai-00026,ngoai,Chảy máu trong ổ bụng,Tiêu hóa,,,"Ở một bệnh nhân nghi ngờ vỡ gan sau ngã giàn giáo, nhịp thở 28 lần/phút nông, bệnh nhân có xu hướng nằm im không dám cử động. Tại sao?",Vì tổn thương tủy sống cổ,Vì nhịp thở sâu và cử động sẽ làm thành bụng cọ xát với lá phúc mạc đang bị máu kích thích gây đau tăng,Vì liệt cơ hoành,Vì sợ gãy thêm xương,,,b,Máu kích thích màng bụng tạo ra tình trạng viêm phúc mạc vô khuẩn. Bất kỳ cử động nào làm thay đổi áp lực ổ bụng hay ma sát các tạng đều gây đau chói (dấu hiệu giảm vận động thành bụng).
ngoai-00027,ngoai,Chảy máu trong ổ bụng,Tiêu hóa,,,"Nữ bệnh nhân 25 tuổi, trễ kinh 2 tuần, đột ngột đau chói hố chậu phải lan khắp bụng, mạch 110 l/p, huyết áp 90/60 mmHg. Chẩn đoán lâm sàng ưu tiên hàng đầu là gì?",Viêm ruột thừa cấp,Chửa ngoài tử cung vỡ,Cơn đau quặn thận phải,Viêm phần phụ,,,b,Phụ nữ tuổi sinh đẻ có dấu hiệu mang thai (trễ kinh) + đau chói bụng + sốc mất máu là bệnh cảnh đặc trưng của vỡ khối chửa ngoài tử cung. Đây là phản xạ bắt buộc phải có để cứu sống người bệnh.
ngoai-00028,ngoai,Chảy máu trong ổ bụng,Tiêu hóa,,,"Khi khám lâm sàng hội chứng chảy máu trong, thao tác nào KHÔNG ĐƯỢC làm quá mạnh bạo ở vùng tạng nghi ngờ bị vỡ (ví dụ hạ sườn phải khi nghi vỡ gan)?",Nhìn di động thành bụng,Sờ nắn mạnh sâu để tìm điểm đau khu trú,Nghe nhu động ruột,Bắt mạch bẹn,,,b,"Sờ nắn quá mạnh ở vùng tạng đang tổn thương (nhất là gan, lách) có thể làm bật cục máu đông đang cầm máu tạm thời, khiến máu chảy ồ ạt trở lại gây sốc nặng hơn."
ngoai-00029,ngoai,Chảy máu trong ổ bụng,Tiêu hóa,,,"""Khoảng tỉnh"" trong chấn thương vỡ tạng đặc thì 2 là gì?",Thời gian bệnh nhân tỉnh táo giữa hai cơn động kinh,Thời gian từ lúc bị chấn thương đau nhẹ đến khi bao tạng vỡ tung gây sốc mất máu đột ngột,Thời gian tác dụng của thuốc giảm đau,Khoảng thời gian không có nhu động ruột trên lâm sàng,,,b,"Giống như tụ máu ngoài màng cứng ở não, tụ máu dưới bao gan/lách tạo ra một giai đoạn huyết động ổn định, bụng đau ít (khoảng tỉnh). Khi bao quá sức chứa vỡ ra, bệnh nhân đột ngột rơi vào sốc."
ngoai-00030,ngoai,Chảy máu trong ổ bụng,Tiêu hóa,,,Sự xuất hiện của khối máu tụ quanh rốn và mạn sườn sau chấn thương chậu hông mạnh có giá trị lâm sàng phân biệt gì?,Chắc chắn là vỡ bàng quang trong phúc mạc,"Gợi ý có tụ máu khoang sau phúc mạc rất lớn, đang ngấm ra trước",Chỉ điểm tình trạng hoại tử ruột non,Dấu hiệu chắc chắn của vỡ lách độ 5,,,b,Chấn thương khung chậu hoặc vỡ tụy/thận gây tụ máu lớn sau phúc mạc. Máu lan theo các lớp mô liên kết dưới phúc mạc vòng ra phía trước thành bụng tạo các mảng bầm tím quanh rốn hoặc hông.
ngoai-00031,ngoai,Chảy máu trong ổ bụng,Tiêu hóa,,,"Trong bối cảnh cấp cứu chấn thương, mục tiêu ưu tiên nhất của Siêu âm FAST (Focused Assessment with Sonography for Trauma) là gì?",Xác định chính xác đường rách của gan và lách,Đánh giá nhu động ruột non,"Phát hiện nhanh dịch tự do (máu) ở 4 khoang màng ngoài tim, khoang gan thận, khoang lách thận và tiểu khung",Tìm sỏi túi mật đi kèm,,,c,"FAST không chẩn đoán chính xác tổn thương tạng mà nhằm trả lời câu hỏi: ""Có dịch tự do hay không?"". Nó được thực hiện tại giường cấp cứu trong vòng 2-3 phút để phân loại bệnh nhân sốc."
ngoai-00032,ngoai,Chảy máu trong ổ bụng,Tiêu hóa,,,"Trên siêu âm bệnh nhân nằm ngửa, vị trí nào trong ổ bụng thường phát hiện dịch tự do sớm nhất?",Khoang màng phổi trái,Túi cùng Douglas (ở nữ) hoặc khoang túi tinh trực tràng (ở nam),Khoang Morison (ngách gan - thận phải),,,,c,"Mặc dù túi cùng Douglas là thấp nhất, nhưng khoang Morison là khoang thấp nhất ở tầng trên mạc treo đại tràng ngang. Máu từ gan, lách chảy ra thường đọng lại ở khoang Morison đầu tiên khi bệnh nhân nằm ngửa. D. Rãnh đại tràng trái"
ngoai-00033,ngoai,Chảy máu trong ổ bụng,Tiêu hóa,,,Lượng dịch máu tự do tối thiểu trong ổ bụng để Siêu âm FAST có thể phát hiện được là khoảng bao nhiêu?,10 - 20 ml,50 - 100 ml,200 - 250 ml,Trên 1000 ml,,,c,Siêu âm khá nhạy nhưng cần một lượng dịch tối thiểu khoảng 200-250 ml tụ lại thành lớp mỏng ở các ngách thì mới quan sát được vùng trống âm. Dưới mức này siêu âm có thể âm tính giả.
ngoai-00034,ngoai,Chảy máu trong ổ bụng,Tiêu hóa,,,"Phương tiện chẩn đoán hình ảnh nào được coi là ""tiêu chuẩn vàng"" để phân độ tổn thương tạng đặc và lập kế hoạch điều trị ở bệnh nhân có huyết động ỔN ĐỊNH?",X-quang bụng không chuẩn bị,Siêu âm ổ bụng,Chụp cắt lớp vi tính (CT scanner) ổ bụng có tiêm thuốc cản quang,Chụp cộng hưởng từ (MRI),,,c,"CT có tiêm thuốc cản quang tái tạo 3D cho biết chính xác độ rách nhu mô, tổn thương mạch máu (có thoát thuốc hay không) và đo lượng dịch ổ bụng, là cơ sở để quyết định mổ hay điều trị nội khoa bảo tồn. ATLS."
ngoai-00035,ngoai,Chảy máu trong ổ bụng,Tiêu hóa,,,"Dấu hiệu ""thoát thuốc cản quang"" (Contrast blush) trên phim CT ổ bụng thì động mạch có ý nghĩa sống còn gì?",Bệnh nhân bị dị ứng thuốc cản quang,Khẳng định tạng bị tổn thương đã tự cầm máu an toàn,Có điểm đang chảy máu động mạch đang hoạt động (active bleeding) vào ổ bụng,Khẳng định có hoại tử nhu mô gan,,,c,"Thoát thuốc thì động mạch là điểm trắng sáng của thuốc cản quang phun ra ngoài thành mạch. Đây là bằng chứng chảy máu hoạt động, thường là chỉ định mổ mở hoặc can thiệp nút mạch (TAE) cấp cứu. Ý phải nhớ: Blush thuốc = Đang chảy máu cấp."
ngoai-00036,ngoai,Chảy máu trong ổ bụng,Tiêu hóa,,,"Theo bảng phân độ chấn thương lách của AAST (Hiệp hội Phẫu thuật Chấn thương Hoa Kỳ), vỡ lách độ III được mô tả như thế nào?",Tụ máu dưới bao < 10% diện tích bề mặt,Rách bao lách sâu < 1cm,Vết rách nhu mô sâu > 3cm hoặc liên quan đến cột bè mạch máu,Vỡ lách làm lách đứt rời hoàn toàn khỏi cuống,,,c,"Độ III là tổn thương trung bình nặng, rách sâu quá 3cm vào nhu mô. Các độ được tính dựa trên độ sâu vết rách, kích thước khối máu tụ và tổn thương mạch máu rốn lách."
ngoai-00037,ngoai,Chảy máu trong ổ bụng,Tiêu hóa,,,Thủ thuật Chọc rửa ổ bụng (Diagnostic Peritoneal Lavage - DPL) được đánh giá là DƯƠNG TÍNH khi số lượng hồng cầu trong dịch rửa đạt mức nào?,> 10.000 hồng cầu / mm3,> 100.000 hồng cầu / mm3,> 500.000 hồng cầu / mm3,> 1.000.000 hồng cầu / mm3,,,b,"Tiêu chuẩn kinh điển để chẩn đoán xác định có tổn thương tạng rỉ máu qua DPL là > 100.000 hồng cầu/mm3, > 500 bạch cầu/mm3 hoặc có dịch mật/phân. Hiện nay DPL ít dùng do đã có siêu âm FAST và CT."
ngoai-00038,ngoai,Chảy máu trong ổ bụng,Tiêu hóa,,,Vai trò chính yếu của xét nghiệm định lượng Hemoglobin và Hematocrit trong chấn thương bụng có chảy máu trong là gì?,Quyết định loại máu cần truyền,Chẩn đoán sớm ngay giờ đầu tiên sau tai nạn,Chẩn đoán phân biệt với viêm tụy cấp,Đánh giá động học sự mất máu và hiệu quả của hồi sức thông qua việc làm lại xét nghiệm nhiều lần,,,d,"Dù giá trị bình thường ở thì đầu, việc theo dõi sự sụt giảm Hb/Hct liên tục (ví dụ mỗi 4-6 giờ) là thước đo độ mất máu đang tiếp diễn và quyết định khi nào truyền máu hoặc phải mang đi mổ."
ngoai-00039,ngoai,Chảy máu trong ổ bụng,Tiêu hóa,,,"Trên phim X-quang bụng đứng không chuẩn bị ở bệnh nhân vỡ lách nhiều máu, dấu hiệu nào có thể thấy?",Liềm hơi dưới vòm hoành trái,"Bóng lách to, dạ dày bị đẩy sang phải, mờ vùng thấp và mất bóng bờ ngoài cơ thắt lưng chậu bên trái",Mức nước mức hơi rõ rệt vùng hố chậu trái,,,,b,"Máu và cục máu tụ quanh lách làm mờ vùng bờ cơ thắt lưng chậu (Psoas shadow), đẩy dạ dày và góc đại tràng lách vào trong. Dấu hiệu này kinh điển nhưng độ nhạy thấp so với CT. D. Khí trong đường mật tự nhiên"
ngoai-00040,ngoai,Chảy máu trong ổ bụng,Tiêu hóa,,,Cận lâm sàng nào BẮT BUỘC trước khi đưa bệnh nhân có hội chứng chảy máu trong lên phòng mổ mở bụng cấp cứu?,Chụp MRI ổ bụng để đánh giá chi tiết,Nội soi dạ dày cầm máu,"Nhóm máu hệ ABO, Rh và phản ứng chéo",Sinh thiết gan qua da,,,c,"Đối diện với sốc mất máu cần mổ, việc bắt buộc và ưu tiên tối thượng bên cạnh siêu âm FAST là lấy máu định nhóm để truyền máu khẩn cấp cứu sống bệnh nhân, mọi CĐHA sâu hơn (CT/MRI) đều phải bỏ qua."
ngoai-00041,ngoai,Chảy máu trong ổ bụng,Tiêu hóa,,,Mục tiêu tối thượng của hồi sức huyết động học trong bối cảnh đang chảy máu ổ bụng chưa được cầm (ví dụ vỡ gan chưa mổ) là gì?,Truyền dịch nâng huyết áp lên mức bình thường (120/80 mmHg) càng nhanh càng tốt,Hồi sức huyết áp thấp (Permissive hypotension) duy trì HATT khoảng 80-90 mmHg để giữ cục máu đông không bị bật ra,Dùng vận mạch liều cao ngay lập tức để co mạch,Truyền máu hoàn toàn không dùng dịch tinh thể,,,b,"Nâng huyết áp quá cao khi chưa khâu được mạch máu sẽ làm bật cục máu đông tự nhiên, khiến máu chảy ồ ạt hơn và hòa loãng yếu tố đông máu. Duy trì HA tâm thu 80- 90mmHg đủ nuôi não, thận là chuẩn mực ATLS mới. Ý phải nhớ: Hồi sức huyết áp thấp chờ mổ."
ngoai-00042,ngoai,Chảy máu trong ổ bụng,Tiêu hóa,,,"Bệnh nhân sốc chấn thương do vỡ lách độ 4, huyết áp 70/40. Lựa chọn dung dịch hồi sức ban đầu theo phác đồ cấp cứu chấn thương (ATLS) là gì?",Dịch Glucose 5%,Dung dịch Albumin 20%,Dung dịch tinh thể đẳng trương hâm ấm (Ringer Lactat hoặc NaCl 0.9%),Nước cất pha tiêm,,,c,"Dịch tinh thể đẳng trương được truyền ấm (bolus 1-2 lít ở người lớn) là lựa chọn đầu tay lấp đầy khoang nội mạch nhanh chóng, trước khi có máu tương thích để truyền. Glucose 5% là dịch nhược trương sẽ thoát ra gian bào không giữ được huyết áp."
ngoai-00043,ngoai,Chảy máu trong ổ bụng,Tiêu hóa,,,Chỉ định MỔ CẤP CỨU TUYỆT ĐỐI không bàn cãi ở bệnh nhân chấn thương tạng đặc là gì?,Bệnh nhân có vết rách gan sâu > 5 cm trên CT scanner nhưng huyết động ổn định,"Huyết động không ổn định (sốc, huyết áp tụt) không đáp ứng hoặc đáp ứng thoáng qua với hồi sức dịch truyền ồ ạt",Bệnh nhân bị gãy thêm xương đùi 2 bên,Có men gan AST/ALT tăng trên 1000 U/L,,,b,"Huyết động (Hemodynamic status) là yếu tố quyết định. Dù tổn thương hình thái trên CT nhẹ hay nặng, nếu có bằng chứng máu đang chảy ồ ạt gây tụt HA không bù được thì phải mở bụng cầm máu ngay lập tức."
ngoai-00044,ngoai,Chảy máu trong ổ bụng,Tiêu hóa,,,Điều kiện tiên quyết và quan trọng nhất để quyết định ĐIỀU TRỊ BẢO TỒN (Không mổ) một trường hợp vỡ gan hoặc vỡ lách là gì?,Tổn thương dưới độ III theo AAST,Tuổi bệnh nhân dưới 40,Bệnh nhân có huyết động ổn định (có hoặc không cần hồi sức lượng ít ban đầu) và không có tổn thương tạng rỗng phối hợp cần mổ,Bệnh nhân không có biểu hiện đau bụng,,,c,"Trái tim của điều trị bảo tồn (NOM - Non-operative management) là sự ổn định của sinh hiệu. Nếu HA ổn định, mạch giảm, không có dấu hiệu viêm phúc mạc do thủng ruột thì có thể theo dõi sát mà không cần mổ."
ngoai-00045,ngoai,Chảy máu trong ổ bụng,Tiêu hóa,,,Phương pháp Nút mạch bằng điện quang can thiệp (TAE - Transarterial Embolization) trong chảy máu tạng đặc ưu tiên áp dụng cho đối tượng nào?,"Bệnh nhân đang sốc nặng, ngừng tim trên bàn cấp cứu",Bệnh nhân huyết động tương đối ổn định nhưng CT có hình ảnh thoát thuốc cản quang (blush) thì động mạch,Bệnh nhân bị vỡ vụn lách đứt cuống lách,Bệnh nhân vỡ gan tĩnh mạch lớn,,,b,"TAE là thủ thuật xâm lấn tối thiểu, luồn ống thông bơm vật liệu tắc mạch vào nhánh ĐM đang chảy. Chỉ làm được ở phòng can thiệp khi bệnh nhân không sốc trụy. Cứu được tạng mà không cần mổ hở."
ngoai-00046,ngoai,Chảy máu trong ổ bụng,Tiêu hóa,,,"Trong lúc mổ cấp cứu vỡ gan ồ ạt, nghiệm pháp Pringle (kẹp cuống gan) có ý nghĩa gì?",Chặn đường lưu thông của đường mật vào tá tràng,Cầm máu tạm thời do khóa động mạch gan và tĩnh mạch cửa để nhìn rõ diện vỡ xử lý,Kẹp tĩnh mạch chủ dưới sau gan,Kẹp động mạch chủ bụng dưới cơ hoành,,,b,"Nghiệm pháp Pringle dùng clamp kẹp toàn bộ dây chằng gan - tá tràng (chứa ĐM gan, TM cửa, OMC). Khóa được > 80% lượng máu vào gan. Nếu kẹp Pringle mà vẫn phun máu thì tổn thương thuộc về Tĩnh mạch gan hoặc TM chủ dưới."
ngoai-00047,ngoai,Chảy máu trong ổ bụng,Tiêu hóa,,,Thuốc vận mạch (như Noradrenaline) trong điều trị sốc do chảy máu trong có đặc điểm sử dụng nào?,"Là ưu tiên số 1, dùng ngay trước khi truyền dịch",Chống chỉ định tuyệt đối không bao giờ dùng,"Chỉ được sử dụng khi đã bù đủ khối lượng tuần hoàn (dịch, máu) mà huyết áp vẫn không lên",Tiêm bắp trực tiếp tại phòng cấp cứu,,,c,"Lõi của sốc chấn thương là rỗng lòng mạch. Dùng vận mạch sớm làm co thắt mạch ngoại vi, bóp nghẹt các tạng gây suy tạng nhanh hơn. Phải đổ đầy dịch/máu trước, nếu HA vẫn thấp do liệt mạch bấy giờ mới dùng vận mạch."
