id,subject,chapter,group,question,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation
noi-stt-031,noi,Suy tuyến thượng thận,Nội tiết,Điều trị suy thượng thận mạn:,Bắt buộc dùng corticoid,Phần lớn chỉ cần dùng mineralcorticoid,Ăn đủ đường và muối,"Ăn tăng thêm đường muối, bổ sung nước tích cực",,c,Điều trị hormone thay thế trong STT thể TB
noi-stt-032,noi,Suy tuyến thượng thận,Nội tiết,"BN suy thượng thận cần làm gì, trừ?","Tăng hoạt động thể lực, ăn nhạt",Luôn có thuốc tiêm dự phòng,Ăn đủ muối và đường,Tăng liều cao hơn khi bị nhiễm khuẩn,,a,
noi-stt-033,noi,Suy tuyến thượng thận,Nội tiết,Chế độ sinh hoạt của bệnh nhân suy thượng thận mạn trừ,Chế độ ăn nhiều muối,Hạn chế đồ ngọt,Hạn chế cholesterol,Tăng thể dục thể thao,,d,???
noi-stt-034,noi,Suy tuyến thượng thận,Nội tiết,CĐ ăn ở BN suy thượng thận mạn,Hạn chế đồ ngọt,Hạn chế cholesterol,Tăng cường vận động,CĐ ăn nhiều muối,,d,
noi-stt-035,noi,Suy tuyến thượng thận,Nội tiết,Biến chứng của suy thượng thận mạn trừ,Suy kiệt,Hạ huyết áp,Hạ đường huyết,Xuất huyết dưới da,,d,
noi-stt-036,noi,Suy tuyến thượng thận,Nội tiết,"Chẩn đoán suy thượng thận có đáp ứng điều trị, trừ:",Hạ huyết áp,Thèm ăn,Huyết áp về bình thường,Mạch chậm lại,,a,
noi-stt-037,noi,Suy tuyến thượng thận,Nội tiết,Cần phải khuyên bệnh nhân suy thượng thận mạn để tránh cơn suy thượng thận cấp như thế nào — Ăn nhiều muối 1-2gNaCl/ ngày — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-stt-038,noi,Suy tuyến thượng thận,Nội tiết,Cần phải khuyên bệnh nhân suy thượng thận mạn để tránh cơn suy thượng thận cấp như thế nào — Duy trì thuốc liên tục trong suốt tg điều trị — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-stt-039,noi,Suy tuyến thượng thận,Nội tiết,Cần phải khuyên bệnh nhân suy thượng thận mạn để tránh cơn suy thượng thận cấp như thế nào — Tăng liều hydrocortisol 2-3 lần nếu bị bệnh cấp tính — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-stt-040,noi,Suy tuyến thượng thận,Nội tiết,Phác đồ điều trị suy thượng thận bổ sung hormone mấy giờ 1 lần,6h,8h,12h,24h,,a,
noi-stt-041,noi,Suy tuyến thượng thận,Nội tiết,Liều corticoid ở bn STT cấp,Hydrocortison 100mg tiêm TM 6h/lần/24h,Hydrocortison 100mg tiêm TM 8h/lần/24h,Hydrocortison 100mg tiêm TM 12h/lần/24h,Hydrocortison 100mg tiêm TM 6h/lần/24h kèm Fludrocorticoid,,a,
noi-stt-042,noi,Suy tuyến thượng thận,Nội tiết,"Bà A, 56 tuổi, tiền sử đau khớp gối nhiều năm dùng thuốc nam, bắc, thuốc giảm đau không rõ loại. Đợt này bà mệt mỏi nhiều, ăn kém buồn nôn, nôn nhiều, phù nhẹ 2 chân. Khám lúc vào viện: tỉnh, mệt, HA 90/60 mmHg, tóc mọc thấp, da mỏng, dễ bầm tím, béo trung tâm, đau khớp gối VAS 7/10. XN sinh hóa máu Na/K: 125/3.2 mmol/l; cortisol: 56 mmol/l, ACTH: 1 pg/ml Chẩn đoán phù hợp với bệnh nhân này",Hội chứng Cushing,Bệnh Cushing,Suy thượng thận do thuốc,HC giả Cushing,,c,
noi-stt-043,noi,Suy tuyến thượng thận,Nội tiết,"Bà A, 56 tuổi, tiền sử đau khớp gối nhiều năm dùng thuốc nam, bắc, thuốc giảm đau không rõ loại. Đợt này bà mệt mỏi nhiều, ăn kém buồn nôn, nôn nhiều, phù nhẹ 2 chân. Khám lúc vào viện: tỉnh, mệt, HA 90/60 mmHg, tóc mọc thấp, da mỏng, dễ bầm tím, béo trung tâm, đau khớp gối VAS 7/10. XN sinh hóa máu Na/K: 125/3.2 mmol/l; cortisol: 56 mmol/l, ACTH: 1 pg/ml Phương pháp điều trị đúng cho bệnh nhân này là",Truyền dịch muối ưu trương 3% + Solumedrol đường TM,Truyền dịch muối ưu trương 3%,Truyền dịch muối đẳng trương 0.9% + hydrocortisone đường TM,Truyền muối đẳng trương 0.9%,,c,
noi-stt-044,noi,Suy tuyến thượng thận,Nội tiết,"Suy thượng thận cấp XH trên nền STT mạn trong TH sau đây, trừ",Nhiễm khuẩn,Ăn ít muối,Vận động quá sức,Ăn nhiều đồ ngọt,,d,
noi-stt-045,noi,Suy tuyến thượng thận,Nội tiết,Sạm da của suy thượng thận:,Sạm da vùng da hở,Gặp trong suy thượng thận tiên phát,Sam niêm mạc miệng,Tất cả các đáp án trên đều đúng,,d,(có tăng ACTH)
noi-stt-046,noi,Suy tuyến thượng thận,Nội tiết,Suy thượng thận mạn tính hay gặp ở:,Nữ sau mãn kinh,Nam 30-45 tuổi,Nữ 30-40 tuổi,Nam > 45 tuổi,,c,
noi-stt-047,noi,Suy tuyến thượng thận,Nội tiết,"BN suy tuyến yên, suy giáp, suy thượng thận. Điều trị thế nào:","Điều trị suy thượng thận trước, suy giáp sau.","Điều trị suy giáp trước, suy thượng thận sau.",Điều trị cùng lúc suy giáp và suy thượng thận.,Điều trị không liên đến nhau.,,a,(STT có thể chết ngay)
noi-stt-048,noi,Suy tuyến thượng thận,Nội tiết,Triệu chứng tim mạch của suy tuyến thượng thận mạn:,Mạch nảy mạnh.,Hạ huyết áp tư thế,Tim to hơn bình thường.,Giảm nhịp tim,,b,
noi-stt-049,noi,Suy tuyến thượng thận,Nội tiết,Nguyên nhân khởi phát đợt suy thượng thận cấp,Nhiễm khuẩn,Có thai,Tiêu chảy,Tất cả các đáp án trên,,d,All
noi-stt-050,noi,Suy tuyến thượng thận,Nội tiết,Nguyên nhân thứ phát: Sử dụng glucocorticod kéo dài — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-stt-051,noi,Suy tuyến thượng thận,Nội tiết,Nguyên nhân thứ phát: U tuyến yên hoặc vùng dưới đồi — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-stt-052,noi,Suy tuyến thượng thận,Nội tiết,"Nguyên nhân thứ phát: Nhiễm khuẩn, thâm nhiễm — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
noi-stt-053,noi,Suy tuyến thượng thận,Nội tiết,"Nguyên nhân thứ phát: Nhồi máu não, chảy máu não — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
noi-stt-054,noi,Suy tuyến thượng thận,Nội tiết,Nguyên nhân thứ phát: Viêm tuyến yên lymphobafo — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-stt-055,noi,Suy tuyến thượng thận,Nội tiết,Nguyên nhân thứ phát: Bất thường tuyến yên do đột biến gen — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-stt-056,noi,Suy tuyến thượng thận,Nội tiết,Nguyên nhân thứ phát: Thiếu ACTH đơn độc — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-stt-057,noi,Suy tuyến thượng thận,Nội tiết,Nguyên nhân thứ phát: Thiếu globulin gắn cortisol — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-stt-058,noi,Suy tuyến thượng thận,Nội tiết,Biến chứng của suy thượng thận mạn tính: Hạ kali máu — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-stt-059,noi,Suy tuyến thượng thận,Nội tiết,Biến chứng của suy thượng thận mạn tính: Hạ glucose máu — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-stt-060,noi,Suy tuyến thượng thận,Nội tiết,"Biến chứng của suy thượng thận mạn tính: Mất nước, tụt huyết áp — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
noi-stt-061,noi,Suy tuyến thượng thận,Nội tiết,Biến chứng của suy thượng thận mạn tính: Sốc giảm thể tích tuần hoàn — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
