id,subject,chapter,group,question,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation
noi-copd-012,noi,COPD,Hô hấp,"Berodual, Combivent là các dạng thuốc kết hợp giữa:",LABA với corticoid,LABA với kháng cholinergic,SABA với corticoid,SABA với kháng cholinergic,,d,
noi-copd-013,noi,COPD,Hô hấp,Theostat có dạng bào chế dùng theo đường:,Hít,Khí dung,Xịt tại chỗ,Uống,,d,
noi-copd-014,noi,COPD,Hô hấp,Các yếu tố gây đợt cấp COPD trừ:,Dùng an thần,Chẹn β,Cườngβ,Nhiễm khuẩn hô hấp,,c,
noi-copd-015,noi,COPD,Hô hấp,CĐ thở oxy:,PaO2 <= 55mmHg,Suy tim phải,<=70,Đa hồng cầu,Tăng áp ĐMP F. SaO2 < 92%,a,
noi-copd-016,noi,COPD,Hô hấp,Liều lượng thuốc làm test phục hồi phế quản:,200 mcg Salbutamol hoặc 80 mcg Ipratropium,200 mcg Salbutamol hoặc 60 mcg Ipratropium,400 mcg Salbutamol hoặc 80 mcg Ipratropium,400 mcg Salbutamol hoặc 60 mcg Ipratropium,,c,
noi-copd-017,noi,COPD,Hô hấp,Phân loại mức độ nặng của đợt cấp COPD theo Burge S:,Mức độ trung bình không biểu hiện suy hô hấp cả trên LS và khí máu,PaCO2 chỉ > 45mmHg từ mức độ nặng trở lên,"pH máu < 7,35 biểu hiện từ mức rất nặng",Mức độ nhẹ chưa cần sử dụng kháng sinh,,a,
noi-copd-018,noi,COPD,Hô hấp,Không phải chỉ định BiPAP cho đợt cấp COPD:,"Khó thở vừa/nặng, có co kéo cơ hô hấp","Toan hô hấp nặng pH < 7,30, PaCO2 45 - 65mmHg",Tần số thở > 35 lần/phút (🡪 thở máy XN),Xuất hiện hô hấp nghịch thường,,c,(>25)
noi-copd-019,noi,COPD,Hô hấp,Nhận định sai về điều trị đợt cấp COPD:,Dùng KS ngay từ mức độ nhẹ,Corticoid tiêm tĩnh mạch từ mức độ nặng,"Theophyllin khi không có RLNT, không có salbutamol và từ mức độ trung bình","Tuổi cao, không chăm sóc được ở nhà là một chỉ định nhập viện trong đợt cấp",,b,(TB có CS đg toàn thân)
noi-copd-020,noi,COPD,Hô hấp,Các mốc phân chia giai đoạn trong COPD:,Mức độ tắc nghẽn đường thở: COPD gđ nặng khi Gaensler < 70% và FEV1 < 30%,"Mức độ nặng của đợt cấp COPD là RẤT NẶNG khi SHH với tăng CO2 máu nhưng còn bù, không toan máu","BN COPD thuộc nhóm C - ít triệu chứng, nguy cơ cao không có số đợt cấp trong 12 tháng","Khi trong đợt cấp COPD mà pH máu < 7,35 đã được xếp vào mức độ rất nặng",,b,
noi-copd-021,noi,COPD,Hô hấp,Đánh giá mức độ tắc nghẽn đường thở theo Gold 2010 chia làm mấy mức độ:,2,3,4,5,,c,
noi-copd-022,noi,COPD,Hô hấp,"Bệnh nhân nữ 52 tuổi đã bỏ thuốc lá 6 tháng trước. Bệnh nhân có dùng Ultibro Breezhaler trong 8 tháng để điều trị COPD giúp cải thiện triệu chứng của mình và vì bệnh nhân bị 2 đợt cấp COPD mức độ trung bình. Bệnh nhân nói rằng dường như không phải lúc nào thuốc cũng giúp bệnh nhân hết khó thở và bệnh nhân muốn thay đổi và đẩy mạnh trị liệu vì bệnh nhân đang cố gắng tập thể dục và chạy bộ mỗi ngày. Bệnh nhân đã không bị đợt cấp nào kể từ lần ghé khám bệnh cuối cùng. Khi được hỏi về việc tuân thủ điều trị, bệnh nhân báo cáo về việc dùng thuốc thường xuyên. Bệnh nhân đến phòng khám để thảo luận về việc thay đổi kế hoạch điều trị. Bước đầu tiên trong việc đánh giá bệnh nhân trong thời điểm này là gì:",Xem lại cách sử dụng thuốc,Chuyển sang thuốc giãn phế quản kép khác,Nâng bậc để cải thiện triệu chứng,Tiếp tục điều trị hiện tại và khám lại,,a,
noi-copd-023,noi,COPD,Hô hấp,"Bệnh nhân nữ 52 tuổi đã bỏ thuốc lá 6 tháng trước. Bệnh nhân có dùng Ultibro Breezhaler trong 8 tháng để điều trị COPD giúp cải thiện triệu chứng của mình và vì bệnh nhân bị 2 đợt cấp COPD mức độ trung bình. Bệnh nhân nói rằng dường như không phải lúc nào thuốc cũng giúp bệnh nhân hết khó thở và bệnh nhân muốn thay đổi và đẩy mạnh trị liệu vì bệnh nhân đang cố gắng tập thể dục và chạy bộ mỗi ngày. Bệnh nhân đã không bị đợt cấp nào kể từ lần ghé khám bệnh cuối cùng. Khi được hỏi về việc tuân thủ điều trị, bệnh nhân báo cáo về việc dùng thuốc thường xuyên. Bệnh nhân đến phòng khám để thảo luận về việc thay đổi kế hoạch điều trị. Nhóm thuốc bệnh nhân đang sử dụng",SABA/SAMA,LABA/LAMA,LAMA,ICS/LABA,,b,
noi-copd-024,noi,COPD,Hô hấp,"Bệnh nhân nữ 52 tuổi đã bỏ thuốc lá 6 tháng trước. Bệnh nhân có dùng Ultibro Breezhaler trong 8 tháng để điều trị COPD giúp cải thiện triệu chứng của mình và vì bệnh nhân bị 2 đợt cấp COPD mức độ trung bình. Bệnh nhân nói rằng dường như không phải lúc nào thuốc cũng giúp bệnh nhân hết khó thở và bệnh nhân muốn thay đổi và đẩy mạnh trị liệu vì bệnh nhân đang cố gắng tập thể dục và chạy bộ mỗi ngày. Bệnh nhân đã không bị đợt cấp nào kể từ lần ghé khám bệnh cuối cùng. Khi được hỏi về việc tuân thủ điều trị, bệnh nhân báo cáo về việc dùng thuốc thường xuyên. Bệnh nhân đến phòng khám để thảo luận về việc thay đổi kế hoạch điều trị. Cách sử dụng thuốc mà bệnh nhân đang dùng:",Hít,Xịt,Khí dung,Uống,,a,
noi-copd-025,noi,COPD,Hô hấp,Hướng dẫn hiện tại khuyến cáo gì cho bệnh nhân COPD vẫn bị khó thở nhiều khi điều trị đơn trị liệu bằng Salmeterol. Bệnh nhân thỉnh thoảng vẫn còn hút thuốc là và không có bệnh lý nào khác:,Tiếp tục salbutamol và uống thêm thuốc khi cần thiết,Chuyển sang đơn trị liệu thuốc GPQ khác,Thêm corticosteroid (ICS),Chuyển sang phác đồ LABA/LAMA,,d,
noi-copd-026,noi,COPD,Hô hấp,Yếu tố nào sẽ hỗ trợ cho việc xuống thang của liệu pháp bộ ba (ICS+LABA+ LAMA) trong điều trị COPD:,Không có đợt cấp nào trong năm qua,Đồng mắc GPQ,<=2 đợt cấp trung bình trong năm qua,Bị mắc viêm phổi,,a,
noi-copd-027,noi,COPD,Hô hấp,Cho kết quả đo chức năng hô hấp như sau: Đọc kết quả:,"Rối loạn thông khí tắc nghẽn mức độ nhẹ, test hồi phục phế quản (-)","Rối loạn thông khí tắc nghẽn mức độ nhẹ, test hồi phục phế quản (+)","Rối loạn thông khí tắc nghẽn mức độ trung bình, test hồi phục phế quản (-)","Rối loạn thông khí tắc nghẽn mức độ trung bình, test hồi phục phế quản (+)",,d,
noi-copd-028,noi,COPD,Hô hấp,Cho kết quả đo chức năng hô hấp như sau: Bệnh nhân được phân nhóm theo Gold 2019:,Gold A,Gold B,Gold C,Gold D,,b,
noi-copd-029,noi,COPD,Hô hấp,Cho kết quả đo chức năng hô hấp như sau: Điều trị bệnh nhân theo hướng dẫn của Gold 2019 là:,LAMA,LABA/LAMA,ICS/LABA,ICS/LABA/LAMA,,a,
noi-copd-030,noi,COPD,Hô hấp,Số đo độ giãn lồng ngực bất thường là: (cm),<4cm,>6,<6,>4,,a,
noi-copd-031,noi,COPD,Hô hấp,"BN nam 70 tuổi vv cc vì đợt cấp của bệnh COPD, có BC suy tim phải, trong số những DHLS giúp ích chẩn đoán có 1 DH ko hợp lý là:",Khám thấy Harzer,"Gan to, ấn đau khi sờ",Ho khạc bọt hồng,Phù 2 chi dưới,,c,
noi-copd-032,noi,COPD,Hô hấp,"Bệnh nhân COPD, đang dùng SABA và Ipratropium Muốn đo chức năng hô hấp thì cần dừng LABA bao lâu",4h,12h,24h,48h,,b,
noi-copd-033,noi,COPD,Hô hấp,"Bệnh nhân nam 60 tuổi, vào viện vì khó thở. Tiền sử: hút thuốc là 40 bao.năm, đến giờ đéo bỏ; COPD Gold B 1 năm nay, chỉ dùng berodual xịt khi khó thở, 2 ngày trước vào viện bệnh nhân thấy đau ngực trái, đau âm ỉ, liên tục, đau kiểu màng phổi, không lan. Kèm đó bệnh nhân khó thở tăng dần, không nằm được, ho đờm vàng đục. Khám: tỉnh, thể trạng gầy BMI=18, nhịp thở 25l/p, co kéo cơ hô hấp phụ và thở nghịch thường, spO2 90% (khí trời). Lồng ngực trái vồng, rung thanh phổi trái giảm. Phổi trái gõ vang hơn phổi phải. Rì rào phế nang giảm cả 2 bên, bên trái > bên phải. Xquang ngực có tràn khí màng phổi T, xét nghiệm BC 15G/l, Ht:0,62 Phân độ mức độ nặng của đợt cấp theo mức độ suy hô hấp:",Nhẹ,Trung bình,Nặng,Rất nặng,,d,
noi-copd-034,noi,COPD,Hô hấp,"Bệnh nhân nam 60 tuổi, vào viện vì khó thở. Tiền sử: hút thuốc là 40 bao.năm, đến giờ đéo bỏ; COPD Gold B 1 năm nay, chỉ dùng berodual xịt khi khó thở, 2 ngày trước vào viện bệnh nhân thấy đau ngực trái, đau âm ỉ, liên tục, đau kiểu màng phổi, không lan. Kèm đó bệnh nhân khó thở tăng dần, không nằm được, ho đờm vàng đục. Khám: tỉnh, thể trạng gầy BMI=18, nhịp thở 25l/p, co kéo cơ hô hấp phụ và thở nghịch thường, spO2 90% (khí trời). Lồng ngực trái vồng, rung thanh phổi trái giảm. Phổi trái gõ vang hơn phổi phải. Rì rào phế nang giảm cả 2 bên, bên trái > bên phải. Xquang ngực có tràn khí màng phổi T, xét nghiệm BC 15G/l, Ht:0,62 Khí máu động mạch của bệnh nhân: pH=7,3. PaCO2: 56mmHg, PaO2: 62mmHg, SaO2: 90%, HCO3-: 25mmol/l. Nhận định kết quả khí máu trên:",Khí máu bình thường,Toan hô hấp cấp,Toan hô hấp mạn,Toan hỗn hợp,,b,
noi-copd-035,noi,COPD,Hô hấp,"Bệnh nhân nam 60 tuổi, vào viện vì khó thở. Tiền sử: hút thuốc là 40 bao.năm, đến giờ đéo bỏ; COPD Gold B 1 năm nay, chỉ dùng berodual xịt khi khó thở, 2 ngày trước vào viện bệnh nhân thấy đau ngực trái, đau âm ỉ, liên tục, đau kiểu màng phổi, không lan. Kèm đó bệnh nhân khó thở tăng dần, không nằm được, ho đờm vàng đục. Khám: tỉnh, thể trạng gầy BMI=18, nhịp thở 25l/p, co kéo cơ hô hấp phụ và thở nghịch thường, spO2 90% (khí trời). Lồng ngực trái vồng, rung thanh phổi trái giảm. Phổi trái gõ vang hơn phổi phải. Rì rào phế nang giảm cả 2 bên, bên trái > bên phải. Xquang ngực có tràn khí màng phổi T, xét nghiệm BC 15G/l, Ht:0,62 Cần điều trị gì cho bệnh nhân, ngoại trừ:???",Chọc hút khí KMP trái,Thở máy không xâm nhập,Mở màng phổi tối thiểu dẫn lưu khí,Trích huyết,,a,
noi-copd-036,noi,COPD,Hô hấp,"Bệnh nhân nam 60 tuổi, vào viện vì khó thở. Tiền sử: hút thuốc là 40 bao.năm, đến giờ đéo bỏ; COPD Gold B 1 năm nay, chỉ dùng berodual xịt khi khó thở, 2 ngày trước vào viện bệnh nhân thấy đau ngực trái, đau âm ỉ, liên tục, đau kiểu màng phổi, không lan. Kèm đó bệnh nhân khó thở tăng dần, không nằm được, ho đờm vàng đục. Khám: tỉnh, thể trạng gầy BMI=18, nhịp thở 25l/p, co kéo cơ hô hấp phụ và thở nghịch thường, spO2 90% (khí trời). Lồng ngực trái vồng, rung thanh phổi trái giảm. Phổi trái gõ vang hơn phổi phải. Rì rào phế nang giảm cả 2 bên, bên trái > bên phải. Xquang ngực có tràn khí màng phổi T, xét nghiệm BC 15G/l, Ht:0,62 XQ ngực có TKMP (T), cần thực hiện ngay cho bệnh nhân:",Chọc hút khí khoang màng phổi (T),Thở máy không xâm nhập,Mở màng phổi tối thiểu dẫn lưu khí,Gây dính màng phổi bằng bột talc,,c,
noi-copd-037,noi,COPD,Hô hấp,"Bệnh nhân nam 60 tuổi, vào viện vì khó thở. Tiền sử: hút thuốc là 40 bao.năm, đến giờ đéo bỏ; COPD Gold B 1 năm nay, chỉ dùng berodual xịt khi khó thở, 2 ngày trước vào viện bệnh nhân thấy đau ngực trái, đau âm ỉ, liên tục, đau kiểu màng phổi, không lan. Kèm đó bệnh nhân khó thở tăng dần, không nằm được, ho đờm vàng đục. Khám: tỉnh, thể trạng gầy BMI=18, nhịp thở 25l/p, co kéo cơ hô hấp phụ và thở nghịch thường, spO2 90% (khí trời). Lồng ngực trái vồng, rung thanh phổi trái giảm. Phổi trái gõ vang hơn phổi phải. Rì rào phế nang giảm cả 2 bên, bên trái > bên phải. Xquang ngực có tràn khí màng phổi T, xét nghiệm BC 15G/l, Ht:0,62 Cần dự phòng tái phát tràn khí cho bệnh nhân:",Gây dính màng phổi bằng bột Talc,Gây dính màng phổi bằng Betadin,Nội soi màng phổi gây dính,Phẫu thuật mở ngực gây dính,,a,
noi-copd-038,noi,COPD,Hô hấp,"Bệnh nhân nam 60 tuổi, vào viện vì khó thở. Tiền sử: hút thuốc là 40 bao.năm, đến giờ đéo bỏ; COPD Gold B 1 năm nay, chỉ dùng berodual xịt khi khó thở, 2 ngày trước vào viện bệnh nhân thấy đau ngực trái, đau âm ỉ, liên tục, đau kiểu màng phổi, không lan. Kèm đó bệnh nhân khó thở tăng dần, không nằm được, ho đờm vàng đục. Khám: tỉnh, thể trạng gầy BMI=18, nhịp thở 25l/p, co kéo cơ hô hấp phụ và thở nghịch thường, spO2 90% (khí trời). Lồng ngực trái vồng, rung thanh phổi trái giảm. Phổi trái gõ vang hơn phổi phải. Rì rào phế nang giảm cả 2 bên, bên trái > bên phải. Xquang ngực có tràn khí màng phổi T, xét nghiệm BC 15G/l, Ht:0,62 Yếu tố làm tăng nặng đợt cấp ở bệnh nhân này nếu có:",BMI > 20,Có > 1 đợt cấp trong năm trước,"Được chẩn đoán COPD mức độ trung bình, nặng",Thở oxy dài hạn tại nhà,,d,
noi-copd-039,noi,COPD,Hô hấp,Fluticasone là thuốc gì:,SABA,SAMA,LABA,Corticoid,,d,
noi-copd-040,noi,COPD,Hô hấp,Điều trị đợt cấp COPD ko dùng thuốc nào sau đây:,Long đờm,Xanthin,Gardenal,corticoid,,c,
noi-copd-041,noi,COPD,Hô hấp,Chống chỉ định thở oxy không xâm nhập trong COPD:,Ngừng thở,pCO2 > 45mmHg,pO2 < 60mmHg,Toan hô hấp nặng,,a,
noi-copd-042,noi,COPD,Hô hấp,Chống chỉ định của thông khí nhân tạo không xâm nhập ở BN COPD:,Tần số thở > 25 lần/phút,"Toan hô hấp: pH 7.25, CO2 45 mmHg",Khó thở nặng,Ngừng thở,,d,
noi-copd-043,noi,COPD,Hô hấp,Thời gian bán thải của Salbutamol là:,30 phút – 1h,1 – 2h,2 – 4h,4 – 6h,,d,
noi-copd-044,noi,COPD,Hô hấp,BN dùng duy trì SABA và Ipratropium cần đo CNHH thì Sau bao lâu dừng SABA tiến hành đo,4 – 6h,8 – 10h,,,,a,
noi-copd-045,noi,COPD,Hô hấp,BN dùng duy trì SABA và Ipratropium cần đo CNHH thì Sau bao lâu dừng ipratropium tiến hành đo,12h,24h,48h,,,a,
noi-copd-046,noi,COPD,Hô hấp,"Cho BN COPD, có 2 đợt cấp trong 1 năm, CAT 12 điểm, hỏi BN thuộc phân loại nào (RV khác thêm: độ thông thoáng còn 44 %):",A,B,C,D,,d,
noi-copd-047,noi,COPD,Hô hấp,"Bệnh nhân COPD có FEV1 75%, mMRC 1, không có đợt cấp nào trong năm Phân độ theo GOLD 2011:",GOLD A,GOLD B,GOLD C,GOLD D,,a,
noi-copd-048,noi,COPD,Hô hấp,"Bệnh nhân COPD có FEV1 75%, mMRC 1, không có đợt cấp nào trong năm Chỉ định điều trị bệnh nhân theo GOLD 2011:",Thuốc cắt cơn khi cần,SABA+LABA,LABA+LAMA,ICS+LABA+LAMA,,a,
noi-copd-049,noi,COPD,Hô hấp,"Bệnh nhân COPD vào viện cách đây 2 tháng vì khó thở, suy hô hấp, nghe phổi nhiều rale rít, được thở máy không xâm nhập, đáp ứng tốt, ra viện. Bệnh nhân có mMRC: 1 điểm, có 1 đợt cấp cách đây 6 tháng Phân độ theo GOLD 2011",GOLD A,GOLD B,GOLD C,GOLD D,,c,
noi-copd-050,noi,COPD,Hô hấp,"BN nam, 57 tuổi, chẩn đoán COPD. Trong năm vừa qua vv 1 lần. Đợt này sốt, khó thở tăng lên, khạc đờm đục. Khám thấy nhịp thở 26 lần/phút, SpO2 85% Chẩn đoán đợt cấp COPD dựa vào:",FEV1/FVC,tiền sử COPD,"Khó thở, khạc đờm tăng",Sốt,,c,
noi-copd-051,noi,COPD,Hô hấp,"BN nam, 57 tuổi, chẩn đoán COPD. Trong năm vừa qua vv 1 lần. Đợt này sốt, khó thở tăng lên, khạc đờm đục. Khám thấy nhịp thở 26 lần/phút, SpO2 85% pH 7.34, PCO2 46, PO2 60. Chỉ định gì:",Thở máy xâm nhập FiO2 > 80%,Thở máy …,"Thở Oxy 1-3l/phút, thở máy không xâm nhập",Mở khí quản,,b,
noi-copd-052,noi,COPD,Hô hấp,"BN nam, 57 tuổi, chẩn đoán COPD. Trong năm vừa qua vv 1 lần. Đợt này sốt, khó thở tăng lên, khạc đờm đục. Khám thấy nhịp thở 26 lần/phút, SpO2 85% Điều trị vài ngày, mMRC 2 điểm, FEV1/FVC 30-50%. Chẩn đoán GOLD:",A,B,C,D,,d,
noi-copd-053,noi,COPD,Hô hấp,Nhóm Methylxanthin dùng phối hợp với kháng sinh Macrorid làm tăng nguy cơ,Xoắn đỉnh,Ngừng tuần hoàn,BAV II,Nhịp chậm xoang,,a,
noi-copd-054,noi,COPD,Hô hấp,"Đặc điểm hình ảnh X-quang trong COPD, trừ?",Tim thõng dài,Cung ĐM phổi nổi,Đám mờ rải rác 2 phổi,Hình ảnh phổi bẩn,,c,
noi-copd-055,noi,COPD,Hô hấp,"BN nam, x tuổi, tiền sử COPD 5 năm, vào viện vì ho đờm đục, khó thở nhiều, đau ngực . Vào viện xn Sp02=88%, sốt nhẹ 38 độ C Triệu chứng chẩn đoán đợt cấp COPD ở BN này","Khó thở, ho đờm đục",Sp02=88%,Sốt,Đau ngực,,a,
noi-copd-056,noi,COPD,Hô hấp,"BN nam, x tuổi, tiền sử COPD 5 năm, vào viện vì ho đờm đục, khó thở nhiều, đau ngực . Vào viện xn Sp02=88%, sốt nhẹ 38 độ C Kết quả khí máu: pH=7,3 pC02=50mmHg HC03= 28 Điều trị cho bệnh nhân này:",Thở máy không xâm nhập,Thở oxy 3 L/ph,Thở mask,Thở máy xâm nhập,,a,
noi-copd-057,noi,COPD,Hô hấp,Trích huyết khi Hb bao nhiêu %?,60,55,65,70,,a,
noi-copd-058,noi,COPD,Hô hấp,Test hồi phục phế quản dương tính khi,FEV1 tăng hơn 200ml và 12%,FEV1 tăng hơn 250ml và 15%,FEV1 tăng hơn 300ml và 12%,FEV1 tăng hơn 200ml và 15%,,a,
noi-copd-059,noi,COPD,Hô hấp,"BN nam 65 tuổi, phát hiện COPD 2 năm, hiện đang điều trị Spiriva Respimat ( tiotropium – LAMA) hàng ngày. BN có 2 đợt cấp trong năm vừa qua. Đợt này BN đi khám vì khó thở khi gắng sức, CAT = 35 điểm, test đi bộ 6 phút là 350 m. Đo chức năng thông khí FEV1 = 35%, FEV1/FVC = 0.43, XN máu BC 330 tế bào/ml Phân giai đoạn bệnh theo GOLD 2019",GOLD A,GOLD B,GOLD C,GOLD D,,d,
noi-copd-060,noi,COPD,Hô hấp,"BN nam 65 tuổi, phát hiện COPD 2 năm, hiện đang điều trị Spiriva Respimat ( tiotropium – LAMA) hàng ngày. BN có 2 đợt cấp trong năm vừa qua. Đợt này BN đi khám vì khó thở khi gắng sức, CAT = 35 điểm, test đi bộ 6 phút là 350 m. Đo chức năng thông khí FEV1 = 35%, FEV1/FVC = 0.43, XN máu BC 330 tế bào/ml Điều trị của BN theo GOLD 2019",Thêm ICS,Thêm ICS/LABA,Thêm LABA/LAMA,Thêm ICS/LABA/LAMA,,b,
noi-copd-061,noi,COPD,Hô hấp,"BN nam, 72 tuổi, được CĐ COPD 5 năm nay, FEV1 45 %, nhập viện 3 lần/năm vì đợt cấp, CAT 8 điểm Theo phân loại của GOLD 2011, bệnh COPD của của BN này đang ở giai đoạn nào",GĐ A,GĐ B,GĐ C,GĐ D,,c,
noi-copd-062,noi,COPD,Hô hấp,"BN nam, 72 tuổi, được CĐ COPD 5 năm nay, FEV1 45 %, nhập viện 3 lần/năm vì đợt cấp, CAT 8 điểm Lựa chọn điều trị COPD giai đoạn ổn định ở BN này",SABA hoặc SAMA,ICS + LABA hoặc LAMA,LABA hoặc LAMA,SABA và SAMA,,b,
noi-copd-063,noi,COPD,Hô hấp,"BN nam, 66 tuổi, được CĐ COPD 5 năm nay, FEV1 30%. 1 tuần nay, BN ho khạc đờm đục, khó thở tăng lên, phổi nhièu rale rít, ngáy; SpO2 88% BN được CĐ đợt cấp COPD vì",Tiền sử COPD nhiều năm,Chỉ số FEV1 thấp,Chỉ số SpO2 thấp,Khó thở tăng và đờm đục,,d,
noi-copd-064,noi,COPD,Hô hấp,"BN nam, 66 tuổi, được CĐ COPD 5 năm nay, FEV1 30%. 1 tuần nay, BN ho khạc đờm đục, khó thở tăng lên, phổi nhièu rale rít, ngáy; SpO2 88% KQ khí máu của BN này pH 7,3; PCO2 62 mmHg; PO2 58mmHg; SaO2 85%; HCO3 28 mmol/l. BN có chỉ định hỗ trợ hô hấp, lựa chọn đúng nhất là",Thở oxy kính 3l/ph,Thở máy không xâm nhập,Thở oxy kính 3l/ph và khí dung ventolin,Khí dung thuốc ventolin,,b,
noi-copd-065,noi,COPD,Hô hấp,"Bệnh nhân nữ 64 tuổi, tiền sử COPD, năm ngoái BN có 1 đợt cấp phải nhập viện. Đợt này BN vào viện vì khó thở tăng lên, ho nhiều hơn và đờm chuyển màu đục. Khám BN tỉnh, mệt, khó thở và ho nhiều. Khám phổi ran ngáy, ran nổ ẩm rải rác hai bên. Triệu chứng nào gợi ý BN bị đợt cấp COPD do bội nhiễm:",Khó thở tăng lên,BN phải nhập viện,BN ho nhiều hơn,BN ho có chuyển đổi màu sắc của đờm,,d,
noi-copd-066,noi,COPD,Hô hấp,"Bệnh nhân nữ 64 tuổi, tiền sử COPD, năm ngoái BN có 1 đợt cấp phải nhập viện. Đợt này BN vào viện vì khó thở tăng lên, ho nhiều hơn và đờm chuyển màu đục. Khám BN tỉnh, mệt, khó thở và ho nhiều. Khám phổi ran ngáy, ran nổ ẩm rải rác hai bên. BN được làm khí máu: pH 7,34; pCO2: 68mmHg, pO2:70mmHg, SaO2: 86%. Biện pháp hỗ trợ oxy thích hợp:",Gold A,Gold B,Gold C,Gold D,,a,
noi-copd-067,noi,COPD,Hô hấp,"Theo Burge S, đợt cấp rất nặng của bệnh phổi tắc nghẽn mạn tính là:","Suy hô hấp, mất bù, tăng CO2, không toan máu","Suy hô hấp, mất bù, tăng CO2, có toan máu","Suy hô hấp, còn bù, không tăng CO2, không toan máu","Suy hô hấp, còn bù, tăng CO2, không toan máu",,d,
noi-copd-068,noi,COPD,Hô hấp,"Người bệnh nam 72 tuổi, được chẩn đoán COPD 5 năm nay, FEV1 45%, nhập viện 3 lần/ năm vì đợt cấp, đi bộ chậm hơn so với người cùng tuổi: Chẩn đoán giai đoạn theo GOLD 2018:",GOLD 3 C,GOLD 3 D,GOLD 2 C,GOLD 2 D,,b,
noi-copd-069,noi,COPD,Hô hấp,"Người bệnh nam 72 tuổi, được chẩn đoán COPD 5 năm nay, FEV1 45%, nhập viện 3 lần/ năm vì đợt cấp, đi bộ chậm hơn so với người cùng tuổi: Lựa chọn thuốc điều trị ở giai đoạn ổn định cho bệnh nhân này theo GOLD 2018:",LABA + LAMA + ICS,LABA + LAMA,LABA hoặc LAMA,"SABA và SAMA Với bệnh nhân có rất nhiều triệu chứng (điểm CAT > 20), đặc biệt có khó thở nhiều, giới hạn khả năng gắng sức, LABA/LAMA là lựa chọn đầu tay (cho cả nhóm B và D)",,b,
noi-copd-070,noi,COPD,Hô hấp,Liều thở oxy tại nhà của bn COPD.,1-3 lít/phút,4-5 lit/phút,6 -7 lít/phút,2 lít/phút,,a,
