id,subject,chapter,group,question,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation
noi-buouco-054,noi,Bướu cổ đơn thuần,Nội tiết,Phân độ bướu giáp theo tổ chức y tế thế giới: Độ Ia: không có bướu giáp — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-buouco-055,noi,Bướu cổ đơn thuần,Nội tiết,"Phân độ bướu giáp theo tổ chức y tế thế giới: Độ Ib: không nhìn thấy bướu, sờ thấy bướu — Nhận định này đúng hay sai?",Đúng,Sai,,,,b,
noi-buouco-056,noi,Bướu cổ đơn thuần,Nội tiết,Phân độ bướu giáp theo tổ chức y tế thế giới: Độ II: nhìn thấy bướu khi ở gần — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-buouco-057,noi,Bướu cổ đơn thuần,Nội tiết,"Phân độ bướu giáp theo tổ chức y tế thế giới: Độ III: bướu to làm biến dạng cổ, nhìn thấy rõ từ xa — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
noi-buouco-058,noi,Bướu cổ đơn thuần,Nội tiết,Dấu hiệu chèn ép của bướu giáp khi tiến triển to: Ngạt thở — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-buouco-059,noi,Bướu cổ đơn thuần,Nội tiết,Dấu hiệu chèn ép của bướu giáp khi tiến triển to: Khó nuốt — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-buouco-060,noi,Bướu cổ đơn thuần,Nội tiết,"Dấu hiệu chèn ép của bướu giáp khi tiến triển to: Giọng khàn, giọng đôi — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
noi-buouco-061,noi,Bướu cổ đơn thuần,Nội tiết,Dấu hiệu chèn ép của bướu giáp khi tiến triển to: Mòn đốt sống — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-buouco-062,noi,Bướu cổ đơn thuần,Nội tiết,Biến chứng của bướu giáp đơn thuần: Xuất huyết trong bướu — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-buouco-063,noi,Bướu cổ đơn thuần,Nội tiết,Biến chứng của bướu giáp đơn thuần: Cường giáp — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-buouco-064,noi,Bướu cổ đơn thuần,Nội tiết,Biến chứng của bướu giáp đơn thuần: Suy giáp — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-buouco-065,noi,Bướu cổ đơn thuần,Nội tiết,Biến chứng của bướu giáp đơn thuần: Ung thư hóa — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-buouco-066,noi,Bướu cổ đơn thuần,Nội tiết,Điều trị bướu giáp đơn thuần: Nếu nguyên nhân là do thiếu iod thì tốt nhất là đưa iod vào dự phòng và dự phòng dưới dạng muối ăn — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-buouco-067,noi,Bướu cổ đơn thuần,Nội tiết,Điều trị bướu giáp đơn thuần: Điều trị hormone giáp cho tất cả các bệnh nhân bướu giáp đơn thuần để giảm thể tích tuyến giáp — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-buouco-068,noi,Bướu cổ đơn thuần,Nội tiết,"Điều trị bướu giáp đơn thuần: Hạn chế phẫu thuật vì bướu giáp to là hoạt động bù trừ, nếu cắt bỏ là bị suy giáp — Nhận định này đúng hay sai?",Đúng,Sai,,,,b,
noi-buouco-069,noi,Bướu cổ đơn thuần,Nội tiết,Điều trị bướu giáp đơn thuần: Không điều trị I¹³¹ cho bệnh bướu giáp đơn thuần — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-buouco-070,noi,Bướu cổ đơn thuần,Nội tiết,"Kích thước bình thường của tuyến giáp: Cao 2,5 - 4 cm — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
noi-buouco-071,noi,Bướu cổ đơn thuần,Nội tiết,"Kích thước bình thường của tuyến giáp: Rộng 1,2 -2 cm — Nhận định này đúng hay sai?",Đúng,Sai,,,,b,
noi-buouco-072,noi,Bướu cổ đơn thuần,Nội tiết,"Kích thước bình thường của tuyến giáp: Dày 1 - 1,5 cm — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
noi-buouco-073,noi,Bướu cổ đơn thuần,Nội tiết,Kích thước bình thường của tuyến giáp: Nặng 10 - 20g — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-buouco-074,noi,Bướu cổ đơn thuần,Nội tiết,Chỉ định phẫu thuật bướu giáp đơn thuần: Bướu giáp quá lớn gây chèn ép — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-buouco-075,noi,Bướu cổ đơn thuần,Nội tiết,Chỉ định phẫu thuật bướu giáp đơn thuần: Thẩm mỹ — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-buouco-076,noi,Bướu cổ đơn thuần,Nội tiết,Chỉ định phẫu thuật bướu giáp đơn thuần: Bướu giáp to vào trong lồng ngực — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-buouco-077,noi,Bướu cổ đơn thuần,Nội tiết,Chỉ định phẫu thuật bướu giáp đơn thuần: Bướu giáp đa nhân — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
