id,subject,chapter,group,question,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation
noi-vp-016,noi,Viêm phổi cộng đồng,Hô hấp,Không tìm được vi khuẩn gây viêm phổi mắc phải ở cộng đồng trong các bệnh phẩm nào sau đây:,Đờm.,Dịch phế quản.,Máu.,Dịch dạ dày (đặt sonde lấy dịch dạ dày trong 3 buổi sáng).,,d,
noi-vp-017,noi,Viêm phổi cộng đồng,Hô hấp,Biến chứng tại phổi thường gặp nếu không điều trị đúng của bệnh viêm phổi mắc phải ở cộng đồng là,Tràn khí màng phổi,Áp xe phổi,Ung thư phổi,Xẹp phổi,,b,
noi-vp-018,noi,Viêm phổi cộng đồng,Hô hấp,Khi điều trị viêm phổi mắc phải ở cộng đồng ở người lớn nhóm thuốc kháng sinh nào ít được lựa chọn nhất trong những nhóm thuốc sau:##,Nhóm Aminosides,Nhóm Macrolide,Nhóm Cyclines,Nhóm Cephalosporin thế hệ 3,Nhóm Quinolon,c,
noi-vp-019,noi,Viêm phổi cộng đồng,Hô hấp,Thay đổi thuốc kháng sinh điều trị sau thời gian bao lâu nếu bệnh không giảm:,3 ngày,5 ngày,7 ngày,10 ngày,,a,
noi-vp-020,noi,Viêm phổi cộng đồng,Hô hấp,"Yếu tố nguy cơ VP, trừ:",Thời tiết nóng ẩm.,Nghiện rượu.,CTSN có hôn mê.,Cơ thể già yếu.,,a,
noi-vp-021,noi,Viêm phổi cộng đồng,Hô hấp,Tác nhân KHÔNG gây VP cộng đồng,Streptococcus pneumoniae,Mycobacterium tuberculosis,Haemophilus influenza,Klebsiella pneumonia,,b,
noi-vp-022,noi,Viêm phổi cộng đồng,Hô hấp,Nguyên nhân phổ biến nhất gây VPCĐ là,Mycoplasma pneumoniae,Streptococcus pneumoniae,Staphylococcus aureus.,Haemophilus influenza,,b,
noi-vp-023,noi,Viêm phổi cộng đồng,Hô hấp,Bệnh phẩm nào dùng để xác định căn nguyên VP,Đờm,Máu,Nc tiểu,Ca 3,,d,
noi-vp-024,noi,Viêm phổi cộng đồng,Hô hấp,Kỹ thuật nào KHÔNG sử dụng thường quy để xác định căn nguyên VP,Nuôi cấy đờm tìm vk.,Nuôi cấy máu tìm vk,PCR phát hiện vk trong đờm,Phát hiện kháng nguyên vk trong nc tiểu.,,c,
noi-vp-025,noi,Viêm phổi cộng đồng,Hô hấp,Số mẫu cần thiết để cấy máu hiện nay,1,"2 mẫu, 2 vị trí khác nhau","2 mẫu, 2 thời điểm khác nhau.","3 mẫu, 3 vị trí khác nhau.",,b,
noi-vp-026,noi,Viêm phổi cộng đồng,Hô hấp,"KS thuộc nhóm I (phụ thuộc nồng độ), TRỪ",Aminoglycoside.,Clindamycin,Daptomycin,Fluoroquinolone,,b,
noi-vp-027,noi,Viêm phổi cộng đồng,Hô hấp,"KS nhóm II (Phụ thuộc thời gian), TRỪ",Penicillin,Clindamycin,Daptomycin,,,c,
noi-vp-028,noi,Viêm phổi cộng đồng,Hô hấp,"KS nhóm III (phụ thuộc nồng độ lẫn thời gian), TRỪ###",Azithromycin,Carbapeneme,Linezolid,Vancomycin,,b,
noi-vp-029,noi,Viêm phổi cộng đồng,Hô hấp,Tổn thương Xquang điển hình của VPMPCĐ do Streptococcus pneumoniae##,"H.a lưới, nốt lưới lan tỏa hoặc nhiều ổ rải rác.","Đám mờ đồng nhất thùy phổi, hoặc đám mờ tiếp giáp màng phổi lá tang, có chứa PQ hơi (h.a VP thùy).","Các đám mờ rải rác 1 hoặc 2 bên, dạng các ổ áp xe nhỏ hoặc các nốt tròn trong chứa khí.","Hình mờ tròn đơn độc, giới hạn rõ ràng, đường kính > 1 cm.",,b,
noi-vp-030,noi,Viêm phổi cộng đồng,Hô hấp,Tổn thương Xquang điển hình của VPMPCĐ do Staphylococcus aureus##,"H.a lưới, nốt lưới lan tỏa hoặc nhiều ổ rải rác.","Đám mờ đồng nhất thùy phổi, hoặc đám mờ tiếp giáp màng phổi lá tang, có chứa PQ hơi (h.a VP thùy).","Các đám mờ rải rác 1 hoặc 2 bên, dạng các ổ áp xe nhỏ hoặc các nốt tròn trong chứa khí.","Hình mờ tròn đơn độc, giới hạn rõ ràng, đường kính > 1 cm.",,c,
noi-vp-031,noi,Viêm phổi cộng đồng,Hô hấp,Tổn thương Xquang điển hình của VPMPCĐ do Mycoplasma pneumoniae##,"H.a lưới, nốt lưới lan tỏa hoặc nhiều ổ rải rác.","Đám mờ đồng nhất thùy phổi, hoặc đám mờ tiếp giáp màng phổi lá tang, có chứa PQ hơi (h.a VP thùy).","Các đám mờ rải rác 1 hoặc 2 bên, dạng các ổ áp xe nhỏ hoặc các nốt tròn trong chứa khí.","Hình mờ tròn đơn độc, giới hạn rõ ràng, đường kính > 1 cm.",,a,
noi-vp-032,noi,Viêm phổi cộng đồng,Hô hấp,Tổn thương VPCĐ trên Xquang thường biến mất sau,1 tuần,2 tuần,4 tuần,6 tuần,,c,(Đ/á cũ: D)
noi-vp-033,noi,Viêm phổi cộng đồng,Hô hấp,"CĐ chụp CT trên bn VPCĐ, trừ",Bệnh canh LS rõ rệt nhưng ko phát hiện tổn thương trên Xquang phổi,"Tình trạng Bệnh nặng, diễn biến phức tạp",Bn VPCĐ ko đáp ứng đtrị KS,Những cơ sở có máy chụp CT vì CT thấy tổn thương rõ hơn.,,d,
noi-vp-034,noi,Viêm phổi cộng đồng,Hô hấp,"BN nam 25 tuổi đang đtrị HC thận hư tại nhà, Bệnh 3 ngày ho khạc đờm mủ, khó thở, đau ngực kiểu màng phổi, sốt 39*C. Dấu hiêu sinh tồn: thở 32 lần/phut, SpO2 91% với khí trời, HA 100/65 mmHg, mạch 90 lần/phút. Khám có HC đông đặc phổi phải kèm rale nổ thì hít vào, Xquang đông đặc 1/3 dưới phổi phải, Urea máu 30 mg% Phân loại VP ở thởi điểm nhập viện",VPCĐ,VP liên quan chăm sóc y tế.,VP Bệnh viện,VP Bệnh viện khởi phát sớm,VP Bệnh viện khởi phát muộn,b,
noi-vp-035,noi,Viêm phổi cộng đồng,Hô hấp,"BN nam 25 tuổi đang đtrị HC thận hư tại nhà, Bệnh 3 ngày ho khạc đờm mủ, khó thở, đau ngực kiểu màng phổi, sốt 39*C. Dấu hiêu sinh tồn: thở 32 lần/phut, SpO2 91% với khí trời, HA 100/65 mmHg, mạch 90 lần/phút. Khám có HC đông đặc phổi phải kèm rale nổ thì hít vào, Xquang đông đặc 1/3 dưới phổi phải, Urea máu 30 mg% Mức độ nặng trên CURB65",1,2,3,4,5,a,
noi-vp-036,noi,Viêm phổi cộng đồng,Hô hấp,"BN nam 25 tuổi đang đtrị HC thận hư tại nhà, Bệnh 3 ngày ho khạc đờm mủ, khó thở, đau ngực kiểu màng phổi, sốt 39*C. Dấu hiêu sinh tồn: thở 32 lần/phut, SpO2 91% với khí trời, HA 100/65 mmHg, mạch 90 lần/phút. Khám có HC đông đặc phổi phải kèm rale nổ thì hít vào, Xquang đông đặc 1/3 dưới phổi phải, Urea máu 30 mg% XN vi sinh cho KQ chắc chắn nhất trên bn này",Soi đờm,Cấy đờm,Cấy máu,Cấy nươc tiểu,Soi đờm + cấy đờm.,e,
noi-vp-037,noi,Viêm phổi cộng đồng,Hô hấp,"Khuyến cáo đtrị VPCĐ ngoai trú với bn khỏe mạnh, ko dùng KS gần đây???",Beta lactam,Fluoroquinolone,Macrolide,Doxycyclin,,c,
noi-vp-038,noi,Viêm phổi cộng đồng,Hô hấp,"Khuyến cáo đtrị VPCĐ nội trú, ko ở ICU",Beta lactam,Fluoroquinolone,Macrolide,Doxycyclin,,b,
noi-vp-039,noi,Viêm phổi cộng đồng,Hô hấp,Khuyến cáo đtrị VPCĐ nội trú ở ICU,Beta lactam + fluoroquinolone,Beta lactam + aminoside,Beta lactam + Macrolide,Beta lactam + Doxycyclin,,c,
noi-vp-040,noi,Viêm phổi cộng đồng,Hô hấp,Thời gian đtrị VPCĐ ko biến chứng là###,5 ngày,7 ngày,10 ngày,14 ngày,,b,7 – 10
noi-vp-041,noi,Viêm phổi cộng đồng,Hô hấp,Thời gian đtrị VPCĐ nhiễm TK gram (-) là,7-10 ngày,14-21 ngày,2-4 tuân,4-6 tuân,,b,
noi-vp-042,noi,Viêm phổi cộng đồng,Hô hấp,"Quyết định đtrị sớm VPCĐ nghĩ do tụ cầu vàng kháng methicillin (MRSA) dựa vào các yếu tố, TRỪ",Đặc điểm bn,LS,Xquang,Vi sinh,,d,
noi-vp-043,noi,Viêm phổi cộng đồng,Hô hấp,KS cần bổ sung để đtrị VPCĐ do MRSA,Amoxicillin,Oxacillin,Levofloxacin,Vancomycin,,d,
noi-vp-044,noi,Viêm phổi cộng đồng,Hô hấp,KS nào dùng đtrị VPCĐ do MRSA có khả năng ức chế sinh các độc tố cua HC nhiễm độc##,Linezolid,Oxacillin,Levofloxacin,Vancomycin,,a,
noi-vp-045,noi,Viêm phổi cộng đồng,Hô hấp,Kỹ thuật đáng tin cậy nhất để CĐ VPCĐ do Pseudomonas,Nhuộm gram đờm,Cấy dịch ống hút NKQ,Cấy định lượng dịch hút qua NS PQ,Tất ca đều ko đáng tin cậy,,c,
noi-vp-046,noi,Viêm phổi cộng đồng,Hô hấp,KS chính đtrị VPCĐ do Pseudomonas,Levofloxacin,Tobramicin,Ceftriaxon,Piperacillin/tazobactam,,d,
noi-vp-047,noi,Viêm phổi cộng đồng,Hô hấp,Đánh giá đáp ứng LS với KS khi đtrị VPCau,1 ngày đtrị,2 ngày đtrị,3 ngày đtrị,4 ngày đtrị,,c,
noi-vp-048,noi,Viêm phổi cộng đồng,Hô hấp,"Khi đtrị VPCĐ, bn chuyển sang KS đường uống khi, TRỪ","Giảm ho, giảm khó thở",Ko sốt,BC máu giảm,Tổn thương trên Xquang đỡ,,d,
noi-vp-049,noi,Viêm phổi cộng đồng,Hô hấp,"BC VPCĐ là, TRỪ",TDMP,Áp xe phổi,K hóa,Suy hô hấp,,c,
noi-vp-050,noi,Viêm phổi cộng đồng,Hô hấp,Tiêm phòng cúm nên thực hiện,1 năm/lần,2 năm/lần,3 năm/lần,5 năm/lần,,a,
noi-vp-051,noi,Viêm phổi cộng đồng,Hô hấp,Tiêm phòng phế cầu nên thực hiện,Nhắc lại mỗi 3 năm,Nhắc lại mỗi 5 năm.,Tiêm lần đầu và Nhắc lại sau 3 năm,Tiêm lần đầu và Nhắc lại sau 5 năm.,,d,
noi-vp-052,noi,Viêm phổi cộng đồng,Hô hấp,Mầm bệnh nào ít gặp nhất trong VPCĐ nhập viện ko nằm ICU,Phế cầu.,M. pneumoniae,K. pneumoniae,Tk gr (-),,d,
noi-vp-053,noi,Viêm phổi cộng đồng,Hô hấp,"Bn nữ 60 tuổi, vv trong tình trạng lơ mơ, thở 33l/p. HA 140/90, ure 7.3mmol/l. Khám thấy HC đông đặc thùy dưới phổi phải Nghĩ đến chẩn đoán gì",VP thùy,PQ phế viêm,,,,a,
noi-vp-054,noi,Viêm phổi cộng đồng,Hô hấp,"Bn nữ 60 tuổi, vv trong tình trạng lơ mơ, thở 33l/p. HA 140/90, ure 7.3mmol/l. Khám thấy HC đông đặc thùy dưới phổi phải Cận lâm sàng được chỉ định",Xquang,CT,Sinh thiết,,,a,
noi-vp-055,noi,Viêm phổi cộng đồng,Hô hấp,"Bn nữ 60 tuổi, vv trong tình trạng lơ mơ, thở 33l/p. HA 140/90, ure 7.3mmol/l. Khám thấy HC đông đặc thùy dưới phổi phải Bn này sẽ đc điều trị ở đâu",Ngoại trú,Nội trú,ICU,,,b,
noi-vp-056,noi,Viêm phổi cộng đồng,Hô hấp,"Bn nữ 60 tuổi, vv trong tình trạng lơ mơ, thở 33l/p. HA 140/90, ure 7.3mmol/l. Khám thấy HC đông đặc thùy dưới phổi phải Điều trị kháng sinh cho bn này trong bao lâu",10 ngày,20 ngày,30 ngày,5 ngày,,a,
noi-vp-057,noi,Viêm phổi cộng đồng,Hô hấp,"Bệnh nhân vào viện với triệu chứng khó thở, nghe 1 bên phổi có RRPN giảm, rung thanh tăng, gõ đục. Đây là dấu hiệu của:",TKMP,TDMP,Xẹp phổi,HC đông đặc,,d,
noi-vp-058,noi,Viêm phổi cộng đồng,Hô hấp,Viêm phổi không cần phải phân biệt với gì:,Xẹp phổi,Áp xe phổi,Nhồi máu phổi,Ung thư phổi,Hen phế quản F. Giãn phế quản G. Tràn dịch màng phổi,e,
noi-vp-059,noi,Viêm phổi cộng đồng,Hô hấp,VP thùy không có triệu chứng nào sau đây:,Khó thở,Hội chứng đông đặc,Tiếng wheezing,Đau ngực,,c,
noi-vp-060,noi,Viêm phổi cộng đồng,Hô hấp,Vi khuẩn không điển hình thường gặp gây viêm phổi là:,Streptococcus Pneumoniae,Staphylococcus Aureus,Pseudomonas Aeruginosa,Legionella Pneumoniae,,d,
noi-vp-061,noi,Viêm phổi cộng đồng,Hô hấp,"Lựa chọn kháng sinh điều trị viêm phổi cho phế cầu nhạy cảm penicillin, trừ:",Ceftriaxon 1 lần/ngày,Ampicilin 4-6 h/lần,Amoxicilin 4-6h/lần,Benzyn Penicilin 4-6h/lần,,a,(test QP: B)
noi-vp-062,noi,Viêm phổi cộng đồng,Hô hấp,"BN đc chẩn đoán viêm phổi, điều trị tại nhà k đỡ, vào viện trong tình trạng nhịp thở 26 chu kỳ/phút kèm rối loạn ý thức. Khả năng bệnh nhân này:",Suy hô hấp mức độ nhẹ,Suy hô hấp mức đồ vừa,Suy hô hấp mức độ nặng,Nguyên nhân khác,,c,
noi-vp-063,noi,Viêm phổi cộng đồng,Hô hấp,Định nghĩa viêm phổi,"Viêm thanh quản, khí quản, phế nang, tổ chức xung quanh phế nang, túi phế nang, ống phế nang.","Viêm phế nang, túi phế nang, ống phế nang, tổ chức liên kết kẽ và tiểu phế quản tận cùng","Viêm thanh quản, phế quản, tiểu phế quản, phế quản tận cùng","Viêm tiểu phế quản, phế nang, tổ chức xung quanh phế nang và khí quản",,b,
noi-vp-064,noi,Viêm phổi cộng đồng,Hô hấp,Viêm phổi do Mycoplasma thì sử dụng kháng sinh gì điều trị:,Cefalosporin,Amoxicilin,Macrolid,Penicilin,,c,
noi-vp-065,noi,Viêm phổi cộng đồng,Hô hấp,"Bệnh nhân bị viêm phổi do Mycoplasma, dị ứng với Macrolid thì dùng kháng sinh gì điều trị:",Quinolon,Aminoglycoside,b lactam,Chloramphenicol,,a,
noi-vp-066,noi,Viêm phổi cộng đồng,Hô hấp,"Viêm phổi thùy, trừ:",Bệnh thường tập trung ở các đối tượng trẻ em và người già,Sốt cao đột ngột,Khám có hội chứng đông đặc,XQ có đám mờ hình tam giác,,a,
noi-vp-067,noi,Viêm phổi cộng đồng,Hô hấp,"Trong viêm phổi cộng đồng, theo tiêu chẩn CURB65 3 điểm chỉ định điều trị:",Tại nhà,Tại khoa hô hấp,Điều trị nội trú ngắn ngày,ICU,,b,
noi-vp-068,noi,Viêm phổi cộng đồng,Hô hấp,Triệu chứng nào sau đây phân biệt Viêm phổi thùy và phế quản phế viêm:,Tiếng thổi Wheezing,Tiếng thổi ống,"Ran ẩm, ran nổ",Gõ đục,,b,
noi-vp-069,noi,Viêm phổi cộng đồng,Hô hấp,"Bn nam 66 tuổi, đi khám vì ho đờm. Bệnh 4 ngày, lúc đầu ho khan, sau có đờm đục, sốt nhẹ, gai rét. Triệu chứng nặng dần, BN ho nhiều, thở nhanh hơn bình thường. BN tiền sử THA, RLMM, không dùng KS trong 3 tháng gần đây. Khám thấy hội chứng đông đặc phía dưới phổi phải, M 100l/ph, HA 130/80 mmHg, Nhiệt độ 38 độ C, Nhịp thở 26l/ph, SpO2 94% khí trời. Cần làm XN CLS nào để chẩn đoán?",Siêu âm màng phổi,Nội soi tai mũi họng,Chụp Xquang ngực,Chụp CLVT ngực,,c,
noi-vp-070,noi,Viêm phổi cộng đồng,Hô hấp,"Bn nam 66 tuổi, đi khám vì ho đờm. Bệnh 4 ngày, lúc đầu ho khan, sau có đờm đục, sốt nhẹ, gai rét. Triệu chứng nặng dần, BN ho nhiều, thở nhanh hơn bình thường. BN tiền sử THA, RLMM, không dùng KS trong 3 tháng gần đây. Khám thấy hội chứng đông đặc phía dưới phổi phải, M 100l/ph, HA 130/80 mmHg, Nhiệt độ 38 độ C, Nhịp thở 26l/ph, SpO2 94% khí trời. Điểm CURB65 của BN là bao nhiêu?",1 điểm,2 điểm,3 điểm,4 điểm,,a,
noi-vp-071,noi,Viêm phổi cộng đồng,Hô hấp,"Bn nam 66 tuổi, đi khám vì ho đờm. Bệnh 4 ngày, lúc đầu ho khan, sau có đờm đục, sốt nhẹ, gai rét. Triệu chứng nặng dần, BN ho nhiều, thở nhanh hơn bình thường. BN tiền sử THA, RLMM, không dùng KS trong 3 tháng gần đây. Khám thấy hội chứng đông đặc phía dưới phổi phải, M 100l/ph, HA 130/80 mmHg, Nhiệt độ 38 độ C, Nhịp thở 26l/ph, SpO2 94% khí trời. Lựa chọn thuốc điều trị ban đầu?",Medrol + Salbutamol,Medrol + Amoxicillin,Amoxicillin + acetylcystein,Paracetamol + codein,,c,
noi-vp-072,noi,Viêm phổi cộng đồng,Hô hấp,"Bệnh nhân nam, trẻ tuổi, vào viện khám vì đau ngực, khám thấy tỉnh, mệt, sốt nhẹ, HA: 120/80, Ure: 4.2, Nhịp thở 22 lần/phút. Chấm điểm CURB65:",0 điểm,1 điểm,2 điểm,3 điểm,,a,
noi-vp-073,noi,Viêm phổi cộng đồng,Hô hấp,"Bệnh nhân nam, trẻ tuổi, vào viện khám vì đau ngực, khám thấy tỉnh, mệt, sốt nhẹ, HA: 120/80, Ure: 4.2, Nhịp thở 22 lần/phút. Điều trị bệnh nhân này thế nào:","Điều trị ngoại trú, không cần kháng sinh","Điều trị ngoại trú, kháng sinh",Điều trị nội trú,"Điều trị trong khu cấp cứu, hồi sức",,b,
noi-vp-074,noi,Viêm phổi cộng đồng,Hô hấp,Viêm phổi do phế cầu khuẩn thường gặp ở:,Thùy trên phổi phải,Thùy dưới phổi phải,Thùy trên phổi trái,Thùy dưới phổi trái,,b,
noi-vp-075,noi,Viêm phổi cộng đồng,Hô hấp,Tổn thương giải phẫu bệnh không đúng của phế quản phế viêm: ###,"Rải rác 2 bên phổi, xen lẫn những vùng phổi lành",Các vùng tổn thương đồng lứa tuổi,Phế quản bị tổn thương nặng hơn,Cắt mảnh phổi thả vào nước thì chìm lơ lửng,,b,
noi-vp-076,noi,Viêm phổi cộng đồng,Hô hấp,Thứ tự các giai đoạn viêm phổi thùy cổ điển theo laennec là:,"Gan hóa đỏ, gan hóa xám, sung huyết","Gan hóa đỏ, sung huyết, gan hóa xám","Sung huyết, gan hóa đỏ, gan hóa xám","Sung huyết, gan hóa xám, gan hóa đỏ",,c,
noi-vp-077,noi,Viêm phổi cộng đồng,Hô hấp,Biểu hiện đặc trưng của viêm phổi thùy thời kì toàn phát:,Hội chứng đông đặc,Hội chứng 3 giảm,Tam chứng garlIa,Tất cả đều đúng,,a,
noi-vp-078,noi,Viêm phổi cộng đồng,Hô hấp,Dấu hiệu Xquang phổi của viêm phổi thùy điển hình:,"Có một đám mờ hình tam giác đáy quay vào trong, đỉnh quay ra ngoài","Một đám mờ hình tam giác đáy quay ra ngoài, đỉnh quay vào trong",Có nhiều nốt mờ rải rác hai bên nhất là ở vùng đáy phổi,Có nhiều nốt mờ rải rác 2 bên nhất là ở vùng rốn và cạnh tim,,b,
noi-vp-079,noi,Viêm phổi cộng đồng,Hô hấp,Phế quản phế viêm xảy ra ở:,Nguyên phát ở người trẻ,Nguyên phát ở người già và trẻ em,Thứ phát ở người trẻ,Thứ phát ở người già và trẻ em,,d,
noi-vp-080,noi,Viêm phổi cộng đồng,Hô hấp,"Phế quản phế viêm, chọn sai:",Ngày càng xuất hiện nhiều hơn viêm phổi thùy,Khởi phát đột ngột ở người khỏe mạnh,"Đau ngực không rõ rệt, ho khạc đờm có mủ",Xquang có nhiều nốt mờ rải rác 2 bên nhất là vùng đáy phổi,,b,
noi-vp-081,noi,Viêm phổi cộng đồng,Hô hấp,Thể đau bụng cấp thường xảy ra trong trường hợp,Viêm thùy dưới phổi phải,Viêm thùy dưới phổi trái,Viêm phổi kèm theo nhồi máu cơ tim thành sau dưới,Viêm phổi có tràn dịch hoặc tràn khí màng phổi,,a,
noi-vp-082,noi,Viêm phổi cộng đồng,Hô hấp,"Biến chứng tràn khí màng phổi, tràn khí trung thất của viêm phổi thường do:",Phế cầu,Tụ cầu,Klebsiella,Mycoplasma,,b,
noi-vp-083,noi,Viêm phổi cộng đồng,Hô hấp,Viêm phổi sau khi điều trị hết nhiễm khuẩn mà tổn thương phổi vẫn còn tồn tại trên một tháng thì nên nghĩ đến nguyên nhân:,Nhiễm tụ cầu không điển hình,Nhiễm phế cầu kháng thuốc,Ung thư phổi,Giãn phế quản bội nhiễm,,c,
noi-vp-084,noi,Viêm phổi cộng đồng,Hô hấp,Biến chứng của viêm phổi thường gặp ở trẻ em:,Viêm phổi mạn tính,Viêm nội tâm mạc cấp tính,Viêm màng ngoài tim có mủ,Viêm phúc mạc,,d,
noi-vp-085,noi,Viêm phổi cộng đồng,Hô hấp,Tiêu chuẩn fine đánh giá mức độ nặng của viêm phổi gồm bao nhiêu yếu tố:,17,18,19,20,,c,
noi-vp-086,noi,Viêm phổi cộng đồng,Hô hấp,Nhóm tiêu chuẩn không thuộc tiêu chuẩn fine:,Nhân khẩu học,Xét nghiệm và Xquang,Dấu hiệu cơ năng,Dấu hiệu thực thể,,c,
noi-vp-087,noi,Viêm phổi cộng đồng,Hô hấp,Phân loại tiêu chuẩn của fine:,Fine I chỉ có tối đa 1 yếu tố dự báo,Fine II có tổng điểm ≤ 50,Fine IV có tổn điểm từ 71-90,Fine V có tổng điểm >130,,d,
noi-vp-088,noi,Viêm phổi cộng đồng,Hô hấp,Tiêu chuẩn không đúng của thang điểm CURB 65:,Thay đổi ý thức,Tuổi ≥ 65,Nhịp thở ≥ 30 lần/ phút,Huyết áp tâm thu ≥ 90mmHg,,d,
noi-vp-089,noi,Viêm phổi cộng đồng,Hô hấp,Phác đồ kháng sinh không dùng điều trị viêm phổi nhẹ và vừa:,Penicillin g + macrolid,Augmentin + macrolid,Cephalosporin 2 hoặc 3 + macrolid,Cephalosporin 3 + fluoroquinolon,,d,
noi-vp-090,noi,Viêm phổi cộng đồng,Hô hấp,Liệu pháp kháng sinh ưu tiên dùng điều trị viêm phổi nặng là:,Cephalosporin 3 + aminoglycosid,Amoxcilin + macrolid,Penicillin g+ aminoglycosid,Augmentin + fluoroquinolon,,a,
noi-vp-091,noi,Viêm phổi cộng đồng,Hô hấp,Liệu pháp kháng sinh thay thế trong viêm phổi nặng là:,Cephalosporin III +macrolid,Cephalosporin III +amynoglycosid,Cephalosporin III +fluoroquinolon,Augmentin+ aminoglycosid,,c,
noi-vp-092,noi,Viêm phổi cộng đồng,Hô hấp,Xét thở máy cho bệnh nhân viêm phổi nặng khi:,"PaO2<60mmHg, mặc dù đã thở oxy 100%","PaO2<40mmHg, mặc dù đã thở oxy 100%","PaO2>40mmHg, mặc dù đã thở oxy 100%","PaO2>60mmHg, mặc dù đã thở oxy 100%",,a,
noi-vp-093,noi,Viêm phổi cộng đồng,Hô hấp,Viêm phổi không điển hình là:,Viêm phổi do virus,Viêm phổi do tụ cầu,Viêm phổi do klebsiella pneumoniae,Viêm phổi do H.I,,a,
noi-vp-094,noi,Viêm phổi cộng đồng,Hô hấp,Viêm phổi thường gặp ở người già yếu:,Viêm phổi do virus,Viêm phổi do Klebsiella,Viêm phổi do H.I,Viêm phổi do hít phải,,b,
