id,subject,chapter,group,case_stem,image,question,option_a,option_b,option_c,option_d,option_e,option_f,correct_answer,explanation
sly-hohap-020,sinh-ly,Vận chuyển khí & điều hoà hô hấp,Hô hấp,,,Nhịp hô hấp bình thường được duy trì bởi:,"TT hít vào, TT thở ra",TT hít vào và TT điều chỉnh,TT nhận cảm hoá học,Phản xạ Hering-Breuer,,,b,
sly-hohap-021,sinh-ly,Vận chuyển khí & điều hoà hô hấp,Hô hấp,,,O2 tham gia điều hoà hô hấp qua cơ chế:,Lên TT hít vào khi O2 giảm,Lên TT hoá học khi O2 giảm,Lên TT hô hấp khi O2 bắt đầu giảm,Lên receptor quai ĐMC và xoang ĐM cảnh,,,d,
sly-hohap-022,sinh-ly,Vận chuyển khí & điều hoà hô hấp,Hô hấp,,,Vai trò CO2 trong điều hoà hô hấp:,tác động trực tiếp TT hô hấp,tác động trực tiếp TT hít vào,tác động trực tiếp TT hoá học,tác động lên TT hô hấp qua ion H+,,,d,
sly-hohap-023,sinh-ly,Vận chuyển khí & điều hoà hô hấp,Hô hấp,,,áp suất âm màng phổi:,tạo do tính đàn hồi lồng ngực,làm hiệu suất trao đổi khí đạt tối đa,máu về tim dễ dàng thì thở ra,máu lên phổi dễ dàng thì thở ra,,,b,
sly-hohap-024,sinh-ly,Vận chuyển khí & điều hoà hô hấp,Hô hấp,,,Oxy kết hợp Hb nơi có:,"phân áp O2 cao, CO2 cao","O2 cao, CO2 thấp","O2 thấp, CO2 cao","O2 thấp, CO2 thấp",,,b,
sly-hohap-025,sinh-ly,Vận chuyển khí & điều hoà hô hấp,Hô hấp,,,CO2 kết hợp muối kiềm nơi:,"O2 cao, CO2 thấp","O2 cao, CO2 cao","O2 thấp, CO2 thấp","O2 thấp, CO2 cao",,,d,
sly-hohap-026,sinh-ly,Vận chuyển khí & điều hoà hô hấp,Hô hấp,,,Khả năng khuếch tán oxy từ phế nang vào máu phụ thuộc:,PCO2 máu mao tĩnh mạch phổi,chênh lệch PO2 phế nang - máu,diện tích mao mạch phổi,áp lực phế nang,cả 4 yếu tố trên,,e,
sly-hohap-027,sinh-ly,Vận chuyển khí & điều hoà hô hấp,Hô hấp,,,Lượng O2 từ máu vào mô tăng do giảm:,"2,3-DPG",PCO2 máu,Na+ máu,pH máu,nhiệt độ máu,,d,
sly-hohap-028,sinh-ly,Vận chuyển khí & điều hoà hô hấp,Hô hấp,,,Oxy từ phế nang vào máu mao mạch phổi theo cơ chế:,Khuếch tán thụ động,vận chuyển tích cực qua kẽ tế bào,vận chuyển tích cực thứ phát,khuếch tán có gia tốc,,,a,
sly-hohap-029,sinh-ly,Vận chuyển khí & điều hoà hô hấp,Hô hấp,,,Vai trò ion H+ trong dịch mô não:,kích thích trực tiếp TT hít vào,kích thích trực tiếp TT thở ra,kích thích trực tiếp TT hoá học,kích thích receptor nhận cảm hoá học xoang cảnh,,,c,
sly-hohap-030,sinh-ly,Vận chuyển khí & điều hoà hô hấp,Hô hấp,,,Nhịp hô hấp bình thường được phát động bởi:,Trung tâm điều chỉnh.,Trung tâm hít vào.,Trung tâm thở ra.,Trung tâm hoá học.,,,b,
sly-hohap-031,sinh-ly,Cơ học hô hấp & thể tích phổi,Hô hấp,,,Dung tích sống là thể tích khí đo được khi:,Hít vào hết sức sau khi hít vào bình thường.,Thở ra hết sức sau khi thở ra bình thường.,Thở ra hít vào bình thường.,Hít vào hết sức rồi thở ra hết sức.,,,d,
sly-hohap-032,sinh-ly,Vận chuyển khí & điều hoà hô hấp,Hô hấp,,,"Ở mô, máu nhận CO2 từ mô do:",Phân áp CO2 ở mô cao hơn phân áp CO2 trong máu.,Tăng quá trình bão hoà oxyhemoglobin (HbO2).,Tăng khuếch tán ion Cl- từ hồng cầu ra huyết tương.,CO2 đi vào hồng cầu và ion Cl- đi ra huyết tương.,,,a,
sly-hohap-033,sinh-ly,Vận chuyển khí & điều hoà hô hấp,Hô hấp,,,Oxy được vận chuyển trong máu bằng các dạng sau đây:,Kết hợp với muối kiềm.,Kết hợp với các ion Fe++ tự do trong máu.,Kết hợp với nhóm carbamin của globulin.,Kết hợp với hemoglobin tạo thành oxy hemoglobin.,Kết hợp với ion Fe+++ trong nhân hem của hemoglobin.,,d,
sly-hohap-034,sinh-ly,Cơ học hô hấp & thể tích phổi,Hô hấp,,,Thông khí phổi bị giảm do:,Cơ hoành bị liệt do nhiều nguyên nhân khác nhau.,Thở không khí có 5% CO2.,Sốt do các nguyên nhân ngoài phổi.,Do lên độ cao 2000m.,Do hàm lượng hemoglobin giảm ở những người thiếu máu do giun móc.,,a,
sly-hohap-035,sinh-ly,Vận chuyển khí & điều hoà hô hấp,Hô hấp,,,"Nhịp thở cơ bản được điều hoà nhờ sự tham gia của các yếu tố sau đây, trừ:",Hoạt động của trung tâm điều chỉnh.,Hoạt động của trung tâm hoá học.,Hoạt động của dây X qua phản xạ Hering-Breuer.,Hoạt động của trung tâm hít vào.,,,a,
sly-hohap-036,sinh-ly,Cơ học hô hấp & thể tích phổi,Hô hấp,,,Thể tích hoặc dung tích phổi nào sau đây có thể được đo bằng phế dung kế?,Dung tích cặn chức năng (FRC),Khoảng chết sinh lý,Thể tích cặn (RV),Tổng dung tích phổi (TLC),Dung tích sống (VC),,e,
sly-hohap-037,sinh-ly,"Khuếch tán, thông khí-tưới máu & bài tập tổng hợp",Hô hấp,,,Trẻ sinh non ở tuần thai thứ 25 mắc hội chứng nguy ngập hô hấp sơ sinh. Điều nào sau đây được dự đoán xảy ra ở trẻ sơ sinh này?,PO2 động mạch là 100 mm Hg,Xẹp các phế nang nhỏ,Tăng dung tích phổi,Nhịp thở bình thường,Tỷ lệ lecithin:sphingomyelin lớn hơn 2:1 trong nước ối,,b,"Hội chứng nguy ngập hô hấp ở trẻ sơ sinh là do thiếu surfactant đầy đủ trong phổi chưa trưởng thành. Khi không có surfactant, sức căng bề mặt của các phế nang nhỏ quá cao. Khi áp lực lên các phế nang nhỏ quá cao (P=2T/r) thì phế nang nhỏ xẹp vào phế nang lớn hơn, gây mất tương xứng thông khí/tưới máu (V/Q), thiếu oxy máu và tím."
sly-hohap-038,sinh-ly,Vận chuyển khí & điều hoà hô hấp,Hô hấp,,,Thiếu oxy gây co mạch ở giường mạch nào?,Vành,Phổi,Não,Cơ,Da,,b,"Lưu lượng máu phổi được kiểm soát cục bộ bởi PO2 của không khí phế nang. Tình trạng thiếu oxy gây ra co mạch phổi và do đó đẩy máu ra khỏi các khu vực không được thông khí của phổi. Ở tuần hoàn vành, thiếu oxy máu gây giãn mạch. Tuần hoàn não, cơ và da không được kiểm soát trực tiếp bởi PO2."
sly-hohap-039,sinh-ly,"Khuếch tán, thông khí-tưới máu & bài tập tổng hợp",Hô hấp,Một cậu bé 12 tuổi lên cơn hen nặng kèm theo thở khò khè. Cậu ta thở nhanh và trở nên tím tái. PO2 động mạch của cậu ta là 60 mm Hg và PCO2 của cậu ta là 30 mm Hg.,,Phát biểu nào sau đây về bệnh nhân này có nhiều khả năng đúng nhất?,Thể tích thở ra gắng sức trong giây đầu tiên/dung tích sống gắng sức (FEV1/FVC) tăng,Tỉ lệ thông khí/tưới máu (V/Q) tăng ở những vùng bị ảnh hưởng của phổi,PCO2 động mạch của cậu ta cao hơn bình thường do trao đổi khí không đủ,PCO2 động mạch của cậu ta thấp hơn bình thường vì tình trạng thiếu oxy máu đang khiến cậu ta tăng thông khí,Thể tích cặn của cậu ta (RV) giảm,,d,"PCO2 động mạch của bệnh nhân thấp hơn giá trị bình thường là 40 mm Hg vì tình trạng thiếu oxy máu đã kích thích các thụ thể hóa học ngoại vi làm tăng nhịp thở của bệnh nhân; tăng thông khí khiến bệnh nhân thải thêm CO2 và dẫn đến nhiễm kiềm hô hấp. Trong bệnh tắc nghẽn như hen, tỷ lệ FEV1/FVC bị giảm. Thông khí kém của các khu vực bị ảnh hưởng làm giảm tỷ lệ V/Q. Thể tích cặn (RV) tăng lên vì bệnh nhân đang thở với thể tích phổi cao hơn để bù lại sức cản gia tăng của đường thở."
sly-hohap-040,sinh-ly,"Khuếch tán, thông khí-tưới máu & bài tập tổng hợp",Hô hấp,Một cậu bé 12 tuổi lên cơn hen nặng kèm theo thở khò khè. Cậu ta thở nhanh và trở nên tím tái. PO2 động mạch của cậu ta là 60 mm Hg và PCO2 của cậu ta là 30 mm Hg.,,"Để điều trị cho bệnh nhân này, bác sĩ nên cho",chất đối kháng α1-adrenergic,chất đối kháng ß1-adrenergic,chất chủ vận ß2-adrenergic,chất chủ vận muscarinic,chất chủ vận nicotinic,,c,Một nguyên nhân gây tắc nghẽn đường thở trong bệnh hen là co thắt tiểu phế quản. Kích thích ß2-adrenergic (ß2-adrenergic agonists) làm giãn các tiểu phế quản.
sly-hohap-041,sinh-ly,Cơ học hô hấp & thể tích phổi,Hô hấp,,,Điều nào sau đây là đúng trong thì thở vào?,Áp lực trong màng phổi là dương,Thể tích trong phổi nhỏ hơn dung tích cặn chức năng (FRC),Áp suất phế nang bằng áp suất khí quyển,Áp suất phế nang cao hơn áp suất khí quyển,Áp suất trong màng phổi âm nhiều hơn trong thời gian thở ra,,e,"Trong thì thở vào, áp lực trong màng phổi trở nên âm hơn so với khi nghỉ ngơi hoặc trong thì thở ra. Trong thì thở vào, không khí đi vào phổi khi áp suất phế nang trở nên thấp hơn (do cơ hoành co lại) so với áp suất khí quyển. Thể tích trong phổi khi thở vào là dung tích cặn chức năng (FRC) cộng với thể tích khí lưu thông (VT)."
sly-hohap-042,sinh-ly,Cơ học hô hấp & thể tích phổi,Hô hấp,,,Thể tích nào còn lại trong phổi sau khi thở hết thể tích khí lưu thông (VT)?,Thể tích lưu thông (VT),Dung tích sống (VC),Thể tích dự trữ thở ra (ERV),Thể tích cặn (RV),Dung tích cặn chức năng (FRC),Dung tích thở vào,e,"Trong quá trình thở bình thường, thể tích thở vào và sau đó thở ra là thể tích khí lưu thông (VT). Thể tích còn lại trong phổi sau khi thở ra hết VT là dung tích cặn chức năng (FRC)."
sly-hohap-043,sinh-ly,Cơ học hô hấp & thể tích phổi,Hô hấp,,,"Một người đàn ông 35 tuổi có dung tích sống (VC) là 5 L, thể tích khí lưu thông (VT) là 0,5 L, dung tích thở vào là 3,5 L và dung tích cặn chức năng (FRC) là 2,5 L. Thể tích dự trữ thở ra (ERV) của anh ấy là bao nhiêu?",4.5 L,3.9 L,3.6 L,3.0 L,2.5 L,2.0 L,e,"Thể tích dự trữ thở ra (ERV) bằng dung tích sống (VC) trừ đi dung tích thở vào = 5 - 3,5 = 1,5 L."
sly-hohap-044,sinh-ly,"Khuếch tán, thông khí-tưới máu & bài tập tổng hợp",Hô hấp,,,"Khi một người đang đứng, lưu lượng máu trong phổi",bằng nhau ở đỉnh và đáy,cao nhất ở đỉnh do tác động của trọng lực lên huyết áp động mạch,cao nhất ở đáy vì đó là nơi chênh lệch giữa áp suất động mạch và tĩnh mạch lớn nhất,thấp nhất ở đáy bởi vì đó là nơi áp lực phế nang lớn hơn áp lực động mạch,,,c,"Sự phân bố lưu lượng máu trong phổi bị ảnh hưởng bởi trọng lực đối với áp suất thủy tĩnh động mạch. Do đó, lưu lượng máu cao nhất ở đáy, nơi áp suất thủy tĩnh động mạch lớn nhất và sự chênh lệch giữa áp suất động mạch và tĩnh mạch cũng lớn nhất."
sly-hohap-045,sinh-ly,"Khuếch tán, thông khí-tưới máu & bài tập tổng hợp",Hô hấp,,/images/sinh-ly/hohap-duong-cong-the-tich-ap-suat.png,Điều nào sau đây được minh họa trong biểu đồ thể tích - áp suất trong hệ phổi thành ngực?,Đường cong phổi đơn thuần,Đường cong thành ngực đơn thuần,Đường cong tổng hợp (phổi + thành ngực),Đường cong áp suất đường dẫn khí,Không đường nào ở trên,,c,
sly-hohap-046,sinh-ly,"Khuếch tán, thông khí-tưới máu & bài tập tổng hợp",Hô hấp,,,Vị trí thể tích phổi mà tại đó áp suất đường thở bằng áp suất khí quyển và không có dòng khí di chuyển là:,Thể tích cặn (RV),Dung tích cặn chức năng (FRC),Dung tích sống (VC),Tổng dung tích phổi (TLC),,,b,
sly-hohap-047,sinh-ly,"Khuếch tán, thông khí-tưới máu & bài tập tổng hợp",Hô hấp,,,"Ở dung tích cặn chức năng (FRC), lực đàn hồi của phổi (có xu hướng xẹp) và lực đàn hồi của thành ngực (có xu hướng giãn nở) ở trạng thái:",Lực phổi lớn hơn lực thành ngực,Lực thành ngực lớn hơn lực phổi,"Cân bằng nhau, hướng ngược chiều",Cả hai đều bằng 0,,,c,
sly-hohap-048,sinh-ly,"Khuếch tán, thông khí-tưới máu & bài tập tổng hợp",Hô hấp,Đường cong phân ly hemoglobin-O2: đường cong A và đường cong B (đường cong B lệch phải so với đường cong A trên trục PO2 - độ bão hoà hemoglobin).,/images/sinh-ly/hohap-duong-cong-phan-ly-hb.png,"Trong các đường cong phân ly hemoglobin-O2 được trình bày ở trên, sự dịch chuyển từ đường cong A sang đường cong B có thể do",tăng độ pH,"giảm nồng độ 2,3-diphosphoglycerate (DPG)",hoạt động thể lực nặng,hemoglobin bào thai (HbF),ngộ độc carbon monoxide (CO),,c,"Hoạt động thể lực mạnh làm tăng nhiệt độ và giảm độ pH của cơ bám xương; cả hai tác động sẽ làm cho đường cong phân ly hemoglobin-O2 dịch chuyển sang phải, giúp cho việc giải phóng O2 trong các mô dễ dàng hơn để đáp ứng nhu cầu cao của cơ bắp đang hoạt động. 2,3-DPG liên kết với chuỗi ß của hemoglobin trưởng thành và làm giảm ái lực với O2, làm dịch chuyển đường cong sang phải (không phải giảm DPG). Trong hemoglobin bào thai, chuỗi ß được thay thế bằng chuỗi gamma, không liên kết với 2,3-DPG nên đường cong dịch sang trái. CO làm tăng ái lực của các vị trí liên kết còn lại với O2, làm đường cong dịch sang trái."
sly-hohap-049,sinh-ly,"Khuếch tán, thông khí-tưới máu & bài tập tổng hợp",Hô hấp,Đường cong phân ly hemoglobin-O2: đường cong A và đường cong B (đường cong B lệch phải so với đường cong A trên trục PO2 - độ bão hoà hemoglobin).,/images/sinh-ly/hohap-duong-cong-phan-ly-hb.png,Sự dịch chuyển từ đường cong A sang đường cong B có liên quan đến,tăng P50,tăng ái lực của hemoglobin đối với O2,giảm khả năng thải O2 ở mô,tăng khả năng vận chuyển O2 của hemoglobin,giảm khả năng vận chuyển O2 của hemoglobin,,a,"Sự dịch chuyển sang phải của đường cong phân ly hemoglobin-O2 thể hiện ái lực giảm của hemoglobin đối với O2. Tại bất kỳ PO2 nhất định nào, phần trăm độ bão hòa giảm, P50 tăng, và quá trình giải phóng O2 trong các mô được tạo điều kiện thuận lợi. Khả năng vận chuyển O2 (số mL O2/1g Hb ở độ bão hòa 100%) không bị ảnh hưởng bởi sự dịch chuyển này."
sly-hohap-050,sinh-ly,Cơ học hô hấp & thể tích phổi,Hô hấp,,,Thể tích nào còn lại trong phổi sau khi thở ra tối đa?,Thể tích lưu thông (VT),Dung tích sống (VC),Thể tích dự trữ thở ra (ERV),Thể tích cặn (RV),Dung tích cặn chức năng (FRC),Dung tích thở vào,d,"Trong thời kỳ thở ra tối đa mạnh, thể tích thở ra là thể tích khí lưu thông (VT) cộng với thể tích dự trữ thở ra (ERV). Thể tích còn lại trong phổi là thể tích cặn (RV)."
sly-hohap-051,sinh-ly,"Khuếch tán, thông khí-tưới máu & bài tập tổng hợp",Hô hấp,,,"So với vòng tuần hoàn hệ thống, thì vòng tuần hoàn phổi có đặc điểm",lưu lượng máu cao hơn,sức cản thấp hơn,áp suất động mạch cao hơn,áp suất mao mạch cao hơn,cung lượng tim cao hơn,,b,
sly-hohap-052,sinh-ly,"Khuếch tán, thông khí-tưới máu & bài tập tổng hợp",Hô hấp,,,"Nam 65 tuổi khỏe mạnh có thể tích khí lưu thông (VT) là 0,45 L với tần số thở 16 nhịp thở/phút. PCO2 trong động mạch của ông ấy là 41 mm Hg và PCO2 trong khí thở ra của ông ấy là 35 mm Hg. Thông khí phế nang của ông ấy là mấy?",0.066 L/phút,0.38 L/phút,5.0 L/phút,6.14 L/phút,8.25 L/phút,,d,"Thông khí phế nang là sự khác biệt giữa thể tích khí lưu thông (VT) và khoảng chết nhân với tần số thở. Khoảng chết = VT×(41-35)/41 = 0,066 L. Thông khí phế nang = (0,45 - 0,066) × 16 = 6,14 L/phút."
sly-hohap-053,sinh-ly,"Khuếch tán, thông khí-tưới máu & bài tập tổng hợp",Hô hấp,,,"So với đỉnh phổi, thì đáy phổi có",PO2 mao mạch phổi cao hơn,PCO2 mao mạch phổi cao hơn,tỷ lệ thông khí/tưới máu (V/Q) cao hơn,cùng tỷ lệ V/Q,,,b,"Thông khí và tưới máu phổi không được phân phối đồng đều: cả hai đều thấp nhất ở đỉnh và cao nhất ở đáy, nhưng sự khác biệt về tưới máu lớn hơn, làm V/Q cao hơn ở đỉnh và thấp hơn ở đáy. Trao đổi khí hiệu quả hơn ở đỉnh, kém hiệu quả hơn ở đáy, nên máu ra khỏi đáy có PO2 thấp hơn và PCO2 cao hơn."
sly-hohap-054,sinh-ly,Vận chuyển khí & điều hoà hô hấp,Hô hấp,,,Thiếu oxy máu tạo ra tình trạng tăng thông khí do tác động trực tiếp lên,dây thần kinh hoành,Receptor J,Receptor nhận cảm sức căng trong phổi,Receptor nhận cảm hóa học ở hành não,Receptor nhận cảm hóa học ở quai động mạch chủ và xoang động mạch cảnh,,e,"Tình trạng thiếu oxy trong máu kích thích hô hấp bằng cách tác động trực tiếp lên các thụ thể hóa học ngoại biên ở thể cảnh và thể chủ. Các thụ thể hóa học trung ương (hành tủy) được kích thích bởi CO2 (hoặc H+), không phải bởi thiếu O2."
sly-hohap-055,sinh-ly,"Khuếch tán, thông khí-tưới máu & bài tập tổng hợp",Hô hấp,,,Biến đổi nào sau đây xảy ra khi hoạt động thể lực nặng?,Tốc độ thông khí và mức tiêu thụ O2 tăng cùng mức,PO2 động mạch hệ thống giảm xuống còn khoảng 70 mm Hg,PCO2 động mạch hệ thống tăng lên khoảng 60 mm Hg,PCO2 tĩnh mạch hệ thống giảm xuống còn khoảng 20 mm Hg,Lưu lượng máu phổi giảm do máu được dồn cho tuần hoàn hệ thống,,a,"Trong lúc hoạt động thể lực, tốc độ thông khí tăng lên để phù hợp với mức tiêu thụ O2 và sản xuất CO2 tăng lên, mà không làm thay đổi PO2 hoặc PCO2 động mạch trung bình. Lưu lượng máu phổi (cung lượng tim) tăng lên nhiều lần khi hoạt động thể lực nặng."
sly-hohap-056,sinh-ly,"Khuếch tán, thông khí-tưới máu & bài tập tổng hợp",Hô hấp,,,"Nếu một vùng phổi không được thông khí do tắc nghẽn phế quản, thì máu mao mạch phổi cung cấp cho vùng đó sẽ có PO2 là",bằng PO2 trong khí quyển,bằng PO2 máu tĩnh mạch pha trộn,bằng PO2 động mạch hệ thống bình thường,cao hơn so với PO2 trong khí hít vào,thấp hơn so với PO2 tĩnh mạch hỗn hợp,,b,Nếu một vùng phổi không được thông khí thì không thể có sự trao đổi khí ở vùng đó. Máu mao mạch phổi phục vụ vùng đó sẽ không cân bằng với PO2 phế nang mà sẽ có PO2 bằng với PO2 của máu tĩnh mạch hỗn hợp.
sly-hohap-057,sinh-ly,Vận chuyển khí & điều hoà hô hấp,Hô hấp,,,"Trong quá trình vận chuyển CO2 từ mô đến phổi, hiện tượng nào sau đây xảy ra ở máu tĩnh mạch?",Chuyển CO2 và H2O thành H+ và HCO3- trong hồng cầu,Đệm H+ bởi oxyhemoglobin,Chuyển dịch HCO3- vào hồng cầu từ huyết tương để đổi lấy Cl- đi ra khỏi hồng cầu,Liên kết HCO3- với hemoglobin,Kiềm hóa hồng cầu,,a,"CO2 được tạo ra trong các mô được hydrat hóa để tạo thành H+ và HCO3- trong hồng cầu. H+ được đệm bởi deoxyhemoglobin (không phải oxyhemoglobin), làm acid hóa hồng cầu. HCO3- rời khỏi hồng cầu để đổi lấy Cl- (không phải đi vào). Một lượng nhỏ CO2 (không phải HCO3-) liên kết trực tiếp với hemoglobin."
sly-hohap-058,sinh-ly,"Khuếch tán, thông khí-tưới máu & bài tập tổng hợp",Hô hấp,,,Nguyên nhân gây thiếu oxy nào sau đây được đặc trưng bởi giảm PO2 động mạch và tăng gradient A-a?,Giảm thông khí,Shunt phải-trái,Thiếu máu,Ngộ độc khí CO,Đi lên nơi quá cao,,b,"Shunt phải-trái gây giảm PO2 động mạch và tăng gradient A-a (phổi vẫn đạt PO2 phế nang bình thường nhưng máu động mạch bị giảm do trộn với máu tĩnh mạch chưa oxy hóa). Giảm thông khí gây giảm cả PO2 phế nang và động mạch nhưng gradient A-a bình thường; thiếu máu, ngộ độc CO và đi lên độ cao cũng có gradient A-a bình thường."
sly-hohap-059,sinh-ly,Vận chuyển khí & điều hoà hô hấp,Hô hấp,,,"Nữ 42 tuổi được đánh giá là xơ phổi nặng và có khí máu động mạch: pH 7,48, PaO2 55 mm Hg, PaCO2 32 mm Hg. Câu nào giải thích đúng nhất giá trị quan sát được của PaCO2?",Độ pH tăng kích thích hô hấp thông qua các thụ thể hóa học ngoại vi,Độ pH tăng kích thích hô hấp thông qua các thụ thể hóa học trung ương,PaO2 giảm ức chế hô hấp thông qua thụ thể hóa học ngoại vi,PaO2 giảm kích thích hô hấp thông qua các thụ thể hóa học ngoại biên,PaO2 giảm kích thích hô hấp thông qua các thụ thể hóa học trung ương,,d,"PaO2 giảm gây tăng thông khí thông qua các thụ thể hóa học ngoại vi, không thông qua thụ thể trung ương. PaCO2 giảm là kết quả của tăng thông khí, làm tăng pH, gây ức chế hô hấp thông qua các thụ thể hóa học ngoại vi và trung ương."
sly-hohap-060,sinh-ly,"Khuếch tán, thông khí-tưới máu & bài tập tổng hợp",Hô hấp,,,Nữ 38 tuổi di chuyển từ Thành phố New York (ngang mực nước biển) đến Leadville Colorado (cao 10.200 feet). Điều nào sau đây sẽ xảy ra do cư trú ở độ cao lớn?,Giảm thông khí,PO2 động mạch lớn hơn 100 mm Hg,"Giảm nồng độ 2,3-diphosphoglycerate (DPG)",Dịch chuyển sang phải của đường cong phân ly hemoglobin-O2,Giãn mạch phổi,Phì đại tâm thất trái,d,"Ở độ cao lớn, PO2 phế nang giảm do áp suất khí quyển giảm, PO2 động mạch giảm (<100 mmHg), gây tăng thông khí (không giảm) do kích thích thụ thể hóa học ngoại vi, dẫn đến kiềm hô hấp. Nồng độ 2,3-DPG TĂNG (không giảm) một cách thích ứng, làm đường cong phân ly hemoglobin-O2 dịch chuyển sang phải để cải thiện nhả O2 vào mô. Mạch máu phổi co lại (không giãn) do thiếu oxy phế nang, dẫn đến phì đại tâm thất PHẢI (không phải trái)."
