id,subject,chapter,group,question,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation
noi-utp-011,noi,Ung thư phổi,Hô hấp,Nghiên cứu sự kết hợp giữa hút thuốc lá và k phổi:,Nguy cơ tăng khi số hút thuốc lá hằng ngày tang,Nguy cơ tăng khi khoảng thời gian hút thuốc ngày càng dài hơn,Những người hút thuôc lá có tỉ lên K phổi mức tg,Các nghiên cứu thực nghiệm trên động vật cho thấy tỉ lệ có vết loét tiền ung thư tang lên khi hút khói thuốc lá vào phổi,,d,(test QP)
noi-utp-012,noi,Ung thư phổi,Hô hấp,Ho ra máu trong ung thư phổi có đặc điểm:,"Ho ra máu dai dẳng, lẫn đờm",Là triệu chứng đặc hiệu,Ho nhiều,Ộc máu,,a,
noi-utp-013,noi,Ung thư phổi,Hô hấp,Nói khàn trong ung thư phổi do:,Do chen ép dây thần kinh quặt ngược,Do thâm nhiễm tuyến giáp,Do xâm lấn vào dây thanh âm,Do chen ép tĩnh mạch chủ trên,,a,
noi-utp-014,noi,Ung thư phổi,Hô hấp,Ung thư phổi hay di căn cơ quan nào nhất:,Xương,Gan,Thận,Não,,d,
noi-utp-015,noi,Ung thư phổi,Hô hấp,"Ung thư phổi giai đoạn I-II không tế bào nhỏ, phương pháp điều trị phù hợp nhất là:",Hóa trị,Phẫu thuật,Xạ trị,Hóa xạ kết hợp,,b,
noi-utp-016,noi,Ung thư phổi,Hô hấp,Xạ trị não cho các BN ung thư phổi được chỉ định như thế nào là đúng:,Dự phòng di căn cho BN gần hoàn thành liệu pháp điều trị ung thư,Dự phòng di căn cho BN đã hoàn thành liệu pháp điều trị ung thư,Điều trị cho BN đã di căn nhiều ổ trong não,Tất cả các chỉ định trên đều đúng,,d,
noi-utp-017,noi,Ung thư phổi,Hô hấp,Điều trị không đúng với ung thư phổi không tế bào nhỏ:,GĐ từ I đến IIIa còn chỉ định phẫu thuật,GĐ IIIa trước khi phẫu thuật cần hóa trị liệu trước,GĐ IIIb hóa trị liệu có platin trước sau đó xạ trị,Giai đoạn IV hóa trị liệu có platin và vinorelbine trước sau đó xạ trị,,d,
noi-utp-018,noi,Ung thư phổi,Hô hấp,"Bệnh nhân nam 67 tuổi vào viện vì khó thở, không nằm được đầu bằng, phải ngồi để thở, bệnh nhân hút thuốc là 30 bao.năm. 2 tháng nay bệnh nhân khó thở nhiều, mệt mỏi, nhức đầu, chóng mặt, phù mặt, tức bụng, cổ, ngực và 2 cánh tay. Bệnh nhân đã đi soi dạ dày phát hiện túi thừa dạ dày và sinh thiết phát hiện mô gan lành tính lạc chỗ. Khám không sờ thấy hạch thượng đòn đầy. CT ngực có tiêm thuốc thấy có khối thùy trên phổi phải kích thước 43 x 53 mm gây xẹp thùy trên, xâm lấn màng phổi trung thất, tĩnh mạch chủ trên, tràn dịch màng phổi phải, không thấy hạch trung thất nhóm 2L,qua vài lát cắt ở gan thấy khối gan phải 4 x 5 cm, ngấm thuốc sau tiêm, các cơ quan khác bình thường. Để chẩn đoán xác định bệnh nhân cần làm gì, ngoại trừ:",Sinh thiết khối ở gan,Cellblock dịch màng phổi,Nội soi phế quản và sinh thiết nội soi,"Sinh thiết xuyên thành ngực (khối u xl màng phổi trung thất, TMCT; gây xẹp phổi) 🡪 khối u ở trung tâm 🡪 sinh thiết qua NS)",,d,
noi-utp-019,noi,Ung thư phổi,Hô hấp,"Bệnh nhân nam 67 tuổi vào viện vì khó thở, không nằm được đầu bằng, phải ngồi để thở, bệnh nhân hút thuốc là 30 bao.năm. 2 tháng nay bệnh nhân khó thở nhiều, mệt mỏi, nhức đầu, chóng mặt, phù mặt, tức bụng, cổ, ngực và 2 cánh tay. Bệnh nhân đã đi soi dạ dày phát hiện túi thừa dạ dày và sinh thiết phát hiện mô gan lành tính lạc chỗ. Khám không sờ thấy hạch thượng đòn đầy. CT ngực có tiêm thuốc thấy có khối thùy trên phổi phải kích thước 43 x 53 mm gây xẹp thùy trên, xâm lấn màng phổi trung thất, tĩnh mạch chủ trên, tràn dịch màng phổi phải, không thấy hạch trung thất nhóm 2L,qua vài lát cắt ở gan thấy khối gan phải 4 x 5 cm, ngấm thuốc sau tiêm, các cơ quan khác bình thường. Xếp loại TNM bệnh nhân này nếu khối u là tế bào không nhỏ theo TNM lần thứ 8 là:",T3N2M1b,T3N3M1b,T4N2M1b,T4N3M1b,,c,
noi-utp-020,noi,Ung thư phổi,Hô hấp,"Bệnh nhân nam 67 tuổi vào viện vì khó thở, không nằm được đầu bằng, phải ngồi để thở, bệnh nhân hút thuốc là 30 bao.năm. 2 tháng nay bệnh nhân khó thở nhiều, mệt mỏi, nhức đầu, chóng mặt, phù mặt, tức bụng, cổ, ngực và 2 cánh tay. Bệnh nhân đã đi soi dạ dày phát hiện túi thừa dạ dày và sinh thiết phát hiện mô gan lành tính lạc chỗ. Khám không sờ thấy hạch thượng đòn đầy. CT ngực có tiêm thuốc thấy có khối thùy trên phổi phải kích thước 43 x 53 mm gây xẹp thùy trên, xâm lấn màng phổi trung thất, tĩnh mạch chủ trên, tràn dịch màng phổi phải, không thấy hạch trung thất nhóm 2L,qua vài lát cắt ở gan thấy khối gan phải 4 x 5 cm, ngấm thuốc sau tiêm, các cơ quan khác bình thường. Hướng dẫn điều trị tiếp theo cho bệnh nhân:",Phẫu thuật,Chăm sóc giảm nhẹ,Hóa trị,Xạ trị,,b,
noi-utp-021,noi,Ung thư phổi,Hô hấp,"Nguy cơ gây ung thư phổi, trừ:",Amiang,Bức xạ ion hoá,Khói bếp than,Thuốc lá,,c,
noi-utp-022,noi,Ung thư phổi,Hô hấp,Loại ung thư phổi ít gặp:,Carcinoid,Tế bào nhỏ,Tuyến,Vảy,,a,
noi-utp-023,noi,Ung thư phổi,Hô hấp,Không phải triệu chứng đau của K phổi nguyên phát:,Đau lan lên vai,Không đặc hiệu,Đau dữ dội,Đau đáp ứng thuốc giảm đau bậc 1,,d,
noi-utp-024,noi,Ung thư phổi,Hô hấp,"Hội chứng trong ung thư phổi, TRỪ",Claude – Bernard – Horners,Dấu hiệu Campbell,Hội chứng chèn ép tĩnh mạch cổ trên,Hội chứng Schwartz – Bartter,,b,
noi-utp-025,noi,Ung thư phổi,Hô hấp,TC không có trong Claude – Bernaud – Horner,Phù gai thị,Nhãn cầu tụt vào trong,Đồng tử co,Hẹp khe mi,,a,
noi-utp-026,noi,Ung thư phổi,Hô hấp,Liều chiếu xạ trong điều trị K phổi tế bào nhỏ,30-50Gy/,25-30,55 G–,8 Gy (di căn xương),,c,
noi-utp-027,noi,Ung thư phổi,Hô hấp,Marker trong ung thư phổi dùng để?,CĐ XĐ.,CĐPB.,Tiên lượng bệnh.,,,c,
noi-utp-028,noi,Ung thư phổi,Hô hấp,"Tiên lượng Ung thư phổi, trừ",Mức độ đau,Giai đoạn,Thể trạng,Mô bệnh học,,a,
noi-utp-029,noi,Ung thư phổi,Hô hấp,Không phải hình ảnh trực tiếp XQ trong K phổi:,Đám mờ đường kính > 3cm,"Hình hang thành dày, bờ bên trong gồ ghề",Hình ảnh khí cạm,Hình tua gai,,c,(gián tiếp)
noi-utp-030,noi,Ung thư phổi,Hô hấp,Loại thường gặp trong ung thư phổi:,K tế bào nhỏ,K biểu mô vảy,K tế bào tuyến,Carinoid.,,b,
noi-utp-031,noi,Ung thư phổi,Hô hấp,Bệnh nhân được chẩn đoán ung thư phổi tế bào không nhỏ GĐ T1aN2M0 nên được điều trị:,Hóa xạ trị,Phẫu thuật,Điều trị đích,Chăm sóc giảm nhẹ,,b,(IIIA)
noi-utp-032,noi,Ung thư phổi,Hô hấp,"BN nam 70 tuổi vào viện vì đau ngực. Khám LS không có hạch ngoại vi. BN được chụp Xquang và CT ngực phát hiện khối u phổi T kích thước 1,5cm, không có hạch trung thất. Sinh thiết khối u là UT biểu mô tuyến CĐ giai đoạn TNM ở BN này là",T2N2M1,T1N0Mx,T3N2Mx,T3N3M1,,b,
noi-utp-033,noi,Ung thư phổi,Hô hấp,"BN nam 70 tuổi vào viện vì đau ngực. Khám LS không có hạch ngoại vi. BN được chụp Xquang và CT ngực phát hiện khối u phổi T kích thước 1,5cm, không có hạch trung thất. Sinh thiết khối u là UT biểu mô tuyến XN cần thiết nhất được chỉ định tiếp theo là:",Chụp MRI lồng ngực,Xạ hình thông khí tưới máu phổi,"Siêu âm ổ bụng, chụp MRI sọ não và xạ hình xương",Không cần làm thêm XN gì vì đã CĐXĐ là ung thư,,c,
noi-utp-034,noi,Ung thư phổi,Hô hấp,Điều trị ung thư phổi TB nhỏ loại khu trú ở lồng ngực,Đa hóa trị liệu,Hóa xạ,Phẫu thuật,Hóa trị + PT,,b,
noi-utp-035,noi,Ung thư phổi,Hô hấp,"Bn nam 40 tuổi bị đau ngực, đi chụp phim XQ phổi, CLVT thấy hình ảnh khối mờ phổi trái kích thước 4x5 cm, có hạch rốn phổi bên phải, dịch màng phổi trái, chọc dịch màng phổi thấy tế bào ung thư, chọc hạch thượng đòn trái thấy tế bào ung thư. Giải phẫu bệnh ra ung thư biểu mô tuyến. Chẩn đoán giai đoạn theo TNM ở BN này:",T2N3M0,T2N3M1,T3N3M1,T2N2M1,,b,
noi-utp-036,noi,Ung thư phổi,Hô hấp,"Bn nam 40 tuổi bị đau ngực, đi chụp phim XQ phổi, CLVT thấy hình ảnh khối mờ phổi trái kích thước 4x5 cm, có hạch rốn phổi bên phải, dịch màng phổi trái, chọc dịch màng phổi thấy tế bào ung thư, chọc hạch thượng đòn trái thấy tế bào ung thư. Giải phẫu bệnh ra ung thư biểu mô tuyến. Phác đồ điều trị cho BN này:",Chăm sóc giảm nhẹ,Hóa trị liệu có Platin sau đó xạ trị,Hóa trị liệu sau đó phẫu thuật,Hóa trị liệu có Platin và vinorelbine,,d,
noi-utp-037,noi,Ung thư phổi,Hô hấp,Định nghĩa ung thư phổi nguyên phát:,Ung thư biểu mô phế quản,Ung thư biểu mô và tuyến phế quản,"Ung thư biểu mô phế quản, tiểu phế quản, phế nang hoặc tuyến phế nang","Ung thư biểu mô phế quản, tiểu phế quản, phế nang hoặc tuyến phế nang và màng phổi",,c,(ko có MP; MP 🡪 di căn)
noi-utp-038,noi,Ung thư phổi,Hô hấp,"BN nữ 80 tuổi, thể trạng gầy yếu, tiền sử hút thuốc lào 20 bao năm, vào viện vì ho máu, đau ngực, khó thở, khám có hội chứng 3 giảm phổi phải, CT có khối u 4x5cm phổi P, có TDMP P, có hạch trung thất cùng bên, hạch thượng đòn, sinh thiết kết quả K biểu mô vảy di căn, có di căn xa. Chẩn đoán giai đoạn theo TNM:",T2N2M1,T2N3M1,T1N2M1,T3N3M1,,b,
noi-utp-039,noi,Ung thư phổi,Hô hấp,"BN nữ 80 tuổi, thể trạng gầy yếu, tiền sử hút thuốc lào 20 bao năm, vào viện vì ho máu, đau ngực, khó thở, khám có hội chứng 3 giảm phổi phải, CT có khối u 4x5cm phổi P, có TDMP P, có hạch trung thất cùng bên, hạch thượng đòn, sinh thiết kết quả K biểu mô vảy di căn, có di căn xa. Điều trị:",Hóa trị liệu,Hóa xạ trị,Phẫu thuật,Điều trị triệu chứng giảm nhẹ,,d,
noi-utp-040,noi,Ung thư phổi,Hô hấp,"Ung thư phổi, nam vú to là do:",Tăng GH,Tăng ACTH,Tăng GnRH,Tăng ADH,,c,
noi-utp-041,noi,Ung thư phổi,Hô hấp,Hội chứng Claude - Bernard - Horner là do chèn ép:,Thần kinh giao cảm ngực,Thần kinh giao cảm cổ,Đám rối cánh tay,Thần kinh quặt ngược,,b,
noi-utp-042,noi,Ung thư phổi,Hô hấp,"Bệnh nhân nam 45 tuổi, tiền sử hút thuốc 40 bao năm, vào viện vì mệt mỏi, xét nghiệm có Na máu 120 mmol/l. CLVT có hình ảnh khối u phổi phải kích thước 3x5 cm, có xâm lấn phế quản gốc, có hạch rốn phổi P. Sinh thiết chẩn đoán ung thư tế bào nhỏ. Không có di căn xa. Chẩn đoán nguyên nhân Hạ Na+ của bệnh nhân:",Hội chứng Pancoat-Tobias,Hội chứng ACTH like,Hội chứng Schwartz - Bartert,Hội chứng não mất muối,,c,
noi-utp-043,noi,Ung thư phổi,Hô hấp,"Bệnh nhân nam 45 tuổi, tiền sử hút thuốc 40 bao năm, vào viện vì mệt mỏi, xét nghiệm có Na máu 120 mmol/l. CLVT có hình ảnh khối u phổi phải kích thước 3x5 cm, có xâm lấn phế quản gốc, có hạch rốn phổi P. Sinh thiết chẩn đoán ung thư tế bào nhỏ. Không có di căn xa. Điều trị cho bệnh nhân trên:",Phẫu thuật,Phẫu thuật rồi hóa trị,Hóa trị,Xạ trị,,c,
noi-utp-044,noi,Ung thư phổi,Hô hấp,"Chụp CLVT ngực có cản quang trong ung thư phổi nhằm mục đích sau, trừ:",Chẩn đoán xác định K phổi,Phát hiện xâm lấn tổ chức xung quanh,Xác định di căn hạch,"Xác định chính xác vị trí, số lượng, kích thước khối u",,a,
noi-utp-045,noi,Ung thư phổi,Hô hấp,"Đánh giá toàn trạng BN K phổi theo WHO, gọi là bậc thể trạng 3 khi:",BN mệt nhưng hoạt động thể lực bị hạn chế ít,Nằm tại giường trên 50% thời gian ban ngày,Nằm liệt giường,Nằm tại giường dưới 50% thời gian ban ngày,,b,
noi-utp-046,noi,Ung thư phổi,Hô hấp,Phù áo khoác là do chèn ép,TM cảnh chung,TM dưới đòn,TM chủ trên,TM cánh tay đầu,,c,
noi-utp-047,noi,Ung thư phổi,Hô hấp,Khó thở trong ung thư phổi có đặc điểm:,Là triệu chứng thường gặp,Khó thở khi gắng sức,Có thể có tiếng rít ở khí phế quản (Wheezing),"Thường khó thở về đêm, gần sáng.",,c,
noi-utp-048,noi,Ung thư phổi,Hô hấp,"Bệnh nhân nam, 56 tuổi, tiền sử hút thuốc lá 40 bao năm, đi khám sức khỏe định kỳ phát hiện khối u thùy trên phổi phải kích thước 3x4 cm trên phim cắt lớp vi tính lồng ngực. sinh thiết xuyên thành ngực cho kết quả ung thư biểu mô vảy. Hình ảnh soi phế quản bình thường, không có hạch vùng trên phim cắt lớp vi tính lồng ngực, không có hạch ngoại vi, không có di căn xa. Bệnh nhân này được xếp loại TNM nào?",T2N1M0,T3N0M0,T1N0M0,T2N0M0,,d,
noi-utp-049,noi,Ung thư phổi,Hô hấp,"Bệnh nhân nam, 56 tuổi, tiền sử hút thuốc lá 40 bao năm, đi khám sức khỏe định kỳ phát hiện khối u thùy trên phổi phải kích thước 3x4 cm trên phim cắt lớp vi tính lồng ngực. sinh thiết xuyên thành ngực cho kết quả ung thư biểu mô vảy. Hình ảnh soi phế quản bình thường, không có hạch vùng trên phim cắt lớp vi tính lồng ngực, không có hạch ngoại vi, không có di căn xa. Phương pháp điều trị nào là tốt nhất trên BN này",Phẫu thuật,Hóa chất có Plastin,Hóa trị liệu sau đó phẫu thuật,Hóa chất có Plastin và Vinorelbine,,a,
noi-utp-050,noi,Ung thư phổi,Hô hấp,Nguyên nhân nấc trong K phổi,U chèn ép TK hoành.,U chèn ép đám rối cánh tay,U chèn ép TK phế vị,U xâm lấn màng phổi.,,a,
noi-utp-051,noi,Ung thư phổi,Hô hấp,Hội chứng Schwartz- Bartter trừ,Khối u bài tiết ra chất có hoạt tính giống ADH,Tăng Na máu,Giảm áp lực thẩm thấu máu,Tăng áp lực thẩm thấu niệu,,b,"Hội chứng Schwartz-Bartter (SIADH) gây HẠ natri máu, không phải tăng."
noi-utp-052,noi,Ung thư phổi,Hô hấp,"Khi hỏi bệnh nhân nghi có ung thư phổi cần chú ý khai thác: Tiền sử hút thuốc lá, lào không phân biệt giới — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
noi-utp-053,noi,Ung thư phổi,Hô hấp,Khi hỏi bệnh nhân nghi có ung thư phổi cần chú ý khai thác: Tiền sử nghề nghiệp có tiếp xúc với hoá chất độc — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-utp-054,noi,Ung thư phổi,Hô hấp,Khi hỏi bệnh nhân nghi có ung thư phổi cần chú ý khai thác: Tiền sử tiếp xúc với bụi phấn hoa — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-utp-055,noi,Ung thư phổi,Hô hấp,Khi hỏi bệnh nhân nghi có ung thư phổi cần chú ý khai thác: Tiền sử mắc bệnh lao — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-utp-056,noi,Ung thư phổi,Hô hấp,Khàn tiếng gặp trong hội chứng chèn ép trung thất còn có thể gặp trong: Lao thanh quản — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-utp-057,noi,Ung thư phổi,Hô hấp,Khàn tiếng gặp trong hội chứng chèn ép trung thất còn có thể gặp trong: Ung thư thanh quản — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-utp-058,noi,Ung thư phổi,Hô hấp,Khàn tiếng gặp trong hội chứng chèn ép trung thất còn có thể gặp trong: Hạt xơ thanh quản — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-utp-059,noi,Ung thư phổi,Hô hấp,Khàn tiếng gặp trong hội chứng chèn ép trung thất còn có thể gặp trong: Polyp thanh quản — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-utp-060,noi,Ung thư phổi,Hô hấp,Điều trị ung thư phế quản bao gồm: Điều trị triệu chứng ho máu nếu có — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-utp-061,noi,Ung thư phổi,Hô hấp,Điều trị ung thư phế quản bao gồm: Điều trị phẫu thuật áp dụng cho mọi giai đoạn — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-utp-062,noi,Ung thư phổi,Hô hấp,"Điều trị ung thư phế quản bao gồm: Xạ trị, hoá trị và phẫu thuật, tuỳ giai đoạn bệnh, toàn trạng bệnh nhân và týp ung thư — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
noi-utp-063,noi,Ung thư phổi,Hô hấp,Điều trị ung thư phế quản bao gồm: Điều trị giảm đau theo phác đồ bậc thang — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-utp-064,noi,Ung thư phổi,Hô hấp,Tiên lượng của bệnh nhân ung thư phế quản phụ thuộc vào: Týp mô bệnh học của ung thư — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-utp-065,noi,Ung thư phổi,Hô hấp,Tiên lượng của bệnh nhân ung thư phế quản phụ thuộc vào: Giai đoạn ung thư theo phân loại TNM — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-utp-066,noi,Ung thư phổi,Hô hấp,Tiên lượng của bệnh nhân ung thư phế quản phụ thuộc vào: Bậc thang thể trạng của bệnh nhân — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-utp-067,noi,Ung thư phổi,Hô hấp,Tiên lượng của bệnh nhân ung thư phế quản phụ thuộc vào: Bệnh nhân có ho máu hay không — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-utp-068,noi,Ung thư phổi,Hô hấp,"Biến chứng của ung thư phế quản: Viêm phổi, áp xe phổi — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
noi-utp-069,noi,Ung thư phổi,Hô hấp,Biến chứng của ung thư phế quản: Ho máu nặng — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-utp-070,noi,Ung thư phổi,Hô hấp,Biến chứng của ung thư phế quản: Bệnh phổi tắc nghẽn mạn tính — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-utp-071,noi,Ung thư phổi,Hô hấp,Biến chứng của ung thư phế quản: Hen phế quản — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-utp-072,noi,Ung thư phổi,Hô hấp,Xét nghiệm có giá trị chẩn đoán xác định ưng thư phổi: XN đờm tìm tế bào ác tính — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-utp-073,noi,Ung thư phổi,Hô hấp,Xét nghiệm có giá trị chẩn đoán xác định ưng thư phổi: XN dịch phế quản tìm tế bào ác tính — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-utp-074,noi,Ung thư phổi,Hô hấp,Xét nghiệm có giá trị chẩn đoán xác định ưng thư phổi: Marker ung thư — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-utp-075,noi,Ung thư phổi,Hô hấp,Xét nghiệm có giá trị chẩn đoán xác định ưng thư phổi: Sinh thiết hạch nếu có — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-utp-076,noi,Ung thư phổi,Hô hấp,Hình ảnh nội soi phế quản trong ung thư phổi: Thâm nhiễm — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-utp-077,noi,Ung thư phổi,Hô hấp,Hình ảnh nội soi phế quản trong ung thư phổi: Chít hẹp lòng phế quản — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-utp-078,noi,Ung thư phổi,Hô hấp,Hình ảnh nội soi phế quản trong ung thư phổi: Mảng hắc tố — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-utp-079,noi,Ung thư phổi,Hô hấp,Hình ảnh nội soi phế quản trong ung thư phổi: Giả mạc — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-utp-080,noi,Ung thư phổi,Hô hấp,Hội chứng Pierre-Marie bao gồm các triệu chứng: Ngón tay dùi trống — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-utp-081,noi,Ung thư phổi,Hô hấp,"Hội chứng Pierre-Marie bao gồm các triệu chứng: Đau quanh bả vai, mặt trong cánh tay — Nhận định này đúng hay sai?",Đúng,Sai,,,,b,
noi-utp-082,noi,Ung thư phổi,Hô hấp,Hội chứng Pierre-Marie bao gồm các triệu chứng: Đau dọc các xương dài — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-utp-083,noi,Ung thư phổi,Hô hấp,Hội chứng Pierre-Marie bao gồm các triệu chứng: Sưng đau các khớp nhỏ nhỡ — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-utp-084,noi,Ung thư phổi,Hô hấp,Chẩn đoán xác định Ung thư phổi: Tế bào học đờm — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-utp-085,noi,Ung thư phổi,Hô hấp,Chẩn đoán xác định Ung thư phổi: PET/CT — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-utp-086,noi,Ung thư phổi,Hô hấp,"Chẩn đoán xác định Ung thư phổi: Marker ung thư điển hình như NSE, SCC-Ag — Nhận định này đúng hay sai?",Đúng,Sai,,,,b,
noi-utp-087,noi,Ung thư phổi,Hô hấp,Chẩn đoán xác định Ung thư phổi: Chọc hút tế bảo hạch thượng đòn — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-utp-088,noi,Ung thư phổi,Hô hấp,"(TSH) K phổi ít di căn đến
A, Não
B, Gan
C, Thận
D, Xương: C — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
noi-utp-089,noi,Ung thư phổi,Hô hấp,HC schwart bartter có thay đổi gì về điện giải?: Hạ Na máu. — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-utp-090,noi,Ung thư phổi,Hô hấp,K phế quản nguyên phát:: TC muộn — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
