id,subject,chapter,group,case_stem,image,question,option_a,option_b,option_c,option_d,option_e,option_f,correct_answer,explanation
sly-te-bao-011,sinh-ly,Điện thế màng & điện thế hoạt động,Tế bào,,,Kích thích lặp lại sợi cơ xương gây ra sự co kéo dài (uốn ván/tetani hoá). Sự tích lũy chất tan nào trong dịch nội bào gây ra tình trạng này?,Na+,K+,Cl-,Mg2+,Ca2+,Troponin,e,"[Tự trả lời dựa trên sinh lý học Đại học Y Hà Nội & Guyton and Hall Physiology, đề gốc không có đáp án] Khi kích thích lặp lại với tần số cao, Ca2+ được giải phóng từ lưới nội cơ tương nhanh hơn tốc độ bơm SERCA có thể thu hồi lại, dẫn đến tích luỹ Ca2+ trong bào tương. Nồng độ Ca2+ nội bào cao kéo dài duy trì sự gắn liên tục với troponin C, giữ cầu nối actin-myosin hoạt động liên tục, gây co cơ kéo dài (tetani hoá)."
sly-te-bao-012,sinh-ly,Điện thế màng & điện thế hoạt động,Tế bào,,,"Dung dịch A và dung dịch B được phân ra bởi màng có thấm với Ca2+ và không thấm với Cl-. Dung dịch A chứa 10mM CaCl2, và dung dịch B chứa 1 mM CaCl2. Giả sử rằng 2.3 RT/F = 60 mV, Ca2+ sẽ ở trong trạng thái cân bằng điện hóa khi?",Dung dịch A là +60mV.,Dung dịch A là +30mV.,Dung dịch A là -60mV.,Dung dịch A là -30mV.,Dung dịch A là +120mV.,Dung dịch A là -120mV.,d,"[Tự trả lời dựa trên sinh lý học Đại học Y Hà Nội & Guyton and Hall Physiology, đề gốc không có đáp án] Áp dụng phương trình Nernst cho Ca2+ (z=+2): E_A = (60/2) × log10([Ca2+]_B/[Ca2+]_A) = 30 × log10(1/10) = 30 × (-1) = -30mV. Vì Ca2+ khuếch tán từ A (nồng độ cao) sang B, A mất điện tích dương và trở nên âm hơn B, phù hợp với kết quả tính -30mV."
sly-te-bao-013,sinh-ly,Vận chuyển qua màng & thẩm thấu,Tế bào,,,"Do sai lầm trong điều trị, một người phụ nữ 60 tuổi được truyền một số lượng lớn 1 loại dịch, sau khi truyền thấy giảm các tế bào hồng cầu của bệnh nhân. Dịch trên nhiều khả năng là?",NaCl 150 mM.,Mannitol 300 mM.,Mannitol 350 mM.,Urea 300 mM.,CaCl2 150 mM.,,d,"[Tự trả lời dựa trên sinh lý học Đại học Y Hà Nội & Guyton and Hall Physiology, đề gốc không có đáp án] Urea là ""osmole không hiệu quả"" (ineffective osmole) - dù có áp suất thẩm thấu tính toán là 300 mOsm (đẳng trương trên giấy), urea tự do khuếch tán qua màng hồng cầu vào trong tế bào, kéo theo nước đi vào làm hồng cầu trương to và vỡ (tan máu). NaCl 150mM và Mannitol 300mM là đẳng trương thực sự (không gây tan máu); Mannitol 350mM và CaCl2 150mM là ưu trương (gây co nhỏ tế bào, không gây tan máu)."
sly-te-bao-014,sinh-ly,Điện thế màng & điện thế hoạt động,Tế bào,,/images/sinh-ly/te-bao-ap-kich-thich-tren-ap.png,"Trong suốt điện thế hoạt động thần kinh, một kích thích tác động vào điểm như mũi tên thể hiện trong hình dưới đây (ngay trên đỉnh, ở pha tái cực sớm). Đặc điểm của điện thế hoạt động thứ hai để đáp ứng với kích thích là",Của cường độ nhỏ hơn sẽ xảy ra.,Của cường độ bình thường sẽ xảy ra.,"Của cường độ bình thường sẽ xảy ra, nhưng sẽ bị trì hoãn.","Sẽ xảy ra, nhưng sẽ không có phóng đại.",Sẽ không xảy ra,,e,"[Tự trả lời dựa trên sinh lý học Đại học Y Hà Nội & Guyton and Hall Physiology, đề gốc không có đáp án] Mũi tên chỉ vào thời điểm ngay sau đỉnh điện thế hoạt động, vẫn còn trong giai đoạn trơ tuyệt đối (kênh Na+ đang bất hoạt hoàn toàn). Trong giai đoạn trơ tuyệt đối, dù kích thích mạnh đến đâu cũng không thể tạo ra điện thế hoạt động thứ hai."
sly-te-bao-015,sinh-ly,Vận chuyển qua màng & thẩm thấu,Tế bào,,,"Dung dịch A và B được phân chia bởi 1 màng chỉ có khả năng thấm với Urea. Dung dịch A có 10 mM urea, và dung dịch B có 5mM urea. Nếu nồng độ của urea trong dung dịch A tăng gấp đôi, sự dịch chuyển của urea qua màng sẽ?",Gấp đôi.,Gấp ba.,Không đổi.,Giảm còn 1/2,Giảm còn 1/3.,,b,"[Tự trả lời dựa trên sinh lý học Đại học Y Hà Nội & Guyton and Hall Physiology, đề gốc không có đáp án] Tốc độ khuếch tán tỉ lệ thuận với chênh lệch nồng độ (ΔC). Ban đầu: ΔC = 10-5 = 5. Sau khi A tăng gấp đôi lên 20mM: ΔC mới = 20-5 = 15. Tỉ lệ = 15/5 = 3 lần (gấp ba)."
sly-te-bao-016,sinh-ly,Điện thế màng & điện thế hoạt động,Tế bào,,,"Một tế bào cơ có [Na+] nội bào là 14 mM và [Na+] ngoại bào là 140 mM. Giả sử rằng 2.3 RT/F = 60 mV, điện thế hoạt động của màng sẽ bằng bao nhiêu, giả sử màng tế bào này chỉ thấm với Na+?",80 mV.,- 60 mV.,0 mV.,+ 60 mV.,+80 mV,,d,"[Tự trả lời dựa trên sinh lý học Đại học Y Hà Nội & Guyton and Hall Physiology, đề gốc không có đáp án] E_Na = 60 × log10([Na+]ngoại/[Na+]nội) = 60 × log10(140/14) = 60 × log10(10) = 60 × 1 = +60 mV."
sly-te-bao-017,sinh-ly,Điện thế màng & điện thế hoạt động,Tế bào,"Xem sơ đồ điện thế hoạt động ở sợi thần kinh với 5 điểm được đánh số (1: -70mV lúc nghỉ, 2: đang khử cực, 3: đỉnh +35mV, 4: đang tái cực, 5: đáy ưu phân cực sau điện thế hoạt động).",/images/sinh-ly/te-bao-ap-5-diem.png,"Tại điểm nào trong sơ đồ trên, K+ gần với cân bằng điện hóa nhất?",1,2,3,4,5,,e,"[Tự trả lời dựa trên sinh lý học Đại học Y Hà Nội & Guyton and Hall Physiology, đề gốc không có đáp án] Điểm 5 nằm ở đáy đường cong, gần sát với đường ""Điện thế cân bằng K+"" (giai đoạn ưu phân cực sau điện thế hoạt động, khi tính thấm K+ vẫn còn cao và điện thế màng tiến gần nhất tới điện thế Nernst của K+)."
sly-te-bao-018,sinh-ly,Điện thế màng & điện thế hoạt động,Tế bào,"Xem sơ đồ điện thế hoạt động ở sợi thần kinh với 5 điểm được đánh số (1: -70mV lúc nghỉ, 2: đang khử cực, 3: đỉnh +35mV, 4: đang tái cực, 5: đáy ưu phân cực sau điện thế hoạt động).",/images/sinh-ly/te-bao-ap-5-diem.png,Quá trình nào sau đây chịu trách nhiệm cho sự thay đổi của điện thế màng giữa điểm 1 và điểm 3?,Sự di chuyển của Na+ vào trong tế bào,Sự di chuyển của Na+ ra ngoài tế bào,Sự di chuyển của K+ vào trong tế bào,Sự di chuyển của K+ ra ngoài tế bào,Hoạt động của bơm Na+ - K+.,Sự ức chế của bơm Na+ - K+.,a,"[Tự trả lời dựa trên sinh lý học Đại học Y Hà Nội & Guyton and Hall Physiology, đề gốc không có đáp án] Từ điểm 1 (nghỉ, -70mV) đến điểm 3 (đỉnh, +35mV) là pha khử cực, do kênh Na+ điện thế mở ồ ạt, Na+ di chuyển theo bậc thang điện hoá vào trong tế bào."
sly-te-bao-019,sinh-ly,Điện thế màng & điện thế hoạt động,Tế bào,"Xem sơ đồ điện thế hoạt động ở sợi thần kinh với 5 điểm được đánh số (1: -70mV lúc nghỉ, 2: đang khử cực, 3: đỉnh +35mV, 4: đang tái cực, 5: đáy ưu phân cực sau điện thế hoạt động).",/images/sinh-ly/te-bao-ap-5-diem.png,Quá trình nào sau đây chịu trách nhiệm cho sự thay đổi của điện thế màng giữa điểm 3 và điểm 4?,Sự di chuyển của Na+ vào trong tế bào,Sự di chuyển của Na+ ra ngoài tế bào,Sự di chuyển của K+ vào trong tế bào,Sự di chuyển của K+ ra ngoài tế bào,Hoạt động của bơm Na+ - K+.,Sự ức chế của bơm Na+ - K+.,d,"[Tự trả lời dựa trên sinh lý học Đại học Y Hà Nội & Guyton and Hall Physiology, đề gốc không có đáp án] Từ điểm 3 (đỉnh) đến điểm 4 (đang tái cực) là pha tái cực, do kênh Na+ bất hoạt và kênh K+ điện thế mở, K+ di chuyển ra ngoài tế bào theo bậc thang điện hoá, đưa điện thế màng trở lại âm."
sly-te-bao-020,sinh-ly,Điện thế màng & điện thế hoạt động,Tế bào,,,Tốc độ dẫn truyền của điện thế hoạt động dọc theo một dây thần kinh sẽ tăng lên khi?,Kích thích bơm Na+ - K+.,Ức chế bơm Na+ - K+.,Giảm đường kính của dây thần kinh.,Sự myelin hóa của dây thần kinh,Sự kéo dài sợi thần kinh,,d,"[Tự trả lời dựa trên sinh lý học Đại học Y Hà Nội & Guyton and Hall Physiology, đề gốc không có đáp án] Myelin hoá cho phép dẫn truyền nhảy cóc (saltatory conduction) giữa các eo Ranvier, làm tăng đáng kể tốc độ dẫn truyền so với sợi không có myelin. Giảm đường kính sợi trục làm giảm (không tăng) tốc độ dẫn truyền; hoạt động của bơm Na-K không phải yếu tố quyết định trực tiếp tốc độ dẫn truyền từng xung."
sly-te-bao-021,sinh-ly,Vận chuyển qua màng & thẩm thấu,Tế bào,,,Dung dịch A và B được phân ra bởi 1 màng bán thấm. Dung dịch A chứa 1mM sucrose và 1 mM urea. Dung dịch B chứa 1 mM sucrose. Hệ số phản xạ của sucrose là 1 và của urea là 0. Luận điểm nào dưới đây về các dung dịch là đúng?,Dung dịch A có áp suất thẩm thấu cao hơn dung dịch B,Dung dịch A có áp suất thẩm thấu thấp hơn dung dịch B,Hai dung dịch có áp suất thẩm thấu như nhau.,"Dung dịch A có độ thẩm thấu cao hơn so với dung dịch B, và hai dung dịch là đẳng trương.","Dung dịch A có độ thẩm thấu thấp hơn so với dung dịch B, và hai dung dịch là đẳng trương.",,a,"[Tự trả lời dựa trên sinh lý học Đại học Y Hà Nội & Guyton and Hall Physiology, đề gốc không có đáp án] Áp suất thẩm thấu (osmolarity toàn phần, không phụ thuộc σ) của A = 1mM sucrose + 1mM urea = 2 mOsm, cao hơn B = 1 mOsm. Tuy nhiên xét về độ thẩm thấu hiệu quả (trương lực, có trọng số σ): A = σ×1(sucrose) + 0×1(urea) = 1 mOsm-hiệu quả = B → hai dung dịch thực chất đẳng trương (vì urea không góp phần vào trương lực do σ=0). Đáp án D và E tự mâu thuẫn (vừa nói độ thẩm thấu khác nhau vừa nói đẳng trương) nên sai; đáp án đúng về áp suất thẩm thấu toàn phần là A."
sly-te-bao-022,sinh-ly,Vận chuyển qua màng & thẩm thấu,Tế bào,,,"Sự vận chuyển của D và L Glucose có tốc độ ngang nhau và đều đi theo bậc thang điện hóa, đây là đặc điểm của loại vận chuyển nào?",Khuếch tán đơn thuần,Khuếch tán được thuận hóa.,Vận chuyển tích cực nguyên phát.,Đồng vận chuyển cùng chiều.,Đồng vận chuyển ngược chiều.,,a,"[Tự trả lời dựa trên sinh lý học Đại học Y Hà Nội & Guyton and Hall Physiology, đề gốc không có đáp án] Khuếch tán được thuận hoá qua chất mang có tính đặc hiệu lập thể (stereospecific), nên D-glucose và L-glucose sẽ có tốc độ vận chuyển khác nhau rõ rệt. Vì D và L glucose ở đây có tốc độ NGANG NHAU, chứng tỏ không có tính đặc hiệu lập thể của chất mang → đây là khuếch tán đơn thuần (qua lớp lipid kép hoặc kênh không đặc hiệu), không phải qua chất mang chọn lọc."
sly-te-bao-023,sinh-ly,Vận chuyển qua màng & thẩm thấu,Tế bào,,,Điều nào sau đây sẽ tăng gấp đôi tính thấm của 1 chất tan trong lớp lipid kép?,Tăng gấp đôi bán kính phân tử của chất tan.,Tăng gấp đôi hệ số phân bố dầu/nước của chất tan.,Tăng gấp đôi độ dày của lớp lipid kép.,Tăng gấp đôi sự chênh lệch nồng độ của chất tan giữa 2 bên của lớp lipid kép.,,,b,"[Tự trả lời dựa trên sinh lý học Đại học Y Hà Nội & Guyton and Hall Physiology, đề gốc không có đáp án] Hệ số thấm P = (K×D)/độ dày, với K là hệ số phân bố dầu/nước. Tăng gấp đôi K sẽ tăng gấp đôi P trực tiếp. Tăng bán kính phân tử hoặc độ dày màng làm GIẢM tính thấm; tăng chênh lệch nồng độ chỉ làm tăng tốc độ khuếch tán (dòng chất tan) chứ không thay đổi hệ số thấm P của màng."
sly-te-bao-024,sinh-ly,Điện thế màng & điện thế hoạt động,Tế bào,,,Quá trình gây tê tại chỗ sẽ chẹn kênh Na+ ở sợi thần kinh. Điều này sẽ dẫn đến thay đổi gì trong điện thế hoạt động?,Giảm tốc độ của tăng điện thế của pha đi lên trong điện thế hoạt động.,Rút ngắn giai đoạn trơ tuyệt đối,Làm mất giai đoạn ưu phân cực sau điện thế hoạt động.,Tăng điện thế cân bằng Na+.,Giảm điện thế cân bằng Na+.,,a,"[Tự trả lời dựa trên sinh lý học Đại học Y Hà Nội & Guyton and Hall Physiology, đề gốc không có đáp án] Chẹn kênh Na+ làm giảm trực tiếp dòng Na+ đi vào tế bào trong pha khử cực, do đó làm giảm tốc độ tăng điện thế (dV/dt) của pha đi lên. Điện thế cân bằng Na+ (E_Na) chỉ phụ thuộc vào gradient nồng độ, không đổi khi chẹn kênh (chỉ ảnh hưởng độ dẫn, không ảnh hưởng điện thế cân bằng)."
sly-te-bao-025,sinh-ly,Điện thế màng & điện thế hoạt động,Tế bào,,,"Ở màng sau synap, Acetyl Cholin tạo nên sự mở của?",Kênh Na+ và khử cực hướng tới sự cân bằng điện thế Na+.,Kênh K+ và khử cực hướng tới sự cân bằng điện thế K+.,Kênh Ca2+ và khử cực hướng tới sự cân bằng điện thế Ca2+.,Kênh Na+ và K+ và khử cực hướng tới một nửa giá trị cân bằng điện thế Na+ và K+.,Kênh Na+ và K+ và ưu phân cực hướng tới một nửa giá trị cân bằng điện thế Na+ và K+.,,d,"[Tự trả lời dựa trên sinh lý học Đại học Y Hà Nội & Guyton and Hall Physiology, đề gốc không có đáp án] Thụ thể Acetylcholin nicotinic ở màng sau synap (bản vận động) là kênh cation không chọn lọc, cho cả Na+ và K+ đi qua gần như tương đương, khiến điện thế màng bị khử cực tiến về điện thế đảo chiều nằm giữa E_Na và E_K (gần 0mV) chứ không đạt hẳn E_Na."
sly-te-bao-026,sinh-ly,Điện thế màng & điện thế hoạt động,Tế bào,,,Một ức chế điện thế sau synap sẽ gây ra?,Khử cực ở màng sau synap bằng việc mở kênh Na+.,Khử cực ở màng sau synap bằng việc mở kênh K+.,Ưu phân cực ở màng sau synap bằng việc mở kênh Ca2+.,Ưu phân cực ở màng sau synap bằng việc mở kênh Cl-.,,,d,"[Tự trả lời dựa trên sinh lý học Đại học Y Hà Nội & Guyton and Hall Physiology, đề gốc không có đáp án] Điện thế ức chế sau synap (IPSP) kinh điển được tạo ra bởi việc mở kênh Cl- (ví dụ thụ thể GABA-A), cho Cl- đi vào tế bào làm ưu phân cực màng, khó đạt ngưỡng phát xung hơn. Mở kênh Ca2+ gây khử cực (kích thích), không phải ức chế."
sly-te-bao-027,sinh-ly,Vận chuyển tích cực & bơm ion,Tế bào,,,"Điều nào sau đây diễn ra là 1 kết quả của việc ức chế bơm Na+,K+-ATPase?",Giảm nồng độ Na+ nội bào,Tăng nồng độ K+ nội bào,Tăng nồng độ Ca2+ nội bào,Tăng đồng vận chuyển Na+ - glucose.,Tăng trao đổi Na+ - Ca2+.,,c,"[Tự trả lời dựa trên sinh lý học Đại học Y Hà Nội & Guyton and Hall Physiology, đề gốc không có đáp án] Ức chế bơm Na+/K+-ATPase (như digoxin) làm tăng Na+ nội bào (không giảm) và giảm K+ nội bào (không tăng). Nồng độ Na+ nội bào tăng làm giảm gradient Na+ xuyên màng, khiến bộ trao đổi Na+/Ca2+ (NCX) hoạt động kém hiệu quả trong việc đẩy Ca2+ ra ngoài, dẫn tới tích luỹ Ca2+ nội bào - đây chính là cơ chế tác dụng của digoxin trên cơ tim."
