id,subject,chapter,group,question,option_a,option_b,option_c,option_d,option_e,correct_answer,explanation
noi-tdmp-023,noi,Tràn dịch màng phổi,Hô hấp,"Bệnh nhân nam 40 tuổi, vào viện vì sốt, đau ngực. Tiền sử uống rượu 500ml/d, hút thuốc là 20 bao.năm. Bệnh diễn biến 1 tuần nay, bệnh nhân đau ngực phải kiểu màng phổi, không lan, kèm sốt cao liên tục 39-40 độ. Bệnh nhân không ho khạc đờm, không khó thở. Khám: sốt cao 39 độ, không SHH, hội chứng NT (+), có HC 3 giảm đáy phổi phải. Xét nghiệm máu: BC 20G/l, BCTT 90%, TC 190 G/l, PT 65%, PCT 2,0, CK 400, CKMB 20. CT ngực có nhiều ổ dịch vách hóa ở phổi P Bệnh nhân cần làm thủ thuật gì tiếp theo để chẩn đoán bệnh",Chọc dò dịch màng phổi,Chọc tháo dịch màng phổi,Đặt catheter dẫn lưu dịch màng phổi,Sinh thiết màng phổi mù,,a,
noi-tdmp-024,noi,Tràn dịch màng phổi,Hô hấp,"Bệnh nhân nam 40 tuổi, vào viện vì sốt, đau ngực. Tiền sử uống rượu 500ml/d, hút thuốc là 20 bao.năm. Bệnh diễn biến 1 tuần nay, bệnh nhân đau ngực phải kiểu màng phổi, không lan, kèm sốt cao liên tục 39-40 độ. Bệnh nhân không ho khạc đờm, không khó thở. Khám: sốt cao 39 độ, không SHH, hội chứng NT (+), có HC 3 giảm đáy phổi phải. Xét nghiệm máu: BC 20G/l, BCTT 90%, TC 190 G/l, PT 65%, PCT 2,0, CK 400, CKMB 20. CT ngực có nhiều ổ dịch vách hóa ở phổi P Xét nghiệm DMP cho thấy: BC 70G/l, BCTT 95%, bệnh nhân sốt cao liên tục. Bệnh nhân cần được can thiệp thủ thuật nào để điều trị:",Chọc tháo DMP dưới hướng dẫn siêu âm,Mở MP dẫn lưu dịch dưới hướng dẫn siêu âm,Đặt catheter dẫn lưu DMP dưới hướng dẫn siêu âm,Đặt catheter TM trung tâm dưới hướng dẫn siêu âm,,b,
noi-tdmp-025,noi,Tràn dịch màng phổi,Hô hấp,"Bệnh nhân nam 40 tuổi, vào viện vì sốt, đau ngực. Tiền sử uống rượu 500ml/d, hút thuốc là 20 bao.năm. Bệnh diễn biến 1 tuần nay, bệnh nhân đau ngực phải kiểu màng phổi, không lan, kèm sốt cao liên tục 39-40 độ. Bệnh nhân không ho khạc đờm, không khó thở. Khám: sốt cao 39 độ, không SHH, hội chứng NT (+), có HC 3 giảm đáy phổi phải. Xét nghiệm máu: BC 20G/l, BCTT 90%, TC 190 G/l, PT 65%, PCT 2,0, CK 400, CKMB 20. CT ngực có nhiều ổ dịch vách hóa ở phổi P BN này cần được dự phòng sảng rượu bằng cách",Truyền Glucose 5%,"Tiêm vitamin B1, B6",Tiêm seduxen,Thở oxy + rửa màng phổi,,b,
noi-tdmp-026,noi,Tràn dịch màng phổi,Hô hấp,"Bệnh nhân nam 40 tuổi, vào viện vì sốt, đau ngực. Tiền sử uống rượu 500ml/d, hút thuốc là 20 bao.năm. Bệnh diễn biến 1 tuần nay, bệnh nhân đau ngực phải kiểu màng phổi, không lan, kèm sốt cao liên tục 39-40 độ. Bệnh nhân không ho khạc đờm, không khó thở. Khám: sốt cao 39 độ, không SHH, hội chứng NT (+), có HC 3 giảm đáy phổi phải. Xét nghiệm máu: BC 20G/l, BCTT 90%, TC 190 G/l, PT 65%, PCT 2,0, CK 400, CKMB 20. CT ngực có nhiều ổ dịch vách hóa ở phổi P Kháng sinh điều trị cho BN này kéo dài:",1-2 tuần,2-3 tuần,4-6 tuần,7-8 tuần,,c,
noi-tdmp-027,noi,Tràn dịch màng phổi,Hô hấp,"Bệnh nhân nam 40 tuổi, vào viện vì sốt, đau ngực. Tiền sử uống rượu 500ml/d, hút thuốc là 20 bao.năm. Bệnh diễn biến 1 tuần nay, bệnh nhân đau ngực phải kiểu màng phổi, không lan, kèm sốt cao liên tục 39-40 độ. Bệnh nhân không ho khạc đờm, không khó thở. Khám: sốt cao 39 độ, không SHH, hội chứng NT (+), có HC 3 giảm đáy phổi phải. Xét nghiệm máu: BC 20G/l, BCTT 90%, TC 190 G/l, PT 65%, PCT 2,0, CK 400, CKMB 20. CT ngực có nhiều ổ dịch vách hóa ở phổi P Kháng sinh nào không khuyến cáo điều trị cho bệnh nhân này:",Aminosid,Betalactam,Quinolon,Glycopeptid,,d,
noi-tdmp-028,noi,Tràn dịch màng phổi,Hô hấp,"Bệnh nhân nam 40 tuổi, vào viện vì sốt, đau ngực. Tiền sử uống rượu 500ml/d, hút thuốc là 20 bao.năm. Bệnh diễn biến 1 tuần nay, bệnh nhân đau ngực phải kiểu màng phổi, không lan, kèm sốt cao liên tục 39-40 độ. Bệnh nhân không ho khạc đờm, không khó thở. Khám: sốt cao 39 độ, không SHH, hội chứng NT (+), có HC 3 giảm đáy phổi phải. Xét nghiệm máu: BC 20G/l, BCTT 90%, TC 190 G/l, PT 65%, PCT 2,0, CK 400, CKMB 20. CT ngực có nhiều ổ dịch vách hóa ở phổi P Để giải quyết các tổn thương phổi ở bệnh nhân cần làm gì tiếp theo ngoại trừ:",Đặt thêm dẫn lưu màng phổi,Nội soi màng phổi,Chọc tháo DMP,Bơm urokinase vào KMP,,c,
noi-tdmp-029,noi,Tràn dịch màng phổi,Hô hấp,Dịch KMP bình thường,Ko có,7 - 14 mL.,20 mL.,50 mL,,b,
noi-tdmp-030,noi,Tràn dịch màng phổi,Hô hấp,CĐ nội soi MP khi: chọn tổ hợp,a+b,b+c,d+b,a+d,,d,(TSH) Vách hóa 🡪 NS phá bỏ vách; xử trí kén khí; sinh thiết
noi-tdmp-031,noi,Tràn dịch màng phổi,Hô hấp,Điều trị gây dính màng phổi,"a, b","b, c","c, d","d, a",,b,
noi-tdmp-032,noi,Tràn dịch màng phổi,Hô hấp,"Bệnh nhân Nam 76 tuổi tiền sử COPD, vào viện vì đau ngực, khó thở, X-quang có hình ảnh tràn dịch màng phổi 2 bên, dịch chọc ra màu vàng. Nghĩ nhiều đến:",Tràn dịch màng phổi do lao,Tràn dịch màng phổi do suy tim,Tắc ống bạch mạch,Tắc mạch phổi,,a,
noi-tdmp-033,noi,Tràn dịch màng phổi,Hô hấp,"Bệnh nhân Nam 76 tuổi tiền sử COPD, vào viện vì đau ngực, khó thở, X-quang có hình ảnh tràn dịch màng phổi 2 bên, dịch chọc ra màu vàng. Chỉ định tìm gì trong dịch màng phổi để chẩn đoán:",Amylase,Protein,Glucose,Tế bào,,d,
noi-tdmp-034,noi,Tràn dịch màng phổi,Hô hấp,Vị trí chọc dịch khoang màng phổi thể tự do,Khoang liên sườn IV-V đường nách trước,Khoang liên sườn II đường giữa đòn,Khoang liên sườn VIII-IX đường nách sau,Khoang liên sườn VI-VII đường nách sau,,c,
noi-tdmp-035,noi,Tràn dịch màng phổi,Hô hấp,"BN vào viện vì đau ngực, khó thở 2 bên tăng dần. Xquang có hình ảnh tràn dịch 2 bên. Tiền sử khỏe mạnh, không bị lao phổi. XN cần làm đầu tiên:",Chụp CLVT,Chọc dịch màng phổi,Siêu âm màng phổi,,,b,
noi-tdmp-036,noi,Tràn dịch màng phổi,Hô hấp,"BN vào viện vì đau ngực, khó thở 2 bên tăng dần. Xquang có hình ảnh tràn dịch 2 bên. Tiền sử khỏe mạnh, không bị lao phổi. Chọc hút được dịch trắng đục. CLVT có hình ảnh tràn dịch hai bên, bên phải nhiều hơn, không vách hóa. Xét nghiệm cần làm với dịch đã chọc ra:","Xét nghiệm TG, cholesterol dịch màng phổi","Xét nghiệm LDH dịch, máu",Tế bào học dịch màng phổi,Chạy dịch màng phổi như máu,,a,
noi-tdmp-037,noi,Tràn dịch màng phổi,Hô hấp,"BN vào viện vì đau ngực, khó thở 2 bên tăng dần. Xquang có hình ảnh tràn dịch 2 bên. Tiền sử khỏe mạnh, không bị lao phổi. Kết quả xét nghiệm: HC 0.45 u/L, BC 1000/mm3, tế bào học nhiều tb ưa acid, kqua chạy như máu (BS rv 2021: dịch có TG tăng cao) Chẩn đoán bệnh nhân này là:",Tràn mủ dịch màng phổi ( 25.000/ml),Tràn dưỡng chấp màng phổi,,,,b,
noi-tdmp-038,noi,Tràn dịch màng phổi,Hô hấp,"BN nam, 35 tuổi, vào viện vì sốt, ho ít đờm, đau ngực T, chụp Xquang tim phổi có hình ảnh TDMP trái Chỉ định đầu tiên cần làm là",Chụp CT ngực,Sinh thiết màng phổi,Chọc dịch MP,XN đờm,,c,
noi-tdmp-039,noi,Tràn dịch màng phổi,Hô hấp,"BN nam, 35 tuổi, vào viện vì sốt, ho ít đờm, đau ngực T, chụp Xquang tim phổi có hình ảnh TDMP trái BN được chọc dịch MP hút ra 50ml dịch màu vàng chanh, cần thiết chỉ định XN nào sau đây",Định lượng glucose DMP và glucose máu,Xác định độ pH của DMP và pH máu,Định luwọng dưỡng chấp DMP,"Định lượng protein, LDH DMP và trong máu",,d,
noi-tdmp-040,noi,Tràn dịch màng phổi,Hô hấp,"Trong dẫn lưu màng phổi, van Hemlich hoặc van nước để dự phòng?",Phù phổi cấp,Suy hô hấp,Khó thở,Đau ngực,,a,
noi-tdmp-041,noi,Tràn dịch màng phổi,Hô hấp,"Dự phòng tái phát tràn dịch MP, trừ",Gây dính màng phổi bằng bột talc,Gây dính màng phổi bằng betadin,Bơm streptokinase,Gây dính màng phổi bằng nước muối ưu trương,,c,
noi-tdmp-042,noi,Tràn dịch màng phổi,Hô hấp,"BN có đau ngực, ho khan, chọc DMP ra dịch vàng chanh. Nên làm cận lâm sàng gì tiếp để chẩn đoán",Nội soi mp,Sinh thiết mp,Chọc dò mp,,,c,
noi-tdmp-043,noi,Tràn dịch màng phổi,Hô hấp,Nguyên nhân tràn dịch màng phổi dịch tiết có thể do: Suy tim — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-tdmp-044,noi,Tràn dịch màng phổi,Hô hấp,Nguyên nhân tràn dịch màng phổi dịch tiết có thể do: Hội chứng thận hư — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-tdmp-045,noi,Tràn dịch màng phổi,Hô hấp,Nguyên nhân tràn dịch màng phổi dịch tiết có thể do: Do ung thư nguyên phát hoặc thứ phát — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-tdmp-046,noi,Tràn dịch màng phổi,Hô hấp,Nguyên nhân tràn dịch màng phổi dịch tiết có thể do: Lao màng phổi — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-tdmp-047,noi,Tràn dịch màng phổi,Hô hấp,TDMP gây ra hội chứng sau: Hội chứng đông đặc — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-tdmp-048,noi,Tràn dịch màng phổi,Hô hấp,TDMP gây ra hội chứng sau: Tam chứng GallIard — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-tdmp-049,noi,Tràn dịch màng phổi,Hô hấp,TDMP gây ra hội chứng sau: HC 3 giảm — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-tdmp-050,noi,Tràn dịch màng phổi,Hô hấp,TDMP gây ra hội chứng sau: HC trung thất — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-tdmp-051,noi,Tràn dịch màng phổi,Hô hấp,Đặc điểm dịch màng phổi dịch thấm thường là: Dịch trắng trong như nước mưa — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-tdmp-052,noi,Tràn dịch màng phổi,Hô hấp,Đặc điểm dịch màng phổi dịch thấm thường là: Dịch máu — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-tdmp-053,noi,Tràn dịch màng phổi,Hô hấp,Đặc điểm dịch màng phổi dịch thấm thường là: Dịch mủ — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-tdmp-054,noi,Tràn dịch màng phổi,Hô hấp,Đặc điểm dịch màng phổi dịch thấm thường là: Dịch dưỡng chấp — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-tdmp-055,noi,Tràn dịch màng phổi,Hô hấp,Dịch thấm là loại dịch có: Protein > 30g/l — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-tdmp-056,noi,Tràn dịch màng phổi,Hô hấp,"Dịch thấm là loại dịch có: LDH dịch màng phổi/LDH huyết thanh > 0,6 — Nhận định này đúng hay sai?",Đúng,Sai,,,,b,
noi-tdmp-057,noi,Tràn dịch màng phổi,Hô hấp,Dịch thấm là loại dịch có: Rất nhiều hồng cầu — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-tdmp-058,noi,Tràn dịch màng phổi,Hô hấp,"Dịch thấm là loại dịch có: Protein DMP/Protein máu < 0,5 — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
noi-tdmp-059,noi,Tràn dịch màng phổi,Hô hấp,Nguyên nhân gây TDMP dịch thấm: Suy tim toàn bộ — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-tdmp-060,noi,Tràn dịch màng phổi,Hô hấp,Nguyên nhân gây TDMP dịch thấm: Xơ gan cổ chướng — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-tdmp-061,noi,Tràn dịch màng phổi,Hô hấp,Nguyên nhân gây TDMP dịch thấm: HC thận hư — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-tdmp-062,noi,Tràn dịch màng phổi,Hô hấp,Nguyên nhân gây TDMP dịch thấm: Lao màng phổi — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-tdmp-063,noi,Tràn dịch màng phổi,Hô hấp,"(E-learning) Khám thực thể trên BN TDMP, thường có: Tiếng cọ màng phổi — Nhận định này đúng hay sai?",Đúng,Sai,,,,b,
noi-tdmp-064,noi,Tràn dịch màng phổi,Hô hấp,"(E-learning) Điều trị TDMP dịch tiết do ung thư cần: Chọc tháo hàng ngày, cả khi BN không khó thở — Nhận định này đúng hay sai?",Đúng,Sai,,,,b,
noi-tdmp-065,noi,Tràn dịch màng phổi,Hô hấp,(E-learning) Thời gian dùng kháng sinh trong điều trị tràn mủ màng phổi: 10 ngày — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-tdmp-066,noi,Tràn dịch màng phổi,Hô hấp,(E-learning) Điều trị TDMP dịch tiết do lao cần: Hướng dẫn BN tập thở tránh dày dính màng phổi — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-tdmp-067,noi,Tràn dịch màng phổi,Hô hấp,"Dịch tiết có đặc điểm: LDH dịch màng phổi/LDH huyết thanh > 0,6 — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
noi-tdmp-068,noi,Tràn dịch màng phổi,Hô hấp,Dịch tiết có đặc điểm: Do tăng áp lực thủy tĩnh mạch máu — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-tdmp-069,noi,Tràn dịch màng phổi,Hô hấp,"Dịch tiết có đặc điểm: Protein dịch màng phổi /protein huyết thanh < 0,5 — Nhận định này đúng hay sai?",Đúng,Sai,,,,b,
noi-tdmp-070,noi,Tràn dịch màng phổi,Hô hấp,"Dịch tiết có đặc điểm: pH < 7,3 — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
noi-tdmp-071,noi,Tràn dịch màng phổi,Hô hấp,Tràn dịch màng phổi dịch tiết do các nguyên nhân sau: Lupus ban đỏ hệ thống — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-tdmp-072,noi,Tràn dịch màng phổi,Hô hấp,Tràn dịch màng phổi dịch tiết do các nguyên nhân sau: U lympho — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-tdmp-073,noi,Tràn dịch màng phổi,Hô hấp,Tràn dịch màng phổi dịch tiết do các nguyên nhân sau: Viêm tụy cấp — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-tdmp-074,noi,Tràn dịch màng phổi,Hô hấp,Tràn dịch màng phổi dịch tiết do các nguyên nhân sau: Hội chứng thận hư — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-tdmp-075,noi,Tràn dịch màng phổi,Hô hấp,Tràn dịch màng phổi dịch tiết do các nguyên nhân sau: Xơ gan — Nhận định này đúng hay sai?,Đúng,Sai,,,,b,
noi-tdmp-076,noi,Tràn dịch màng phổi,Hô hấp,TDMP tự do mức độ trung bình Xquang có?: Mờ 2/3 phế trường — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-tdmp-077,noi,Tràn dịch màng phổi,Hô hấp,TDMP thể tự do trung bình XQ thấy gì?: Đường cong Daimoseau — Nhận định này đúng hay sai?,Đúng,Sai,,,,a,
noi-tdmp-078,noi,Tràn dịch màng phổi,Hô hấp,"Biến chứng của chọc hút dịch màng phổi, trừ:: THA — Nhận định này đúng hay sai?",Đúng,Sai,,,,a,
